displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Jonathan Stewart,CAR,19.1,88.2,0.6,1.2,7.6,0.0,0.2
Adrian Peterson,MIN,21.3,87.5,0.7,2.1,12.4,0.0,0.2
Thomas Rawls,SEA,18.1,83.2,0.6,1.7,13.0,0.0,0.1
DeAngelo Williams,PIT,18.2,78.7,0.6,2.4,18.9,0.0,0.1
LeSean McCoy,BUF,18.2,75.3,0.5,3.1,24.4,0.1,0.2
Doug Martin,TB,19.0,74.7,0.4,2.2,16.4,0.0,0.2
Darren McFadden,DAL,18.3,73.3,0.3,3.0,23.4,0.1,0.1
Devonta Freeman,ATL,16.3,71.0,0.5,4.3,32.8,0.1,0.1
Chris Ivory,NYJ,16.1,70.8,0.6,1.8,13.5,0.0,0.1
LeGarrette Blount,NE,15.6,70.4,0.7,1.1,7.5,0.0,0.1
Todd Gurley,STL,17.6,69.4,0.6,2.2,16.8,0.0,0.1
Carlos Hyde,SF,14.7,65.8,0.5,1.9,10.6,0.0,0.0
Eddie Lacy,GB,14.9,65.1,0.5,2.2,15.8,0.0,0.2
Javorius Allen,BAL,14.7,64.4,0.4,3.0,22.3,0.0,0.1
C.J. Anderson,DEN,12.6,63.0,0.4,2.5,18.8,0.0,0.1
Latavius Murray,OAK,15.4,62.1,0.3,1.6,12.0,0.0,0.1
Matt Forte,CHI,14.7,61.5,0.4,2.4,21.7,0.1,0.1
T.J. Yeldon,JAC,14.8,61.3,0.3,3.2,21.4,0.0,0.1
Charcandrick West,KC,13.8,58.6,0.5,2.4,21.9,0.1,0.1
Frank Gore,IND,14.8,58.2,0.3,2.7,20.3,0.0,0.2
Mark Ingram,NO,14.5,57.9,0.4,4.0,29.5,0.0,0.1
David Johnson,ARI,13.8,57.8,0.5,3.0,24.8,0.1,0.1
Jeremy Hill,CIN,13.9,57.4,0.5,1.1,8.5,0.0,0.2
DeMarco Murray,PHI,15.4,56.3,0.3,3.1,22.6,0.0,0.2
Shaun Draughn,SF,13.7,56.2,0.2,3.6,23.6,0.1,0.1
Alfred Morris,WAS,13.3,56.0,0.3,0.9,6.9,0.0,0.1
Ronnie Hillman,DEN,11.7,55.9,0.4,1.1,7.8,0.0,0.1
Antonio Andrews,TEN,13.8,52.7,0.3,1.5,14.4,0.1,0.1
Lamar Miller,MIA,13.1,50.9,0.3,3.8,29.1,0.1,0.1
Alfred Blue,HOU,13.0,50.3,0.3,1.8,12.8,0.0,0.1
Giovani Bernard,CIN,9.7,47.4,0.3,3.1,27.1,0.0,0.1
Ameer Abdullah,DET,10.4,45.9,0.2,1.3,10.4,0.0,0.1
Jeremy Langford,CHI,11.0,44.2,0.4,2.3,18.0,0.0,0.1
Melvin Gordon,SD,12.8,42.0,0.2,2.1,12.8,0.0,0.2
Rashad Jennings,NYG,9.1,36.8,0.2,1.9,13.6,0.0,0.1
Matt Jones,WAS,7.5,35.8,0.2,1.9,17.0,0.0,0.3
Spencer Ware,KC,7.2,31.2,0.3,1.0,6.5,0.0,0.1
Isaiah Crowell,CLE,9.4,30.4,0.2,1.0,8.1,0.0,0.1
Duke Johnson,CLE,7.5,27.9,0.1,3.2,27.3,0.1,0.1
James Starks,GB,7.5,27.8,0.2,2.7,22.1,0.1,0.1
Ryan Mathews,PHI,4.6,23.9,0.2,1.6,12.5,0.1,0.2
Terrance West,BAL,6.0,23.5,0.2,0.3,2.0,0.0,0.2
Tevin Coleman,ATL,5.3,22.8,0.1,0.4,2.3,0.0,0.2
Charles Sims,TB,6.5,22.7,0.1,2.9,24.7,0.1,0.2
Jay Ajayi,MIA,5.6,22.1,0.2,1.2,8.7,0.0,0.1
Joique Bell,DET,6.0,21.6,0.2,1.7,13.2,0.0,0.1
David Cobb,TEN,4.6,21.0,0.2,0.9,5.7,0.0,0.1
Jonathan Grimes,HOU,4.7,20.7,0.1,1.8,11.3,0.0,0.1
Stepfan Taylor,ARI,5.4,20.1,0.1,0.7,4.5,0.0,0.1
Bilal Powell,NYJ,4.9,19.9,0.1,2.4,18.6,0.1,0.1
Karlos Williams,BUF,4.9,19.6,0.3,0.3,2.6,0.0,0.1
Robert Turbin,DAL,5.2,19.6,0.1,0.9,6.6,0.0,0.1
Darren Sproles,PHI,4.5,19.6,0.0,3.8,29.2,0.1,0.1
Chris Polk,HOU,4.7,18.1,0.1,1.0,6.5,0.0,0.1
Kenjon Barner,PHI,1.9,17.7,0.1,0.1,0.8,0.0,0.0
Denard Robinson,JAC,4.1,16.9,0.1,1.0,6.2,0.0,0.1
Brandon Bolden,NE,3.0,16.3,0.1,1.8,13.6,0.1,0.1
Dan Herron,BUF,4.7,16.0,0.1,2.0,13.7,0.0,0.1
Danny Woodhead,SD,5.5,15.3,0.1,4.8,40.2,0.2,0.1
Shane Vereen,NYG,3.8,15.0,0.1,3.1,24.6,0.2,0.1
Chris Thompson,WAS,3.0,14.7,0.1,2.3,18.0,0.1,0.1
Mike Tolbert,CAR,3.4,14.5,0.1,1.1,8.3,0.1,0.0
C.J. Spiller,NO,3.9,13.9,0.1,2.1,14.2,0.1,0.1
James White,NE,3.5,12.8,0.1,2.1,16.9,0.2,0.1
Orleans Darkwa,NYG,3.3,12.6,0.1,0.4,2.2,0.0,0.1
Tre Mason,STL,3.1,12.1,0.0,1.0,7.8,0.0,0.2
Andre Williams,NYG,4.0,12.1,0.1,0.2,1.4,0.0,0.1
Jordan Todman,PIT,2.5,10.5,0.1,0.5,3.4,0.0,0.1
Stevan Ridley,NYJ,2.1,10.5,0.1,0.2,1.1,0.0,0.1
Fred Jackson,SEA,2.5,10.4,0.0,1.4,10.7,0.0,0.1
Theo Riddick,DET,3.3,9.8,0.0,4.1,36.7,0.2,0.1
Taiwan Jones,OAK,2.2,9.5,0.1,0.8,7.6,0.1,0.2
Kendall Gaskins,SF,2.5,9.2,0.1,0.5,3.1,0.0,0.1
Roy Helu,OAK,2.0,8.9,0.0,1.0,8.2,0.0,0.1
Andre Ellington,ARI,2.1,8.6,0.0,0.2,1.6,0.0,0.0
Anthony Dixon,BUF,2.2,8.4,0.0,0.3,2.7,0.0,0.1
Jerick McKinnon,MIN,2.1,8.4,0.0,0.8,4.7,0.0,0.1
Dexter McCluster,TEN,2.2,7.9,0.0,0.9,6.8,0.0,0.0
Fozzy Whittaker,CAR,1.5,7.3,0.1,0.7,5.0,0.0,0.1
Jamize Olawale,OAK,1.8,7.1,0.0,0.7,6.0,0.0,0.0
Benjamin Cunningham,STL,1.3,6.9,0.0,1.1,9.7,0.0,0.1
Donald Brown,SD,2.0,6.3,0.0,0.6,3.8,0.0,0.1
Matt Asiata,MIN,1.2,4.9,0.1,1.1,6.7,0.0,0.1
Bishop Sankey,TEN,1.2,4.4,0.0,0.3,2.2,0.0,0.0
KaDeem Carey,CHI,1.0,4.3,0.0,0.2,1.4,0.0,0.0
Marcel Reece,OAK,0.9,4.1,0.0,1.4,12.2,0.1,0.0
Tim Hightower,NO,0.9,3.8,0.0,0.1,0.6,0.0,0.0
Knile Davis,KC,1.0,3.7,0.0,0.1,0.8,0.0,0.0
Jay Prosch,HOU,0.5,3.0,0.0,0.0,0.4,0.0,0.0
Cameron Artis-Payne,CAR,0.8,2.8,0.0,0.1,0.7,0.0,0.0
