displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Greg Olsen,CAR,5.2,65.3,0.8,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,5.3,61.5,0.4,0.0,0.0,0.0,0.0
Delanie Walker,TEN,5.1,60.8,0.4,0.0,0.0,0.0,0.1
Travis Kelce,KC,5.0,56.3,0.4,0.0,0.0,0.0,0.1
Antonio Gates,SD,4.9,54.1,0.4,0.0,0.0,0.0,0.0
Benjamin Watson,NO,5.2,54.0,0.3,0.0,0.0,0.0,0.0
Jacob Tamme,ATL,4.7,51.1,0.3,0.0,0.0,0.0,0.0
Julius Thomas,JAC,5.0,50.7,0.4,0.0,0.0,0.0,0.0
Jordan Reed,WAS,5.0,50.5,0.4,0.0,0.0,0.0,0.0
Zach Ertz,PHI,4.0,47.2,0.3,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,4.3,46.8,0.3,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,4.2,45.0,0.6,0.0,0.0,0.0,0.0
Heath Miller,PIT,4.1,43.2,0.4,0.0,0.0,0.0,0.1
Austin Seferian-Jenkins,TB,4.1,42.7,0.6,0.0,0.0,0.0,0.0
Scott Chandler,NE,3.9,42.5,0.7,0.0,0.0,0.0,0.0
Jason Witten,DAL,4.2,42.3,0.2,0.0,0.0,0.0,0.0
Coby Fleener,IND,3.5,42.2,0.3,0.0,0.0,0.0,0.0
Charles Clay,BUF,4.2,39.8,0.3,0.0,0.0,0.0,0.0
Eric Ebron,DET,4.0,39.7,0.3,0.0,0.0,0.0,0.0
Richard Rodgers,GB,3.3,36.8,0.4,0.0,0.0,0.0,0.0
Vance McDonald,SF,3.0,35.1,0.1,0.0,0.0,0.0,0.0
Jordan Cameron,MIA,3.2,34.6,0.3,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,3.3,34.5,0.2,0.0,0.0,0.0,0.0
Will Tye,NYG,3.9,34.2,0.4,0.0,0.0,0.0,0.0
Vernon Davis,DEN,3.0,33.7,0.2,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,3.0,33.5,0.3,0.0,0.0,0.0,0.0
Cameron Brate,TB,2.9,33.1,0.2,0.0,0.0,0.0,0.0
Jared Cook,STL,3.0,31.7,0.1,0.0,0.0,0.0,0.0
Ladarius Green,SD,3.0,31.1,0.2,0.0,0.0,0.0,0.0
Luke Willson,SEA,2.9,28.7,0.2,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,2.8,27.6,0.2,0.0,0.0,0.0,0.0
Owen Daniels,DEN,2.2,26.6,0.2,0.0,0.0,0.0,0.0
Zach Miller,CHI,2.0,22.4,0.2,0.0,0.0,0.0,0.0
Dwayne Allen,IND,2.0,21.8,0.2,0.0,0.0,0.0,0.0
Maxx Williams,BAL,2.1,20.4,0.1,0.0,0.0,0.0,0.0
Brent Celek,PHI,2.2,20.0,0.1,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.1,19.8,0.2,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,2.0,19.0,0.2,0.0,0.0,0.0,0.0
Larry Donnell,NYG,2.2,18.6,0.1,0.0,0.0,0.0,0.0
Darren Fells,ARI,1.4,18.1,0.2,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,2.0,17.7,0.1,0.0,0.0,0.0,0.0
Anthony Fasano,TEN,2.0,17.4,0.2,0.0,0.0,0.0,0.0
Garrett Celek,SF,1.7,17.1,0.1,0.0,0.0,0.0,0.0
Asante Cleveland,NE,1.0,16.1,0.2,0.0,0.0,0.0,0.0
Clive Walford,OAK,1.9,16.1,0.2,0.0,0.0,0.0,0.0
Lance Kendricks,STL,1.7,15.8,0.1,0.0,0.0,0.0,0.0
Clay Harbor,JAC,2.1,14.8,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,1.7,14.2,0.1,0.0,0.0,0.0,0.0
Garrett Graham,HOU,2.4,14.1,0.0,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.6,13.1,0.4,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,1.8,12.3,0.0,0.0,0.0,0.0,0.0
Derek Carrier,WAS,1.4,12.1,0.1,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.3,11.7,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,1.4,11.4,0.0,0.0,0.0,0.0,0.0
Nick Boyle,BAL,1.5,10.8,0.0,0.0,0.0,0.0,0.0
