displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Greg Olsen,CAR,5.0,57.7,0.4,0.0,0.0,0.0,0.0
Travis Kelce,KC,4.9,57.2,0.3,0.0,0.0,0.0,0.1
Jason Witten,DAL,4.9,53.1,0.3,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,5.0,50.3,0.3,0.0,0.0,0.0,0.0
Jordan Reed,WAS,4.8,50.3,0.3,0.0,0.0,0.0,0.0
Jimmy Graham,SEA,4.3,49.7,0.5,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,4.1,49.5,0.5,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,4.7,45.4,0.3,0.0,0.0,0.0,0.0
Jared Cook,STL,3.9,45.2,0.2,0.0,0.0,0.0,0.0
Zach Ertz,PHI,3.2,42.5,0.3,0.0,0.0,0.0,0.0
Ladarius Green,SD,3.8,42.1,0.4,0.0,0.0,0.0,0.0
Charles Clay,BUF,4.0,41.6,0.4,0.0,0.0,0.0,0.0
Eric Ebron,DET,3.9,41.2,0.2,0.0,0.0,0.0,0.0
Jordan Cameron,MIA,3.2,40.6,0.2,0.0,0.0,0.0,0.0
Larry Donnell,NYG,3.9,40.4,0.3,0.0,0.0,0.0,0.0
Vernon Davis,SF,2.9,38.7,0.2,0.0,0.0,0.0,0.0
Coby Fleener,IND,2.9,37.2,0.4,0.0,0.0,0.0,0.0
Maxx Williams,BAL,3.0,34.8,0.3,0.0,0.0,0.0,0.0
Owen Daniels,DEN,3.0,33.4,0.3,0.0,0.0,0.0,0.0
Richard Rodgers,GB,2.8,31.2,0.3,0.0,0.0,0.0,0.0
Heath Miller,PIT,3.1,30.5,0.3,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,2.0,28.1,0.2,0.0,0.0,0.0,0.0
Benjamin Watson,NO,2.9,27.5,0.2,0.0,0.0,0.0,0.0
Garrett Graham,HOU,2.1,25.0,0.2,0.0,0.0,0.0,0.0
Darren Fells,ARI,1.9,23.0,0.2,0.0,0.0,0.0,0.0
Brandon Myers,TB,2.0,23.0,0.1,0.0,0.0,0.0,0.0
Dwayne Allen,IND,2.1,22.8,0.2,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.1,22.5,0.2,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,2.1,22.3,0.1,0.0,0.0,0.0,0.0
Lance Kendricks,STL,2.0,22.0,0.1,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,1.9,21.6,0.2,0.0,0.0,0.0,0.0
Daniel Fells,NYG,1.8,20.2,0.1,0.0,0.0,0.0,0.0
Clay Harbor,JAC,1.9,19.6,0.1,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,1.9,17.3,0.1,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.1,17.0,0.2,0.0,0.0,0.0,0.0
Jacob Tamme,ATL,1.8,16.1,0.1,0.0,0.0,0.0,0.0
Ed Dickson,CAR,1.1,15.6,0.1,0.0,0.0,0.0,0.0
Jake Stoneburner,MIA,1.0,15.5,0.1,0.0,0.0,0.0,0.0
Brent Celek,PHI,1.5,14.7,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,1.3,13.5,0.1,0.0,0.0,0.0,0.0
Rob Housler,CLE,1.2,12.7,0.0,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.3,12.2,0.0,0.0,0.0,0.0,0.0
Garrett Celek,SF,1.0,12.2,0.0,0.0,0.0,0.0,0.0
James OShaughnessy,KC,1.0,11.8,0.0,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.1,11.5,0.1,0.0,0.0,0.0,0.0
Julius Thomas,JAC,1.1,11.5,0.0,0.0,0.0,0.0,0.0
Josh Hill,NO,1.2,11.0,0.1,0.0,0.0,0.0,0.0
Tim Wright,DET,0.7,9.8,0.0,0.0,0.0,0.0,0.0
Rhett Ellison,MIN,0.9,9.1,0.0,0.0,0.0,0.0,0.0
Chase Ford,MIN,1.0,9.1,0.0,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,0.7,9.0,0.0,0.0,0.0,0.0,0.0
Kellen Davis,NYJ,0.7,8.8,0.0,0.0,0.0,0.0,0.0
Jim Dray,CLE,0.8,8.6,0.0,0.0,0.0,0.0,0.0
Luke Stocker,TB,0.8,7.4,0.0,0.0,0.0,0.0,0.0
Vance McDonald,SF,0.7,7.4,0.0,0.0,0.0,0.0,0.1
Clive Walford,OAK,0.9,7.2,0.0,0.0,0.0,0.0,0.0
Lee Smith,OAK,0.8,6.9,0.0,0.0,0.0,0.0,0.0
Derek Carrier,WAS,0.7,5.7,0.0,0.0,0.0,0.0,0.0
Zach Miller,CHI,0.7,5.3,0.0,0.0,0.0,0.0,0.0
Troy Niklas,ARI,0.4,5.2,0.0,0.0,0.0,0.0,0.0
Matt Spaeth,PIT,0.4,5.1,0.1,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,0.6,5.1,0.0,0.0,0.0,0.0,0.0
Tyler Kroft,CIN,0.6,4.4,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,MIN,0.7,4.3,0.0,0.0,0.0,0.0,0.0
Nick Boyle,BAL,0.4,3.8,0.0,0.0,0.0,0.0,0.0
MarQueis Gray,BUF,0.3,3.3,0.0,0.0,0.0,0.0,0.0
James Hanna,DAL,0.4,2.9,0.0,0.0,0.0,0.0,0.0
Jack Doyle,IND,0.4,2.9,0.0,0.0,0.0,0.0,0.0
Ryan Hewitt,CIN,0.3,2.7,0.0,0.0,0.0,0.0,0.0
Cooper Helfet,SEA,0.3,2.6,0.0,0.0,0.0,0.0,0.0
Malcolm Johnson,CLE,0.5,2.6,0.0,1.5,5.7,0.0,0.0
Matthew Mulligan,BUF,0.2,2.5,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,0.2,2.5,0.0,0.0,0.0,0.0,0.0
John Phillips,SD,0.3,2.5,0.0,0.0,0.0,0.0,0.0
James Casey,DEN,0.3,2.5,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,KC,0.3,2.2,0.0,0.0,0.0,0.0,0.0
Cory Harkey,STL,0.2,1.8,0.0,0.0,0.0,0.0,0.0
David Johnson,SD,0.1,1.7,0.0,0.0,0.0,0.0,0.0
Kennard Backman,GB,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,DAL,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Richie Brockel,CAR,0.1,0.9,0.0,0.0,0.0,0.0,0.0
Blake Bell,SF,0.1,0.7,0.0,0.0,0.0,0.0,0.0
Jesse James,PIT,0.2,0.6,0.0,0.0,0.0,0.0,0.0
Khari Lee,CHI,0.1,0.5,0.0,0.0,0.0,0.0,0.0
Joseph Fauria,ARI,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Brandon Williams,CAR,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Nic Jacobs,NO,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Chris Gragg,BUF,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Trey Burton,PHI,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Jerome Cunningham,NYG,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Anthony McCoy,WAS,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Mitchell Henry,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Parker,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory Anderson,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabe Holmes,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Stevens,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Gates,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick OLeary,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Uzomah,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Gronkowski,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Miller,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
