displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Rob Gronkowski,NE,6.0,71.2,0.7,0.0,0.0,0.0,0.0
Jason Witten,DAL,4.9,58.2,0.4,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,5.1,54.6,0.3,0.0,0.0,0.0,0.0
Travis Kelce,KC,4.9,53.7,0.4,0.0,0.0,0.0,0.1
Delanie Walker,TEN,4.0,49.0,0.3,0.0,0.0,0.0,0.1
Tyler Eifert,CIN,4.1,48.3,0.4,0.0,0.0,0.0,0.0
Jimmy Graham,SEA,4.1,48.0,0.3,0.0,0.0,0.0,0.0
Antonio Gates,SD,3.9,44.3,0.5,0.0,0.0,0.0,0.0
Jared Cook,STL,3.8,42.7,0.3,0.0,0.0,0.0,0.0
Charles Clay,BUF,4.1,42.0,0.4,0.0,0.0,0.0,0.0
Larry Donnell,NYG,4.0,41.7,0.4,0.0,0.0,0.0,0.0
Vernon Davis,SF,2.9,40.3,0.2,0.0,0.0,0.0,0.0
Zach Ertz,PHI,3.1,39.8,0.3,0.0,0.0,0.0,0.0
Owen Daniels,DEN,3.9,39.3,0.4,0.0,0.0,0.0,0.0
Eric Ebron,DET,4.1,38.2,0.7,0.0,0.0,0.0,0.0
Derek Carrier,WAS,2.9,37.7,0.2,0.0,0.0,0.0,0.0
Richard Rodgers,GB,3.1,31.7,0.4,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,2.3,31.5,0.2,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,2.9,31.3,0.3,0.0,0.0,0.0,0.0
Heath Miller,PIT,3.1,28.5,0.2,0.0,0.0,0.0,0.0
Benjamin Watson,NO,2.8,27.1,0.2,0.0,0.0,0.0,0.0
Jordan Reed,WAS,2.4,26.6,0.1,0.0,0.0,0.0,0.0
Garrett Graham,HOU,2.1,26.4,0.2,0.0,0.0,0.0,0.0
Julius Thomas,JAC,2.3,25.3,0.1,0.0,0.0,0.0,0.0
Dwayne Allen,IND,2.1,25.3,0.3,0.0,0.0,0.0,0.0
Ladarius Green,SD,2.1,25.0,0.2,0.0,0.0,0.0,0.0
Jacob Tamme,ATL,2.0,24.1,0.2,0.0,0.0,0.0,0.0
Tim Wright,DET,2.0,23.9,0.2,0.0,0.0,0.0,0.0
Brandon Myers,TB,2.0,21.9,0.1,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,2.0,21.7,0.2,0.0,0.0,0.0,0.0
Coby Fleener,IND,2.2,21.3,0.2,0.0,0.0,0.0,0.0
Maxx Williams,BAL,2.0,20.0,0.2,0.0,0.0,0.0,0.0
Clay Harbor,JAC,2.0,19.4,0.1,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.1,19.1,0.1,0.0,0.0,0.0,0.0
Scott Chandler,NE,2.0,19.0,0.2,0.0,0.0,0.0,0.0
Anthony McCoy,WAS,1.9,18.7,0.1,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,2.0,18.1,0.2,0.0,0.0,0.0,0.0
Jerome Cunningham,NYG,1.9,17.7,0.2,0.0,0.0,0.0,0.0
Lance Kendricks,STL,1.8,17.6,0.1,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,1.9,17.4,0.1,0.0,0.0,0.0,0.0
Anthony Fasano,TEN,1.5,17.2,0.1,0.0,0.0,0.0,0.0
Brent Celek,PHI,1.7,17.0,0.0,0.0,0.0,0.0,0.0
Darren Fells,ARI,1.9,16.8,0.2,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.1,16.1,0.2,0.0,0.0,0.0,0.0
Luke Willson,SEA,1.1,15.6,0.1,0.0,0.0,0.0,0.0
Garrett Celek,SF,1.5,15.3,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,1.5,12.7,0.0,0.0,0.0,0.0,0.0
James OShaughnessy,KC,1.1,12.2,0.1,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,1.1,11.7,0.1,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.1,11.7,0.1,0.0,0.0,0.0,0.0
Josh Hill,NO,1.2,11.1,0.1,0.0,0.0,0.0,0.0
Tony Moeaki,ATL,0.9,10.9,0.1,0.0,0.0,0.0,0.0
Clive Walford,OAK,1.0,8.3,0.0,0.0,0.0,0.0,0.0
Rob Housler,CLE,0.8,6.9,0.0,0.0,0.0,0.0,0.0
Lee Smith,OAK,0.9,6.9,0.1,0.0,0.0,0.0,0.0
Luke Stocker,TB,0.6,6.3,0.0,0.0,0.0,0.0,0.0
Jim Dray,CLE,0.7,6.2,0.0,0.0,0.0,0.0,0.0
Troy Niklas,ARI,0.5,5.8,0.0,0.0,0.0,0.0,0.0
Vance McDonald,SF,0.4,5.0,0.0,0.0,0.0,0.0,0.1
Craig Stevens,TEN,0.4,5.0,0.0,0.0,0.0,0.0,0.0
Kennard Backman,GB,0.7,4.7,0.0,0.0,0.0,0.0,0.0
Nick Boyle,BAL,0.4,4.4,0.0,0.0,0.0,0.0,0.0
Matt Spaeth,PIT,0.3,4.3,0.1,0.0,0.0,0.0,0.0
Chris Gragg,BUF,0.4,4.3,0.0,0.0,0.0,0.0,0.0
Chase Coffman,TEN,0.5,4.0,0.0,0.0,0.0,0.0,0.0
Tyler Kroft,CIN,0.6,3.8,0.0,0.0,0.0,0.0,0.0
James Hanna,DAL,0.5,3.6,0.0,0.0,0.0,0.0,0.0
Michael Hoomanawanui,NO,0.3,3.1,0.0,0.0,0.0,0.0,0.0
Zach Miller,CHI,0.3,3.0,0.0,0.0,0.0,0.0,0.0
Malcolm Johnson,CLE,0.6,2.8,0.0,1.5,4.3,0.0,0.0
James Casey,DEN,0.3,2.8,0.0,0.0,0.0,0.0,0.0
Michael Williams,NE,0.3,2.6,0.0,0.0,0.0,0.0,0.0
Cooper Helfet,SEA,0.1,2.4,0.0,0.0,0.0,0.0,0.0
Jack Doyle,IND,0.4,2.4,0.0,0.0,0.0,0.0,0.0
John Phillips,SD,0.3,2.2,0.0,0.0,0.0,0.0,0.0
Ryan Hewitt,CIN,0.2,2.1,0.0,0.0,0.0,0.0,0.0
Matthew Mulligan,BUF,0.2,2.1,0.0,0.0,0.0,0.0,0.0
Cory Harkey,STL,0.2,1.6,0.0,0.0,0.0,0.0,0.0
Phillip Supernaw,TEN,0.2,1.3,0.0,0.0,0.0,0.0,0.0
Blake Bell,SF,0.1,1.2,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,DAL,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,KC,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Joseph Fauria,ARI,0.6,0.9,0.0,0.0,0.0,0.0,0.0
Jesse James,PIT,0.3,0.7,0.0,0.0,0.0,0.0,0.0
Randall Telfer,CLE,0.0,0.5,0.0,0.0,0.0,0.0,0.0
David Johnson,SD,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Daniel Fells,NYG,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Nick OLeary,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Uzomah,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Davis,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khari Lee,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabe Holmes,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Parker,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Tialavea,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Burton,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory Anderson,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Cameron,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Miller,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Ford,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Stoneburner,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jace Amaro,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Smith,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Rosario,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Olsen,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Henry,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
