displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
LeVeon Bell,PIT,19.8,93.7,0.7,4.3,34.3,0.1,0.2
Justin Forsett,BAL,17.1,79.0,0.4,2.9,18.3,0.0,0.1
Jamaal Charles,KC,17.0,78.4,0.7,4.0,34.7,0.2,0.2
Eddie Lacy,GB,17.0,77.8,0.6,2.3,17.5,0.0,0.1
Devonta Freeman,ATL,15.3,70.2,0.6,2.8,22.9,0.0,0.1
Arian Foster,HOU,15.8,69.5,0.4,2.9,22.5,0.1,0.2
Matt Forte,CHI,17.5,69.3,0.3,4.1,32.0,0.2,0.2
Todd Gurley,STL,14.7,67.3,0.4,2.1,16.4,0.0,0.1
Marshawn Lynch,SEA,15.7,66.0,0.4,2.2,17.4,0.0,0.2
T.J. Yeldon,JAC,15.8,62.4,0.4,2.2,14.0,0.0,0.1
DeMarco Murray,PHI,13.6,60.8,0.5,2.2,14.7,0.0,0.2
Carlos Hyde,SF,15.4,59.9,0.3,1.8,13.5,0.0,0.1
Doug Martin,TB,16.0,59.0,0.4,1.9,13.8,0.0,0.2
Ronnie Hillman,DEN,12.1,58.3,0.4,1.8,13.2,0.0,0.1
Frank Gore,IND,14.6,58.1,0.4,2.5,17.7,0.0,0.2
Chris Johnson,ARI,13.3,57.3,0.3,1.8,13.4,0.0,0.1
Latavius Murray,OAK,15.5,56.9,0.4,2.4,17.1,0.0,0.2
Mark Ingram,NO,14.0,56.1,0.5,3.2,22.7,0.0,0.2
Joseph Randle,DAL,14.7,55.0,0.4,2.4,18.3,0.0,0.1
Melvin Gordon,SD,14.9,54.8,0.3,1.3,10.3,0.0,0.1
Karlos Williams,BUF,11.6,54.0,0.4,1.8,13.0,0.0,0.1
Alfred Morris,WAS,13.1,52.6,0.4,0.5,3.2,0.0,0.1
Dion Lewis,NE,10.7,51.2,0.4,3.4,27.2,0.1,0.2
Jeremy Hill,CIN,13.1,49.5,0.5,0.6,3.8,0.0,0.3
LeGarrette Blount,NE,11.7,48.3,0.5,0.4,3.4,0.0,0.1
C.J. Anderson,DEN,11.5,46.1,0.3,2.1,15.5,0.0,0.1
Isaiah Crowell,CLE,12.6,43.8,0.2,1.7,12.8,0.0,0.1
Ameer Abdullah,DET,11.9,42.7,0.3,2.8,22.4,0.0,0.1
Giovani Bernard,CIN,10.9,41.9,0.2,3.0,22.8,0.1,0.1
Matt Jones,WAS,10.7,41.0,0.3,0.8,6.0,0.0,0.3
Rashad Jennings,NYG,10.6,40.3,0.3,2.0,14.9,0.0,0.1
