displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
DeAndre Hopkins,HOU,6.9,91.8,0.5,0.0,0.0,0.0,0.1
A.J. Green,CIN,6.2,85.4,0.6,0.1,0.5,0.0,0.0
Odell Beckham Jr.,NYG,6.4,85.3,0.6,0.3,1.3,0.0,0.1
Julian Edelman,NE,7.3,81.7,0.5,0.5,2.3,0.0,0.0
Julio Jones,ATL,6.1,81.6,0.6,0.0,0.0,0.0,0.1
Demaryius Thomas,DEN,6.4,80.6,0.6,0.0,0.0,0.0,0.1
Randall Cobb,GB,5.8,78.8,0.7,0.4,1.4,0.0,0.1
Calvin Johnson,DET,5.8,78.0,0.7,0.0,0.0,0.0,0.1
Larry Fitzgerald,ARI,6.2,78.0,0.6,0.0,0.0,0.0,0.1
Brandon Marshall,NYJ,6.0,78.0,0.6,0.0,0.0,0.0,0.1
T.Y. Hilton,IND,5.3,77.3,0.5,0.1,0.6,0.0,0.0
Jeremy Maclin,KC,5.8,75.4,0.4,0.1,0.5,0.0,0.0
Keenan Allen,SD,6.0,75.2,0.4,0.0,0.0,0.0,0.1
Emmanuel Sanders,DEN,5.9,74.9,0.5,0.4,1.5,0.0,0.0
Antonio Brown,PIT,5.6,74.4,0.5,0.3,3.0,0.0,0.1
Brandin Cooks,NO,5.5,69.7,0.4,0.4,1.8,0.0,0.0
Allen Robinson,JAC,4.9,69.7,0.5,0.0,0.0,0.0,0.0
Willie Snead,NO,5.1,67.1,0.5,0.0,0.0,0.0,0.1
Jordan Matthews,PHI,5.2,66.0,0.5,0.0,0.0,0.0,0.0
Jarvis Landry,MIA,5.9,65.4,0.4,0.5,2.5,0.0,0.1
John Brown,ARI,4.6,63.3,0.4,0.2,0.6,0.0,0.0
Alshon Jeffery,CHI,4.6,62.9,0.4,0.1,0.5,0.0,0.0
Golden Tate,DET,4.9,62.4,0.3,0.3,1.3,0.0,0.1
James Jones,GB,4.3,61.9,0.6,0.0,0.0,0.0,0.1
Anquan Boldin,SF,5.2,61.7,0.4,0.0,0.0,0.0,0.0
Mike Wallace,MIN,4.4,59.7,0.4,0.0,0.1,0.0,0.0
Kendall Wright,TEN,4.6,58.8,0.4,0.2,0.9,0.0,0.0
Allen Hurns,JAC,4.3,58.6,0.4,0.0,0.0,0.0,0.1
Travis Benjamin,CLE,4.2,58.1,0.4,0.0,0.0,0.0,0.1
Pierre Garcon,WAS,4.8,56.3,0.2,0.0,0.0,0.0,0.0
Eric Decker,NYJ,4.3,56.0,0.5,0.0,0.0,0.0,0.0
