displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Karlos Williams,BUF,9.0,33.7,0.2,1.3,9.1,0.0,0.1
Ryan Mathews,PHI,6.7,33.4,0.2,1.8,14.4,0.1,0.2
Danny Woodhead,SD,7.2,32.9,0.3,4.5,37.5,0.1,0.1
Antonio Andrews,TEN,7.9,32.5,0.5,1.3,10.5,0.0,0.1
Dan Herron,BUF,9.9,31.3,0.2,1.2,7.8,0.0,0.1
Anthony Dixon,BUF,7.8,30.5,0.2,1.9,13.0,0.0,0.1
Andre Ellington,ARI,7.0,28.8,0.1,2.1,16.6,0.1,0.2
Bishop Sankey,TEN,9.3,28.2,0.2,1.7,12.8,0.0,0.1
Javorius Allen,BAL,7.0,27.6,0.1,1.0,6.9,0.0,0.1
Tevin Coleman,ATL,6.0,25.6,0.2,0.5,3.4,0.0,0.1
James Starks,GB,7.0,24.4,0.2,1.2,9.6,0.0,0.1
Joique Bell,DET,6.4,24.1,0.2,1.0,8.0,0.0,0.1
Duke Johnson,CLE,7.8,23.6,0.1,3.8,31.4,0.1,0.1
David Johnson,ARI,3.5,21.8,0.2,1.8,18.1,0.0,0.1
Dexter McCluster,TEN,5.3,21.5,0.1,1.9,15.1,0.0,0.1
DeAngelo Williams,PIT,3.8,21.0,0.1,0.8,4.8,0.0,0.1
Andre Williams,NYG,7.9,20.5,0.1,0.2,1.5,0.0,0.1
Darren Sproles,PHI,4.8,20.4,0.1,3.0,26.6,0.1,0.1
Alfred Blue,HOU,6.6,20.1,0.2,0.9,5.6,0.0,0.1
Shane Vereen,NYG,4.6,19.3,0.1,3.7,31.8,0.2,0.1
Bilal Powell,NYJ,6.1,19.3,0.1,2.8,21.2,0.1,0.1
Khiry Robinson,NO,4.5,18.5,0.2,1.1,7.8,0.0,0.1
Denard Robinson,JAC,4.1,17.6,0.1,1.4,10.4,0.0,0.0
C.J. Spiller,NO,4.3,17.4,0.1,3.0,25.2,0.1,0.1
Cameron Artis-Payne,CAR,2.3,16.2,0.1,0.2,1.2,0.0,0.0
Jerick McKinnon,MIN,3.7,15.7,0.1,0.9,5.8,0.0,0.0
Ahmad Bradshaw,IND,3.6,14.3,0.2,1.7,11.0,0.1,0.3
Jonas Gray,MIA,2.8,14.1,0.1,0.3,2.1,0.0,0.1
Mike Tolbert,CAR,3.4,13.7,0.2,1.2,8.1,0.0,0.1
LeSean McCoy,BUF,0.0,13.5,0.1,1.3,8.9,0.0,0.0
Josh Robinson,IND,3.1,12.6,0.1,0.9,6.6,0.0,0.1
Zach Zenner,DET,3.1,12.0,0.1,1.0,6.6,0.0,0.1
Chris Thompson,WAS,2.8,11.9,0.1,3.5,26.7,0.1,0.1
Toby Gerhart,JAC,2.1,11.6,0.1,0.9,4.4,0.0,0.1
Jeremy Langford,CHI,3.0,11.5,0.1,0.9,6.6,0.0,0.1
Reggie Bush,SF,2.9,11.3,0.0,1.1,7.7,0.0,0.1
Fred Jackson,SEA,2.7,11.1,0.1,1.2,9.6,0.0,0.0
Zac Stacy,NYJ,3.0,10.9,0.1,0.7,4.5,0.0,0.1
Damien Williams,MIA,2.4,9.9,0.0,1.0,7.3,0.0,0.1
Chris Polk,HOU,2.3,9.5,0.1,0.9,6.8,0.0,0.0
Juwan Thompson,DEN,1.8,7.6,0.1,0.4,3.6,0.0,0.1
Branden Oliver,SD,1.9,7.4,0.0,0.5,4.2,0.0,0.1
Matt Asiata,MIN,1.5,6.9,0.1,0.7,4.6,0.0,0.0
Mike Davis,SF,1.8,6.2,0.0,0.7,5.2,0.0,0.0
Theo Riddick,DET,1.6,5.7,0.0,3.3,26.6,0.1,0.1
Jerome Felton,BUF,1.4,5.4,0.0,0.4,2.8,0.0,0.0
Jay Prosch,HOU,0.9,4.9,0.0,0.3,2.6,0.0,0.0
Jonathan Grimes,HOU,1.2,4.9,0.0,0.5,3.8,0.0,0.0
Terron Ward,ATL,1.0,4.8,0.0,0.4,3.2,0.0,0.0
KaDeem Carey,CHI,1.0,4.5,0.0,0.3,2.1,0.0,0.0
Robert Turbin,CLE,1.1,4.3,0.0,0.5,3.7,0.0,0.0
Jacquizz Rodgers,CHI,1.2,4.3,0.0,0.2,1.0,0.0,0.0
Bernard Pierce,JAC,1.3,4.2,0.0,0.4,2.5,0.0,0.0
Zach Line,MIN,1.1,4.2,0.2,0.3,2.4,0.0,0.0
Terrance West,TEN,1.2,4.2,0.0,0.2,1.1,0.0,0.0
Brandon Bolden,NE,1.0,4.2,0.0,0.3,2.0,0.0,0.0
Fozzy Whittaker,CAR,0.9,4.1,0.0,0.7,4.7,0.0,0.0
Stepfan Taylor,ARI,1.0,4.0,0.0,0.3,1.9,0.0,0.0
Shaun Draughn,CLE,1.0,3.4,0.0,0.3,1.9,0.0,0.1
John Kuhn,GB,0.9,3.4,0.1,0.5,2.9,0.0,0.0
James White,NE,0.9,3.3,0.0,0.5,2.9,0.0,0.0
Jalston Fowler,TEN,0.9,3.0,0.0,0.3,2.9,0.0,0.0
Zurlon Tipton,IND,0.7,2.9,0.0,0.0,0.7,0.0,0.0
Austin Johnson,NO,1.0,2.9,0.1,0.5,2.6,0.1,0.0
Darrel Young,WAS,0.8,2.8,0.0,0.4,3.5,0.0,0.0
Jarryd Hayne,SF,0.7,2.5,0.0,0.3,1.8,0.0,0.0
Anthony Sherman,KC,0.6,2.3,0.0,0.4,3.5,0.0,0.0
Spencer Ware,KC,0.7,2.2,0.0,0.0,2.2,0.0,0.0
Dri Archer,PIT,0.5,2.2,0.0,0.2,1.5,0.0,0.0
Will Johnson,PIT,0.7,2.0,0.1,0.3,1.8,0.0,0.0
Tommy Bohanon,NYJ,0.8,2.0,0.0,0.5,3.2,0.0,0.0
Cedric Peerman,CIN,0.4,1.9,0.0,0.2,1.1,0.0,0.0
Donald Brown,SD,0.5,1.9,0.0,0.3,1.4,0.0,0.0
Jordan Todman,PIT,0.4,1.4,0.0,0.2,0.6,0.0,0.0
Raheem Mostert,MIA,0.3,1.3,0.0,0.1,0.7,0.0,0.0
Derrick Coleman,SEA,0.4,1.2,0.0,0.2,1.9,0.0,0.0
Orleans Darkwa,NYG,0.4,1.2,0.0,0.1,1.1,0.0,0.0
Alonzo Harris,GB,0.3,1.1,0.0,0.1,0.5,0.0,0.0
Nikita Whitlock,NYG,0.2,0.8,0.0,0.1,0.9,0.0,0.0
Marcus Murphy,NO,0.2,0.8,0.0,0.1,0.7,0.0,0.0
Seantavius Jones,NO,0.2,0.5,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,BAL,0.2,0.5,0.0,1.7,12.5,0.1,0.1
Rex Burkhead,CIN,0.1,0.4,0.0,0.5,3.7,0.0,0.0
Bruce Miller,SF,0.1,0.3,0.0,0.6,5.7,0.0,0.0
Patrick DiMarco,ATL,0.1,0.3,0.0,0.6,4.8,0.0,0.0
Kenjon Barner,PHI,0.1,0.2,0.0,0.0,0.1,0.0,0.0
Terrence Magee,BAL,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Aaron Ripkowski,GB,0.0,0.1,0.0,0.0,0.1,0.0,0.0
Will Tukuafu,SEA,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Darren McFadden,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christine Michael,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcel Reece,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Hightower,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorvorskie Lane,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demitrius Bronson,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMichael James,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevan Ridley,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Brown,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Clutts,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antone Smith,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fitzgerald Toussaint,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thigpen,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
