displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Adrian Peterson,MIN,19.7,93.5,0.8,2.2,16.3,0.0,0.2
Devonta Freeman,ATL,16.6,80.7,0.6,4.0,33.4,0.1,0.1
Eddie Lacy,GB,17.0,80.3,0.5,2.2,17.3,0.0,0.1
LeVeon Bell,PIT,19.0,76.7,0.5,4.2,36.3,0.1,0.2
Arian Foster,HOU,17.1,76.5,0.6,3.8,30.1,0.0,0.2
Matt Forte,CHI,18.4,73.1,0.4,4.1,33.9,0.1,0.2
Chris Ivory,NYJ,16.3,72.0,0.5,1.1,6.7,0.0,0.1
Justin Forsett,BAL,16.2,65.8,0.4,2.9,20.2,0.0,0.1
Frank Gore,IND,14.9,65.8,0.5,1.9,14.0,0.0,0.2
Carlos Hyde,SF,17.0,65.1,0.5,1.8,12.5,0.0,0.1
Chris Johnson,ARI,14.1,65.1,0.3,1.8,13.2,0.0,0.1
Marshawn Lynch,SEA,14.9,64.3,0.5,2.0,14.8,0.0,0.1
Mark Ingram,NO,13.5,60.4,0.5,2.6,19.7,0.0,0.2
Lamar Miller,MIA,12.9,59.5,0.3,2.6,18.9,0.0,0.1
LeGarrette Blount,NE,12.1,58.7,0.6,0.4,3.1,0.0,0.1
T.J. Yeldon,JAC,15.7,55.9,0.3,2.7,19.0,0.0,0.1
DeMarco Murray,PHI,15.3,55.0,0.5,3.7,24.3,0.1,0.2
Ameer Abdullah,DET,9.9,54.6,0.3,2.1,17.2,0.0,0.1
Charcandrick West,KC,12.2,54.4,0.3,2.1,15.9,0.0,0.1
Jonathan Stewart,CAR,13.6,52.1,0.3,1.8,12.2,0.0,0.1
Melvin Gordon,SD,12.8,51.6,0.3,1.3,10.2,0.0,0.2
Giovani Bernard,CIN,13.1,51.3,0.3,3.7,27.7,0.1,0.1
C.J. Anderson,DEN,11.2,44.3,0.3,1.5,11.8,0.0,0.1
Alfred Morris,WAS,12.2,44.2,0.3,0.4,2.7,0.0,0.1
Jeremy Hill,CIN,11.1,43.7,0.4,1.1,7.7,0.0,0.3
Ronnie Hillman,DEN,10.2,42.2,0.4,1.2,8.6,0.0,0.1
Isaiah Crowell,CLE,11.8,40.7,0.2,1.7,13.3,0.0,0.1
Dion Lewis,NE,8.8,40.1,0.3,4.3,38.0,0.2,0.2
Matt Jones,WAS,10.1,36.7,0.3,1.1,7.7,0.0,0.3
Knile Davis,KC,7.6,36.0,0.2,1.1,7.7,0.0,0.1
Rashad Jennings,NYG,10.4,34.5,0.2,2.6,19.8,0.0,0.1
Thomas Rawls,SEA,7.7,34.1,0.3,0.7,4.9,0.0,0.1
