displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Fred Jackson,SEA,3.3,12.1,0.0,2.0,15.6,0.0,0.1
C.J. Spiller,NO,3.4,10.4,0.0,2.3,17.5,0.1,0.1
Matt Asiata,MIN,1.5,10.4,0.1,1.0,6.4,0.0,0.1
Akeem Hunt,HOU,2.3,10.4,0.1,0.7,3.9,0.0,0.0
KaDeem Carey,CHI,0.8,10.3,0.1,0.7,5.8,0.0,0.0
Tre Mason,STL,2.7,10.0,0.0,1.1,6.4,0.0,0.3
Derrick Coleman,SEA,2.2,9.4,0.1,0.2,1.1,0.0,0.0
Theo Riddick,DET,2.8,9.1,0.1,4.6,40.0,0.2,0.1
Taiwan Jones,OAK,1.9,8.6,0.1,0.5,5.0,0.0,0.1
Kendall Gaskins,SF,2.6,8.3,0.1,1.1,8.6,0.0,0.1
Chris Thompson,WAS,1.6,8.2,0.0,2.0,16.8,0.1,0.0
James White,NE,2.9,8.0,0.1,5.1,45.7,0.3,0.1
Stevan Ridley,NYJ,2.1,7.9,0.0,0.4,2.4,0.0,0.1
Fitzgerald Toussaint,PIT,2.0,6.9,0.1,0.3,1.9,0.0,0.1
Stepfan Taylor,ARI,1.7,6.5,0.0,0.4,2.3,0.0,0.0
Kerwynn Williams,ARI,1.5,6.3,0.0,0.3,2.9,0.0,0.0
Bishop Sankey,TEN,1.4,6.2,0.0,1.2,8.8,0.0,0.0
Jamize Olawale,OAK,1.4,6.1,0.0,0.5,4.0,0.0,0.0
Benjamin Cunningham,STL,1.4,5.7,0.0,1.3,9.5,0.0,0.1
Anthony Dixon,BUF,1.4,5.6,0.0,0.5,3.6,0.0,0.1
Marcel Reece,OAK,1.3,5.3,0.0,1.5,13.4,0.1,0.0
Kenjon Barner,PHI,0.8,3.8,0.0,0.1,0.8,0.0,0.0
John Crockett,GB,0.8,3.6,0.0,0.1,0.4,0.0,0.0
Kendall Hunter,NO,0.9,3.5,0.0,0.2,1.6,0.0,0.0
Bruce Miller,SF,1.1,3.3,0.0,0.8,7.4,0.0,0.0
Will Johnson,PIT,0.9,3.2,0.1,0.5,3.1,0.0,0.0
John Kuhn,GB,0.9,3.0,0.0,0.6,4.6,0.0,0.0
Knile Davis,KC,0.6,2.9,0.0,0.0,0.6,0.0,0.0
Jay Prosch,HOU,0.5,2.7,0.0,0.0,0.3,0.0,0.0
Jordan Todman,PIT,0.6,2.4,0.0,0.1,0.6,0.0,0.0
LeSean McCoy,BUF,0.0,2.3,0.0,0.1,0.4,0.0,0.0
Bobby Rainey,TB,0.4,1.9,0.0,0.3,1.9,0.0,0.0
Damien Williams,MIA,0.5,1.8,0.0,0.9,6.7,0.0,0.0
Darrel Young,WAS,0.6,1.6,0.0,0.4,3.1,0.0,0.0
Roy Helu,OAK,0.3,1.6,0.0,0.3,3.5,0.0,0.0
Juwan Thompson,DEN,0.4,1.5,0.0,0.2,1.1,0.0,0.0
Cedric Peerman,CIN,0.4,1.3,0.0,0.3,2.2,0.0,0.0
Zach Line,MIN,0.5,1.3,0.1,0.6,6.9,0.0,0.0
Austin Johnson,NO,0.2,1.3,0.0,0.2,1.4,0.0,0.0
Jalston Fowler,TEN,0.4,1.2,0.0,0.3,2.5,0.0,0.0
Tyler Clutts,DAL,0.4,1.0,0.0,0.5,1.6,0.1,0.1
Terron Ward,ATL,0.5,1.0,0.0,0.3,1.5,0.0,0.0
Daryl Richardson,CLE,0.3,1.0,0.0,0.1,0.9,0.0,0.0
Jerome Felton,BUF,0.3,1.0,0.0,0.3,2.1,0.0,0.0
Marcus Thigpen,BUF,0.1,0.8,0.0,0.1,1.6,0.0,0.0
Tommy Bohanon,NYJ,0.3,0.8,0.0,0.5,4.7,0.0,0.0
Chase Reynolds,STL,0.2,0.8,0.0,0.1,1.2,0.0,0.0
Rex Burkhead,CIN,0.2,0.7,0.0,0.5,3.2,0.0,0.0
Seantavius Jones,NO,0.2,0.5,0.0,0.0,0.0,0.0,0.0
Michael Burton,DET,0.3,0.4,0.0,0.5,4.6,0.0,0.0
Kyle Juszczyk,BAL,0.1,0.4,0.0,1.7,13.7,0.1,0.0
Patrick DiMarco,ATL,0.1,0.3,0.0,0.8,6.8,0.1,0.0
Glenn Winston,CLE,0.2,0.3,0.0,0.0,0.1,0.0,0.0
Alonzo Harris,GB,0.1,0.3,0.0,0.0,0.0,0.0,0.0
Raheem Mostert,MIA,0.1,0.3,0.0,0.0,0.1,0.0,0.0
Jorvorskie Lane,TB,0.1,0.2,0.0,0.1,0.9,0.0,0.0
George Winn,DET,0.3,0.1,0.0,0.0,0.1,0.0,0.0
Will Tukuafu,SEA,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Anthony Sherman,KC,0.1,0.1,0.0,0.5,3.4,0.0,0.0
Marshawn Lynch,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Robinson,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Johnson,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Ripkowski,GB,0.0,0.0,0.0,0.1,1.1,0.0,0.0
