displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Antonio Brown,PIT,8.0,108.9,0.7,0.1,0.5,0.0,0.1
DeAndre Hopkins,HOU,6.2,87.8,0.6,0.0,0.0,0.0,0.0
Julio Jones,ATL,6.7,84.6,0.5,0.0,0.0,0.0,0.1
Allen Robinson,JAC,5.3,81.9,0.7,0.0,0.0,0.0,0.0
Mike Evans,TB,5.7,80.9,0.5,0.0,0.0,0.0,0.1
Brandin Cooks,NO,5.9,78.3,0.6,0.2,0.5,0.0,0.0
Martavis Bryant,PIT,4.9,75.0,0.6,0.3,1.1,0.0,0.1
Demaryius Thomas,DEN,5.8,74.0,0.5,0.0,0.0,0.0,0.1
Brandon Marshall,NYJ,5.6,73.7,0.6,0.0,0.0,0.0,0.1
Kamar Aiken,BAL,5.6,73.3,0.4,0.0,0.0,0.0,0.1
DeSean Jackson,WAS,4.7,73.1,0.5,0.0,0.0,0.0,0.1
Larry Fitzgerald,ARI,5.9,72.2,0.4,0.0,0.0,0.0,0.1
Jeremy Maclin,KC,5.6,72.0,0.6,0.1,0.5,0.0,0.1
Sammy Watkins,BUF,4.8,71.6,0.6,0.1,0.4,0.0,0.0
Alshon Jeffery,CHI,5.4,71.4,0.5,0.0,0.0,0.0,0.0
Amari Cooper,OAK,5.2,71.3,0.5,0.2,0.6,0.0,0.1
Eric Decker,NYJ,5.5,70.0,0.6,0.0,0.0,0.0,0.1
T.Y. Hilton,IND,5.0,69.5,0.4,0.0,0.0,0.0,0.0
A.J. Green,CIN,4.9,68.9,0.5,0.0,0.2,0.0,0.1
Golden Tate,DET,5.8,67.4,0.5,0.4,1.7,0.0,0.0
Calvin Johnson,DET,4.9,66.5,0.4,0.0,0.0,0.0,0.0
Jarvis Landry,MIA,6.4,66.5,0.5,0.9,3.4,0.0,0.1
Randall Cobb,GB,5.4,66.0,0.3,0.5,2.4,0.0,0.0
Doug Baldwin,SEA,4.9,65.3,0.6,0.0,0.0,0.0,0.0
Emmanuel Sanders,DEN,4.5,64.8,0.4,0.1,0.4,0.0,0.1
Michael Floyd,ARI,4.4,64.1,0.5,0.0,0.0,0.0,0.0
John Brown,ARI,4.2,63.5,0.4,0.2,0.7,0.0,0.1
Allen Hurns,JAC,4.2,63.3,0.6,0.0,0.0,0.0,0.1
Willie Snead,NO,4.8,61.7,0.5,0.0,0.0,0.0,0.1
Michael Crabtree,OAK,5.0,59.6,0.5,0.0,0.0,0.0,0.0
Brandon LaFell,NE,4.5,59.1,0.4,0.0,0.2,0.0,0.0
Rueben Randle,NYG,4.6,58.6,0.4,0.0,0.0,0.0,0.0
Ted Ginn Jr.,CAR,3.6,58.3,0.5,0.5,2.0,0.0,0.0
Stefon Diggs,MIN,4.1,57.6,0.3,0.2,0.8,0.0,0.0
Dez Bryant,DAL,4.3,57.3,0.3,0.0,0.0,0.0,0.0
Travis Benjamin,CLE,4.1,57.1,0.3,0.2,0.8,0.0,0.1
Jordan Matthews,PHI,4.6,56.5,0.3,0.0,0.0,0.0,0.1
Anquan Boldin,SF,4.7,53.8,0.3,0.0,0.0,0.0,0.1
Dorial Green-Beckham,TEN,3.8,52.1,0.2,0.0,0.0,0.0,0.0
Donte Moncrief,IND,4.1,51.9,0.3,0.0,0.0,0.0,0.0
Tyler Lockett,SEA,3.7,51.4,0.5,0.2,1.0,0.0,0.1
Nate Washington,HOU,3.8,49.8,0.2,0.0,0.1,0.0,0.0
Markus Wheaton,PIT,3.4,48.4,0.3,0.0,0.0,0.0,0.0
Pierre Garcon,WAS,4.1,47.4,0.3,0.0,0.0,0.0,0.0
Stevie Johnson,SD,4.0,47.1,0.2,0.0,0.0,0.0,0.0
Jermaine Kearse,SEA,3.5,47.1,0.3,0.0,0.0,0.0,0.0
James Jones,GB,3.3,46.5,0.4,0.0,0.0,0.0,0.0
DeVante Parker,MIA,3.1,44.4,0.3,0.0,0.0,0.0,0.0
Dwayne Harris,NYG,3.6,43.5,0.2,0.1,0.5,0.0,0.1
Marvin Jones,CIN,3.5,42.9,0.2,0.2,0.5,0.0,0.0
Vincent Jackson,TB,3.0,42.2,0.4,0.0,0.0,0.0,0.0
Dontrelle Inman,SD,3.0,39.9,0.1,0.0,0.0,0.0,0.1
Mike Wallace,MIN,3.0,39.2,0.2,0.1,0.3,0.0,0.0
Eddie Royal,CHI,3.7,38.2,0.2,0.0,0.1,0.0,0.1
Keshawn Martin,NE,3.3,37.9,0.2,0.0,0.0,0.0,0.1
Kendall Wright,TEN,3.2,37.5,0.1,0.4,1.5,0.0,0.0
Marques Colston,NO,2.9,36.5,0.3,0.0,0.0,0.0,0.0
Roddy White,ATL,3.2,36.3,0.1,0.0,0.0,0.0,0.0
Rishard Matthews,MIA,3.1,36.3,0.2,0.0,0.0,0.0,0.0
Malcom Floyd,SD,2.5,36.0,0.2,0.0,0.0,0.0,0.1
Kenny Britt,STL,2.5,35.9,0.2,0.0,0.0,0.0,0.0
Albert Wilson,KC,2.8,34.9,0.2,0.3,1.3,0.0,0.0
Jeremy Butler,BAL,2.9,34.2,0.1,0.0,0.0,0.0,0.0
Terrance Williams,DAL,2.4,34.1,0.2,0.0,0.0,0.0,0.0
Chris Hogan,BUF,3.0,34.1,0.2,0.0,0.0,0.0,0.0
Devin Funchess,CAR,2.6,33.8,0.2,0.0,0.0,0.0,0.0
Davante Adams,GB,2.9,33.6,0.2,0.0,0.0,0.0,0.0
Torrey Smith,SF,2.1,33.1,0.2,0.0,0.0,0.0,0.0
Philly Brown,CAR,2.4,31.9,0.2,0.4,1.7,0.0,0.0
Tavon Austin,STL,3.3,31.7,0.1,2.8,20.1,0.1,0.2
Jarius Wright,MIN,2.8,31.2,0.1,0.0,0.1,0.0,0.1
Jerricho Cotchery,CAR,2.6,31.1,0.2,0.0,0.0,0.0,0.0
Nelson Agholor,PHI,2.4,30.2,0.2,0.0,0.0,0.0,0.2
Josh Huff,PHI,2.3,29.2,0.2,0.0,0.0,0.0,0.1
Cole Beasley,DAL,2.7,28.8,0.1,0.0,0.0,0.0,0.1
Quinton Patton,SF,2.4,28.8,0.1,0.1,0.6,0.0,0.0
Taylor Gabriel,CLE,2.5,28.6,0.1,0.0,0.0,0.0,0.1
Riley Cooper,PHI,2.3,28.3,0.2,0.0,0.0,0.0,0.0
Andre Johnson,IND,2.3,28.0,0.2,0.0,0.0,0.0,0.0
Jamison Crowder,WAS,2.7,28.0,0.1,0.0,0.1,0.0,0.1
Cecil Shorts III,HOU,2.3,27.9,0.1,0.8,4.3,0.0,0.0
Justin Hardy,ATL,2.4,27.8,0.1,0.0,0.0,0.0,0.0
Seth Roberts,OAK,2.0,26.8,0.2,0.0,0.0,0.0,0.0
Adam Humphries,TB,2.2,26.5,0.1,0.0,0.0,0.0,0.0
Javontee Herndon,SD,2.5,25.8,0.0,0.0,0.0,0.0,0.1
Donteea Dye,TB,2.2,25.5,0.1,0.0,0.0,0.0,0.0
Chris Givens,BAL,1.7,25.3,0.1,0.1,0.5,0.0,0.0
Jared Abbrederis,GB,2.0,25.0,0.1,0.0,0.0,0.0,0.0
Hakeem Nicks,NYG,2.2,25.0,0.1,0.0,0.0,0.0,0.0
Lance Moore,DET,2.1,24.4,0.1,0.0,0.0,0.0,0.1
Harry Douglas,TEN,2.2,23.9,0.1,0.0,0.0,0.0,0.0
Marc Mariani,CHI,2.0,22.9,0.1,0.0,0.0,0.0,0.1
Mohamed Sanu,CIN,2.0,22.7,0.1,0.2,1.1,0.0,0.0
Danny Amendola,NE,2.2,22.5,0.1,0.0,0.1,0.0,0.1
Kenny Stills,MIA,1.6,22.1,0.1,0.0,0.0,0.0,0.0
Leonard Hankerson,NE,1.9,21.7,0.1,0.0,0.0,0.0,0.0
Julian Edelman,NE,1.9,21.7,0.2,0.0,0.1,0.0,0.0
Marqise Lee,JAC,1.8,20.6,0.1,0.3,1.4,0.0,0.0
Quincy Enunwa,NYJ,1.7,20.1,0.1,0.0,0.0,0.0,0.0
Brandon Coleman,NO,1.7,20.0,0.2,0.0,0.0,0.0,0.0
Jaelen Strong,HOU,1.6,19.4,0.2,0.0,0.0,0.0,0.0
JJ Nelson,ARI,1.2,19.4,0.1,0.0,0.0,0.0,0.1
Phillip Dorsett,IND,1.5,19.1,0.1,0.1,0.5,0.0,0.1
Myles White,GB,1.7,18.0,0.1,0.0,0.0,0.0,0.0
Wes Welker,STL,1.8,17.8,0.0,0.0,0.0,0.0,0.0
Rashad Greene,JAC,1.7,17.7,0.1,0.0,0.0,0.0,0.0
Charles Johnson,MIN,1.4,17.1,0.0,0.0,0.0,0.0,0.0
Marlon Moore,CLE,1.4,16.6,0.1,0.0,0.0,0.0,0.0
Bryan Walters,JAC,1.5,16.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,BAL,1.4,16.0,0.1,0.0,0.0,0.0,0.0
Andre Holmes,OAK,1.2,15.8,0.1,0.0,0.0,0.0,0.0
Stedman Bailey,STL,1.0,14.8,0.0,0.0,0.1,0.0,0.0
Nick Williams,ATL,1.6,13.9,0.1,0.0,0.0,0.0,0.0
Kenbrell Thompkins,NYJ,1.2,13.5,0.1,0.0,0.0,0.0,0.0
Jason Avant,KC,1.4,13.5,0.1,0.0,0.0,0.0,0.0
Josh Bellamy,CHI,1.0,13.4,0.1,0.0,0.0,0.0,0.0
Greg Jennings,MIA,1.2,12.7,0.1,0.0,0.0,0.0,0.0
TJ Jones,DET,1.0,12.6,0.1,0.0,0.0,0.0,0.1
Jeremy Kerley,NYJ,1.2,12.3,0.1,0.0,0.1,0.0,0.0
Bradley Marquez,STL,1.2,11.7,0.0,0.0,0.0,0.0,0.0
Ryan Grant,WAS,0.9,11.5,0.0,0.0,0.0,0.0,0.0
Devin Street,DAL,0.9,11.3,0.1,0.0,0.0,0.0,0.0
Chris Conley,KC,0.9,11.0,0.1,0.0,0.0,0.0,0.0
Dwayne Bowe,CLE,0.9,10.9,0.0,0.0,0.0,0.0,0.0
Brian Quick,STL,1.0,10.7,0.0,0.0,0.1,0.0,0.0
Bennie Fowler,DEN,0.9,9.9,0.0,0.0,0.0,0.0,0.0
Andre Caldwell,DEN,0.8,9.2,0.0,0.0,0.1,0.0,0.0
Bruce Ellington,SF,0.8,9.1,0.0,0.1,0.6,0.0,0.1
Cameron Meredith,CHI,0.9,9.1,0.1,0.0,0.0,0.0,0.0
Darrius Heyward-Bey,PIT,0.7,8.8,0.0,0.0,0.0,0.0,0.0
Jordan Norwood,DEN,0.7,7.8,0.0,0.0,0.0,0.0,0.0
Brandon Tate,CIN,0.7,7.7,0.1,0.0,0.0,0.0,0.0
Keith Mumphery,HOU,0.6,6.3,0.0,0.0,0.0,0.0,0.0
Chris Matthews,SEA,0.6,6.3,0.0,0.0,0.0,0.0,0.0
Marcus Easley,BUF,0.5,6.2,0.1,0.0,0.0,0.0,0.0
Jaron Brown,ARI,0.6,6.2,0.1,0.0,0.0,0.0,0.0
Jeff Janis,GB,0.5,5.9,0.0,0.0,0.0,0.0,0.0
Jerome Simpson,SF,0.5,5.8,0.0,0.0,0.0,0.0,0.0
