"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"PHILIPRIVERS","QB","Philip Rivers","SD",1,1,22,36,24,261,3,0,4,2,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,21,41,28,285,3,1,2,-2,0,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",3,3,20,40,28,315,2,0,2,4,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",3,3,20,36,29,313,2,0,2,3,0,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",3,3,20,0,0,0,0,0,20,95,1,6,58,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",6,6,19,40,27,318,2,1,3,12,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",7,7,18,31,22,243,2,0,2,10,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",7,7,18,0,0,0,0,0,22,119,1,2,11,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",7,7,18,26,18,206,2,0,6,24,0,0,0,0,NA,NA,NA
"AUSTINDAVIS","QB","Austin Davis","STL",10,10,17,41,26,290,2,1,0,0,0,0,0,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",10,10,17,38,22,276,2,1,3,4,0,0,0,0,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",10,10,17,0,0,0,0,0,0,0,0,7,111,1,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",10,10,17,42,27,288,2,1,4,4,0,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",10,10,17,38,24,315,2,2,2,10,0,0,0,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",10,10,17,0,0,0,0,0,20,94,1,2,20,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",16,16,16,0,0,0,0,0,1,3,0,8,109,1,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",16,16,16,29,18,193,2,1,7,36,0,0,0,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",16,16,16,0,0,0,0,0,19,73,1,3,31,0,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",16,16,16,0,0,0,0,0,0,0,0,8,101,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",16,16,16,0,0,0,0,0,18,73,1,3,30,0,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",16,16,16,29,19,236,2,1,3,10,0,0,0,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",22,22,15,0,0,0,0,0,14,80,1,1,10,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",22,22,15,33,22,247,2,1,1,1,0,0,0,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",22,22,15,40,26,213,2,1,3,15,0,0,0,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",22,22,15,0,0,0,0,0,20,89,1,3,19,0,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",22,22,15,0,0,0,0,0,0,0,0,5,95,1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",27,27,14,0,0,0,0,0,0,0,0,6,89,1,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",27,27,14,34,20,186,2,1,4,16,0,0,0,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",27,27,14,0,0,0,0,0,20,68,1,5,28,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",27,27,14,0,0,0,0,0,0,0,0,6,86,1,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",27,27,14,0,0,0,0,0,0,0,0,5,82,1,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",27,27,14,0,0,0,0,0,0,0,0,7,82,1,NA,NA,NA
