"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"RUSSELLWILSON","QB","Russell Wilson","SEA",1,1,27,30,22,213,2,1,7,77,1,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,23,32,22,256,3,0,2,11,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,22,34,23,267,3,0,1,-1,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",4,4,20,37,25,249,2,0,10,32,0,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",4,4,20,40,25,262,2,0,5,26,0,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",6,6,19,41,26,314,2,1,4,12,0,0,0,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",6,6,19,0,0,0,0,0,23,103,1,4,33,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",6,6,19,33,22,283,1,1,5,8,1,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",6,6,19,34,21,248,3,1,2,2,0,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",10,10,18,40,25,272,2,0,4,7,0,0,0,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",11,11,17,25,18,192,2,0,5,28,0,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",11,11,17,38,20,241,2,0,1,5,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",11,11,17,0,0,0,0,0,22,94,1,3,22,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",11,11,17,44,26,285,2,1,2,4,0,0,0,0,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",11,11,17,0,0,0,0,0,23,84,1,3,30,0,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",11,11,17,36,23,227,2,0,1,4,0,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",11,11,17,0,0,0,0,0,15,82,1,4,31,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",18,18,16,0,0,0,0,0,14,53,1,5,51,0,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",18,18,16,0,0,0,0,0,0,0,0,7,107,1,NA,NA,NA
