"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"PHILIPRIVERS","QB","Philip Rivers","SD",1,1,23,30,20,259,3,0,6,15,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",2,2,21,35,21,224,1,1,11,53,1,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",2,2,21,36,23,234,3,0,2,2,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",4,4,20,34,24,234,3,1,2,15,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",4,4,20,39,24,266,3,1,1,-1,0,0,0,0,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",6,6,19,33,22,285,2,0,1,1,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",6,6,19,0,0,0,0,0,21,104,1,4,30,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",6,6,19,35,23,285,2,0,3,4,0,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",6,6,19,0,0,0,0,0,18,93,1,6,48,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",6,6,19,20,15,142,2,0,8,62,0,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",11,11,18,52,31,329,2,2,5,15,0,0,0,0,NA,NA,NA
"AUSTINDAVIS","QB","Austin Davis","STL",12,12,17,40,27,276,2,1,2,6,0,0,0,0,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",12,12,17,0,0,0,0,0,0,0,0,8,112,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",12,12,17,0,0,0,0,0,19,98,1,4,29,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",15,15,16,0,0,0,0,0,25,89,1,3,23,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",15,15,16,0,0,0,0,0,18,88,1,3,25,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",15,15,16,31,19,212,2,0,2,8,0,0,0,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",15,15,16,0,0,0,0,0,0,0,0,8,102,1,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",15,15,16,0,0,0,0,0,15,74,1,3,39,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",15,15,16,41,27,247,2,1,4,15,0,0,0,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",21,21,15,0,0,0,0,0,0,0,0,8,98,1,NA,NA,NA
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",21,21,15,29,18,205,2,1,3,13,0,0,0,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",21,21,15,41,26,280,2,2,1,3,0,0,0,0,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",21,21,15,0,0,0,0,0,0,0,0,8,98,1,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",21,21,15,0,0,0,0,0,17,84,1,2,14,0,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",21,21,15,0,0,0,0,0,0,0,0,7,94,1,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",21,21,15,0,0,0,0,0,0,0,0,5,94,1,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",21,21,15,0,0,0,0,0,0,0,0,8,93,1,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",21,21,15,0,0,0,0,0,15,88,1,4,19,0,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",21,21,15,38,25,293,2,2,3,9,0,0,0,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",21,21,15,0,0,0,0,0,16,89,1,3,19,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",21,21,15,0,0,0,0,0,18,67,1,7,39,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",21,21,15,42,27,326,1,1,1,6,0,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",21,21,15,35,21,220,2,1,3,14,0,0,0,0,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",21,21,15,0,0,0,0,0,0,0,0,6,94,1,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",21,21,15,0,0,0,0,0,0,0,0,7,90,1,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",37,37,14,0,0,0,0,0,21,81,1,1,7,0,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",37,37,14,0,0,0,0,0,20,85,1,1,4,0,NA,NA,NA
"BENTATE","RB","Ben Tate","CLE",37,37,14,0,0,0,0,0,19,80,1,1,5,0,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",37,37,14,0,0,0,0,0,15,71,1,2,11,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",37,37,14,31,20,206,2,1,2,7,0,0,0,0,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",37,37,14,0,0,0,0,0,13,53,1,5,30,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",37,37,14,35,22,265,1,0,3,6,0,0,0,0,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",37,37,14,0,0,0,0,0,0,0,0,6,89,1,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",37,37,14,32,21,254,2,2,2,5,0,0,0,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",46,46,13,31,18,201,1,0,3,18,0,0,0,0,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",46,46,13,0,0,0,0,0,0,0,0,5,79,1,NA,NA,NA
