"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,25,44,28,354,3,1,4,18,0,0,0,0,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",2,2,23,0,0,0,0,0,25,104,2,2,15,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",3,3,22,0,0,0,0,0,27,148,1,3,28,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",4,4,21,31,22,250,3,1,2,15,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",4,4,21,43,27,289,3,1,1,-1,0,0,0,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",6,6,19,30,18,204,2,0,7,32,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",7,7,18,43,30,309,2,1,2,4,0,0,0,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",7,7,18,39,28,283,2,1,3,15,0,0,0,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",7,7,18,0,0,0,0,0,20,74,1,7,58,0,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",10,10,17,0,0,0,0,0,26,108,1,2,14,0,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","ARI",10,10,17,34,21,226,2,0,1,1,0,0,0,0,NA,NA,NA
"MARKSANCHEZ","QB","Mark Sanchez","PHI",10,10,17,40,24,282,2,1,1,0,0,0,0,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",13,13,16,0,0,0,0,0,0,0,0,8,101,1,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",13,13,16,0,0,0,0,0,19,92,1,2,11,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",13,13,16,34,21,254,2,1,2,3,0,0,0,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",13,13,16,0,0,0,0,0,16,87,1,3,20,0,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",13,13,16,34,22,224,2,0,2,3,0,0,0,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",13,13,16,0,0,0,0,0,24,93,1,2,11,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",13,13,16,38,22,252,2,1,1,2,0,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",13,13,16,31,23,250,2,1,2,6,0,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",13,13,16,43,27,222,2,1,4,21,0,0,0,0,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",22,22,15,0,0,0,0,0,0,0,0,6,95,1,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",22,22,15,0,0,0,0,0,0,0,0,7,98,1,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",22,22,15,35,22,239,2,1,1,3,0,0,0,0,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",22,22,15,0,0,0,0,0,20,79,1,2,23,0,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",22,22,15,0,0,0,0,0,0,0,0,6,91,1,NA,NA,NA
"JOSHGORDON","WR","Josh Gordon","CLE",22,22,15,0,0,0,0,0,0,0,0,7,96,1,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","TB",22,22,15,31,20,242,2,1,1,8,0,0,0,0,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",22,22,15,0,0,0,0,0,0,0,0,7,95,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",22,22,15,0,0,0,0,0,17,72,1,3,29,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",22,22,15,0,0,0,0,0,17,76,1,3,23,0,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",22,22,15,0,0,0,0,0,0,0,0,7,96,1,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",22,22,15,32,20,213,1,1,7,53,0,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",22,22,15,37,24,244,2,1,1,1,0,0,0,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",22,22,15,28,18,245,2,1,2,7,0,0,0,0,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",22,22,15,0,0,0,0,0,0,0,0,6,92,1,NA,NA,NA
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",22,22,15,34,18,232,2,1,1,2,0,0,0,0,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",38,38,14,0,0,0,0,0,16,54,0,4,34,1,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",38,38,14,0,0,0,0,0,0,0,0,5,87,1,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",38,38,14,0,0,0,0,0,14,63,1,3,21,0,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",38,38,14,0,0,0,0,0,16,74,1,1,10,0,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",38,38,14,0,0,0,0,0,0,0,0,6,84,1,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",38,38,14,0,0,0,0,0,18,72,1,2,10,0,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",38,38,14,0,0,0,0,0,0,0,0,6,82,1,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",38,38,14,0,0,0,0,0,0,0,0,5,80,1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",38,38,14,0,0,0,0,0,0,0,0,7,80,1,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",38,38,14,0,0,0,0,0,18,69,1,2,23,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",48,48,13,27,19,180,1,0,4,24,0,0,0,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",48,48,13,0,0,0,0,0,16,60,1,1,11,0,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",48,48,13,0,0,0,0,0,1,4,0,6,79,1,NA,NA,NA
