"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"RUSSELLWILSON","QB","Russell Wilson","SEA",1,1,19,27,17.2,210.9,1.8,0.6,6.6,41.5,0.2,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,18.8,32.7,20.9,263.3,2.1,0.5,3.5,18.2,0.1,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",3,3,18.2,35.5,23.9,257.4,2.1,0.4,2.6,3.1,0.1,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",4,4,17.7,36.5,21.6,260.1,2.1,1,3.6,17.2,0.1,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",5,5,17.6,30.6,18.7,223.2,1.4,0.8,7.8,42.7,0.3,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",6,6,17.2,36.7,24.7,302.9,1.8,0.8,2.1,6.3,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",7,7,17,41.8,27.5,330.9,1.5,0.9,1.6,2.5,0.1,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",7,7,17,38.5,24.8,299,1.9,0.9,1.4,-0.4,0,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",9,9,16.6,34.6,21.9,265.5,2,0.9,1.5,2.6,0.1,0,0,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",10,10,16.1,33,21,252.8,1,0.6,6.2,37.7,0.1,0,0,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",11,11,15.9,40.1,24.7,281.1,1.7,0.9,2.3,7.2,0.1,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",12,12,15.7,36.9,23.7,291.4,1.7,1,1,2,0,0,0,0,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",13,13,15.5,33.5,21,237.7,1.6,0.9,4.9,29.2,0.2,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",13,13,15.5,37.5,24.6,290.7,1.5,0.8,2,6.4,0.1,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",13,13,15.5,35.1,22.5,278.4,1.6,0.9,2,4.3,0,0,0,0,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",16,16,15.2,0,0,0,0,0,18.5,91,0.6,2.8,23.2,0.1,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",17,17,15.1,31.4,19.3,227.1,1.4,0.7,3.6,19.7,0.2,0,0,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",18,18,14.8,34.7,22.2,251.2,1.6,0.8,2.6,5.4,0.1,0,0,0,NA,NA,NA
"RYANMALLETT","QB","Ryan Mallett","HOU",18,18,14.8,32.3,20.8,260.3,1.5,0.9,2,5,0.1,0,0,0,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",20,20,14.6,0,0,0,0,0,19.5,91.8,0.7,2.2,17.8,0.2,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,20,14.6,37.5,24,271.9,1.4,1,3.1,14.9,0.1,0,0,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",22,22,14.3,35.8,22,231.3,1.4,0.8,3.7,18.9,0.1,0,0,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",22,22,14.3,33.5,21.1,240.2,1.5,1.1,3.8,15.7,0.1,0,0,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAC",24,24,14.1,36.6,22.1,255.4,1.1,1.1,3.7,22.3,0.1,0,0,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",25,25,13.9,0,0,0,0,0,0.4,2.5,0,7.6,104,0.6,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",25,25,13.9,0,0,0,0,0,17,73,0.5,4.5,37.1,0.2,NA,NA,NA
"NICKFOLES","QB","Nick Foles","STL",25,25,13.9,32.9,20.8,230.9,1.5,0.6,2.2,9.7,0.1,0,0,0,NA,NA,NA
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",28,28,13.3,31.9,20.5,235,1.5,0.9,2,6.3,0.1,0,0,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",28,28,13.3,27.7,18,201.5,1,1.1,6.4,30.3,0.2,0,0,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",30,30,13,38.1,23.1,252.6,1.3,0.9,2,6.2,0,0,0,0,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",30,30,13,0,0,0,0,0,14.3,65.3,0.5,3.9,33.1,0.2,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",32,32,12.7,33.3,19.7,244.5,1.2,1.1,4.6,17.3,0.1,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",33,33,12,33.6,21.1,241.1,1.2,1.1,3.1,9.7,0.1,0,0,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",34,34,11.9,0,0,0,0,0,0,0,0,6.9,89.1,0.6,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","CLE",34,34,11.9,28.1,16.9,202.5,1,0.7,2.9,14.5,0.2,0,0,0,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",34,34,11.9,0,0,0,0,0,0.1,0.8,0,7.5,99.2,0.5,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",34,34,11.9,38.2,22.7,235.2,1.3,1,2.1,6.1,0.1,0,0,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",38,38,11.8,0,0,0,0,0,0,0,0,5.7,83.6,0.6,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",38,38,11.8,0,0,0,0,0,18.3,86,0.4,2.1,14.8,0.1,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",40,40,11.4,0,0,0,0,0,15.9,73.3,0.3,3.4,26.4,0.1,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",40,40,11.4,0,0,0,0,0,15.3,58.3,0.3,4.6,42.4,0.1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",40,40,11.4,0,0,0,0,0,0.8,5.2,0,6.1,82.7,0.6,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",43,43,11.2,0,0,0,0,0,16.1,72.6,0.5,2.5,19.6,0.1,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",44,44,11.1,0,0,0,0,0,15,60.8,0.5,2.8,21.9,0.1,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",45,45,11,0,0,0,0,0,0.5,3.6,0,6.2,86.3,0.5,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",45,45,11,0,0,0,0,0,0.5,3.4,0,6.5,86.4,0.5,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",47,47,10.9,0,0,0,0,0,13.5,50.9,0.4,3.7,36.1,0.1,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",47,47,10.9,34.9,21.2,242.3,1.1,1.2,1.4,5.3,0,0,0,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","BUF",49,49,10.8,0,0,0,0,0,16.6,64.8,0.4,2.9,20.9,0.1,NA,NA,NA
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",50,50,10.6,35.1,20.3,226.5,1,1.1,2.5,7.6,0.1,0,0,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",51,51,10.5,0,0,0,0,0,16.4,74.3,0.3,2.1,16.5,0.1,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",52,52,10.2,0,0,0,0,0,0,0,0,6.4,78.5,0.6,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",52,52,10.2,0,0,0,0,0,13.8,57.5,0.5,3.3,27.1,0.1,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",52,52,10.2,0,0,0,0,0,14,61.6,0.3,2.8,21.7,0.1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",55,55,10.1,0,0,0,0,0,0,0,0,5.1,64.1,0.7,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",56,56,9.9,0,0,0,0,0,15.5,67.5,0.5,1.5,11.6,0.1,NA,NA,NA
"FRANKGORE","RB","Frank Gore","IND",56,56,9.9,0,0,0,0,0,16.4,67.8,0.4,2.2,17.7,0.1,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",56,56,9.9,0,0,0,0,0,16.8,74.2,0.5,0.9,7,0,NA,NA,NA
