"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"CAMNEWTON","QB","Cam Newton","CAR",1,1,22.7,31,19.2,235.6,2.4,0.9,8.5,43.6,0.4,0,0,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",2,2,21.4,37.5,24.2,289,2.5,0.8,3.4,22.8,0.1,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",3,3,20.6,40.2,26.8,321.9,2.6,0.8,1.6,2.3,0,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",4,4,20.3,28.1,18,221.3,2.6,0.6,6.2,39.1,0.1,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",5,5,19.7,36.9,23.3,317,2.2,0.7,1.8,2.9,0.1,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",6,6,19.3,38.5,23.9,323.6,2.2,0.8,2.3,6.9,0.1,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",7,7,19.2,38.8,24.2,287.4,2.1,0.6,3.4,18.4,0.1,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",8,8,18.9,45.7,28.3,318.5,2.1,0.9,1.8,2.5,0.1,0,0,0,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",9,9,17.2,0,0,0,0,0,22.7,105.7,1,2,16.3,0.1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",10,10,17.1,34.6,21.1,258.3,2.2,0.6,2,5.7,0,0,0,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",10,10,17.1,35.7,24.6,273.8,2.1,0.7,2.1,6.9,0.1,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",12,12,16.2,39.3,23.7,281.2,1.9,0.9,1.2,2.2,0,0,0,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",13,13,16.1,38,22.4,250.3,1.8,1.1,4.5,19.3,0.1,0,0,0,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",14,14,16,35,22.6,262.8,1.9,0.9,1.8,4.7,0.1,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",14,14,16,36.6,22.9,260.1,1.7,0.9,2.3,10.8,0.1,0,0,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",16,16,15.7,27.4,16.7,198.5,1.4,0.5,6,32.7,0.2,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",17,17,15.6,41,25.6,308.7,1.5,1,1.6,3.5,0,0,0,0,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",18,18,15.2,31,18.9,227.2,1.6,0.7,2.7,12.4,0.1,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",18,18,15.2,43.4,28.9,320.6,1.5,1.2,2.2,7.1,0,0,0,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",20,20,14.8,0,0,0,0,0,0.2,1.6,0,8.1,115.5,0.6,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",21,21,14.6,28.1,17.2,188.8,1.5,0.4,4.3,24.1,0.2,0,0,0,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",22,22,14.3,0,0,0,0,0,20.2,85.9,0.8,2.6,19.8,0.1,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",22,22,14.3,32.3,21.5,250.8,1.2,0.7,2.9,13,0.1,0,0,0,NA,NA,NA
"RYANMALLETT","QB","Ryan Mallett","BAL",24,24,14.2,42.2,24.8,276.7,1.5,1.3,1.2,2.5,0,0,0,0,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",25,25,14.1,30.1,18.7,211.5,1.3,0.6,3,15.2,0.2,0,0,0,NA,NA,NA
"BLAINEGABBERT","QB","Blaine Gabbert","SF",26,26,13.8,36.9,22.7,251.1,1.2,1,2.5,10.1,0.1,0,0,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",26,26,13.8,0,0,0,0,0,16.2,69.2,0.3,6.5,58.1,0.2,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",26,26,13.8,36.1,22,238.8,1.7,0.9,1.7,4.1,0,0,0,0,NA,NA,NA
"BRANDONWEEDEN","QB","Brandon Weeden","HOU",29,29,13.7,33.3,19.3,247.4,1.7,0.9,2,6.5,0,0,0,0,NA,NA,NA
"DAVIDJOHNSON","RB","David Johnson","ARI",30,30,13.5,0,0,0,0,0,15.8,69.1,0.8,2.6,26.1,0.2,NA,NA,NA
"BROCKOSWEILER","QB","Brock Osweiler","DEN",31,31,13.1,37.1,22.3,272.6,1.3,1.2,3.1,6,0.1,0,0,0,NA,NA,NA
"AJMCCARRON","QB","AJ McCarron","CIN",32,32,12.6,32.3,19.2,224.3,1.4,1.1,2.7,10.5,0.1,0,0,0,NA,NA,NA
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",33,33,12.5,35.9,20.9,244.8,1,1.2,5.2,26.3,0.1,0,0,0,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",34,34,12.4,37,22.5,248.9,1.6,1.2,2.1,6,0,0,0,0,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",35,35,12.3,0,0,0,0,0,0.5,3.3,0,5.1,83.6,0.7,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAX",36,36,12.1,0,0,0,0,0,14.1,71.4,0.4,3.8,28.7,0.2,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",37,37,11.9,0,0,0,0,0,19.5,85.6,0.4,1.9,15.3,0.1,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",37,37,11.9,0,0,0,0,0,18.9,85.7,0.5,1.5,12.1,0.1,NA,NA,NA
"TIMHIGHTOWER","RB","Tim Hightower","NO",37,37,11.9,0,0,0,0,0,19.9,65.7,0.8,1.9,15.5,0.1,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",40,40,11.5,0,0,0,0,0,0,0,0,6,87.1,0.6,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",41,41,11.3,0,0,0,0,0,0,0,0,7.2,90.7,0.4,NA,NA,NA
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",41,41,11.3,0,0,0,0,0,15.5,72.2,0.5,1.7,14.3,0.1,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",43,43,11,0,0,0,0,0,0,0,0,5.4,79.1,0.7,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",44,44,10.8,0,0,0,0,0,0,0,0,5.5,69.3,0.8,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",45,45,10.6,0,0,0,0,0,0,0,0,6,73.8,0.6,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",46,46,10.5,0,0,0,0,0,0,0,0,5.9,75.7,0.6,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","DAL",46,46,10.5,0,0,0,0,0,17,72,0.4,2.3,18.9,0.1,NA,NA,NA
