"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",1,1,33.7,9,NA,NA,NA,NA,20,73,1,7,109,1,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,2,32.9,14,NA,NA,NA,NA,NA,NA,NA,10,139,2,0,1,NA
"CHARCANDRICKWEST","RB","Charcandrick West","KC",2,3,29.6,5,NA,NA,NA,NA,24,69,1,3,92,1,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",1,4,28.96,NA,NA,324,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",3,5,28.6,3,NA,NA,NA,NA,26,203,1,2,13,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",2,6,27.96,NA,NA,379,3,1,2,-2,0,NA,NA,NA,0,1,NA
"MATTJONES","RB","Matt Jones","WAS",4,7,26.2,3,NA,NA,NA,NA,11,56,0,3,131,1,NA,NA,NA
"BRANDINCOOKS","WR","Brandin Cooks","NO",2,8,25.4,8,NA,NA,NA,NA,1,11,0,5,98,2,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","CHI",1,9,25.2,5,NA,NA,NA,NA,NA,NA,NA,5,107,2,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",3,10,24.8,10,NA,NA,NA,NA,NA,NA,NA,6,178,1,NA,NA,1
"JAYCUTLER","QB","Jay Cutler","CHI",3,11,24.72,NA,NA,258,3,0,3,24,0,NA,NA,NA,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",4,12,22.34,NA,NA,316,3,2,2,17,0,NA,NA,NA,NA,NA,1
"AARONRODGERS","QB","Aaron Rodgers","GB",5,13,22.12,NA,NA,333,2,0,2,8,0,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",6,14,21.44,NA,NA,361,2,0,1,10,0,NA,NA,NA,NA,NA,1
"CAMNEWTON","QB","Cam Newton","CAR",7,15,20.98,NA,NA,217,1,0,9,23,1,NA,NA,NA,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",2,16,19.8,7,NA,NA,NA,NA,NA,NA,NA,5,113,1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",8,17,19.28,NA,NA,302,2,2,2,12,0,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",9,18,19.26,NA,NA,334,2,1,2,9,0,NA,NA,NA,NA,NA,1
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",4,19,18.4,12,NA,NA,NA,NA,NA,NA,NA,4,104,1,0,0,NA
"LESEANMCCOY","RB","LeSean McCoy","BUF",5,19,18.4,5,NA,0,0,0,19,112,0,5,47,0,0,0,0
"LAMARMILLER","RB","Lamar Miller","MIA",6,21,18.3,8,NA,NA,NA,NA,16,43,0,6,50,1,NA,NA,0
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",10,22,17.58,NA,NA,372,1,1,3,17,0,NA,NA,NA,NA,NA,1
"ERICDECKER","WR","Eric Decker","NYJ",5,23,17.5,11,NA,0,0,0,0,0,0,6,85,1,0,0,0
"DWAYNEHARRIS","WR","Dwayne Harris","NYG",6,24,17.2,9,NA,NA,NA,NA,NA,NA,NA,6,82,1,0,0,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",11,25,17.02,NA,NA,188,2,1,2,25,0,NA,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",12,26,16.78,NA,NA,242,2,1,2,1,0,NA,NA,NA,NA,NA,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",13,27,16.72,0,NA,193,2,2,3,30,0,0,0,0,0,0,0
"MIKEEVANS","WR","Mike Evans","TB",7,28,16.6,13,NA,NA,NA,NA,NA,NA,NA,8,126,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",14,29,16.48,NA,NA,217,2,0,2,-2,0,NA,NA,NA,NA,NA,0
"TODDGURLEY","RB","Todd Gurley","STL",7,30,16.4,3,NA,NA,NA,NA,12,45,1,3,44,0,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",3,30,16.4,4,NA,NA,NA,NA,NA,NA,NA,3,29,2,NA,NA,NA
"GARYBARNIDGE","TE","Gary Barnidge","CLE",4,32,15.5,8,NA,NA,NA,NA,NA,NA,NA,6,65,1,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",15,33,15.46,NA,NA,204,1,0,6,33,0,NA,NA,NA,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",5,34,15.4,4,NA,NA,NA,NA,NA,NA,NA,4,134,0,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",8,35,15.3,12,NA,NA,NA,NA,1,6,0,7,52,1,0,0,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",8,36,15.1,0,NA,NA,NA,NA,22,91,1,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",9,37,14.9,8,NA,NA,NA,NA,22,61,0,6,58,0,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",16,38,14.86,NA,NA,264,0,2,3,3,1,NA,NA,NA,NA,NA,0
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",10,39,14.7,2,NA,NA,NA,NA,19,66,1,2,11,0,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAX",9,39,14.7,9,NA,NA,NA,NA,NA,NA,NA,5,62,1,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",17,41,14.36,NA,NA,209,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINPERILLO","TE","Justin Perillo","GB",6,42,14.3,6,NA,NA,NA,NA,NA,NA,NA,5,58,1,NA,NA,NA
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",10,43,14.1,11,NA,NA,NA,NA,1,-7,0,7,113,0,NA,NA,NA
"JAMISONCROWDER","WR","Jamison Crowder","WAS",11,44,14,5,NA,NA,NA,NA,NA,NA,NA,4,60,1,0,0,0
"ALLENROBINSON","WR","Allen Robinson","JAX",12,45,13.6,11,NA,NA,NA,NA,NA,NA,NA,5,51,1,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",18,46,13.44,NA,NA,236,1,0,1,0,0,NA,NA,NA,NA,NA,0
"ALFREDMORRIS","RB","Alfred Morris","WAS",11,47,13.3,3,NA,NA,NA,NA,15,104,0,3,14,0,NA,NA,NA
"DAVANTEADAMS","WR","Davante Adams","GB",13,48,12.9,21,NA,NA,NA,NA,NA,NA,NA,10,79,0,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",13,48,12.9,11,NA,NA,NA,NA,NA,NA,NA,10,79,0,0,0,NA
"JAMESSTARKS","RB","James Starks","GB",12,50,12.6,7,NA,NA,NA,NA,15,42,0,6,54,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",13,51,12.5,3,NA,0,0,0,18,99,0,2,36,0,0,0,1
"DOUGMARTIN","RB","Doug Martin","TB",14,52,12.3,4,NA,NA,NA,NA,18,63,0,4,40,0,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",15,52,12.3,4,NA,NA,NA,NA,NA,NA,NA,3,48,1,NA,NA,NA
"RISHARDMATTHEWS","WR","Rishard Matthews","MIA",16,54,12.2,6,NA,NA,NA,NA,1,4,0,5,93,0,NA,NA,NA
"CROCKETTGILLMORE","TE","Crockett Gillmore","BAL",7,54,12.2,4,NA,NA,NA,NA,NA,NA,NA,4,42,1,NA,NA,NA
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",15,56,12.1,4,NA,NA,NA,NA,11,42,1,2,9,0,NA,NA,0
"GREGOLSEN","TE","Greg Olsen","CAR",8,57,12,8,NA,NA,NA,NA,NA,NA,NA,8,80,0,NA,NA,NA
"MAXXWILLIAMS","TE","Maxx Williams","BAL",8,57,12,4,NA,NA,NA,NA,NA,NA,NA,4,40,1,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",19,59,11.9,NA,NA,140,1,0,2,23,0,NA,NA,NA,NA,NA,NA
"RICHARDRODGERS","TE","Richard Rodgers","GB",10,60,11.7,5,NA,NA,NA,NA,NA,NA,NA,5,32,1,NA,NA,NA
"CHRISGIVENS","WR","Chris Givens","BAL",17,60,11.7,7,NA,NA,NA,NA,NA,NA,NA,4,37,1,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",20,62,11.52,0,NA,158,1,0,6,12,0,0,0,0,0,0,0
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",16,63,11.5,1,NA,0,0,0,7,24,0,1,26,1,0,0,0
"MARKINGRAM","RB","Mark Ingram","NO",17,64,11.3,4,NA,NA,NA,NA,5,77,0,3,21,0,NA,NA,NA
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",18,65,11.2,5,NA,NA,NA,NA,3,25,1,4,27,0,0,0,1
"CALVINJOHNSON","WR","Calvin Johnson","DET",18,66,11.1,9,NA,NA,NA,NA,NA,NA,NA,6,81,0,0,0,0
"RYANMATHEWS","RB","Ryan Mathews","PHI",19,67,11,3,NA,NA,NA,NA,8,18,1,2,22,0,NA,NA,NA
"KAMARAIKEN","WR","Kamar Aiken","BAL",19,68,10.8,14,NA,NA,NA,NA,NA,NA,NA,7,73,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",20,69,10.6,10,NA,NA,NA,NA,NA,NA,NA,7,71,0,NA,NA,NA
"AMARICOOPER","WR","Amari Cooper","OAK",21,70,10.4,9,NA,NA,NA,NA,NA,NA,NA,5,79,0,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","DET",21,70,10.4,6,NA,NA,NA,NA,NA,NA,NA,3,29,1,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",11,72,10.3,10,NA,NA,NA,NA,NA,NA,NA,7,68,0,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",20,73,10.2,5,NA,NA,NA,NA,12,48,0,5,29,0,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",23,74,9.9,2,NA,NA,NA,NA,NA,NA,NA,1,34,1,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",24,75,9.8,10,NA,0,0,0,0,0,0,3,23,1,0,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",21,76,9.24,NA,NA,156,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJYELDON","RB","T.J. Yeldon","JAX",21,77,9.2,6,NA,NA,NA,NA,18,61,0,5,6,0,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",22,78,8.8,NA,NA,185,0,1,5,24,0,NA,NA,NA,NA,NA,0
"CLIVEWALFORD","TE","Clive Walford","OAK",12,78,8.8,3,NA,NA,NA,NA,NA,NA,NA,2,18,1,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",25,80,8.7,8,NA,NA,NA,NA,NA,NA,NA,5,62,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",22,81,8.4,4,NA,NA,NA,NA,14,53,0,4,11,0,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",26,81,8.4,8,NA,NA,NA,NA,NA,NA,NA,7,69,0,NA,NA,1
"GOLDENTATE","WR","Golden Tate","DET",27,83,8.3,4,NA,NA,NA,NA,1,11,0,4,52,0,0,0,NA
"CHRISTHOMPSON","RB","Chris Thompson","WAS",23,84,8.2,1,NA,NA,NA,NA,2,54,0,1,23,0,NA,NA,NA
"WILLTYE","TE","Will Tye","NYG",13,85,8.1,7,NA,NA,NA,NA,NA,NA,NA,5,56,0,NA,NA,NA
"CHARLESCLAY","TE","Charles Clay","BUF",14,86,7.7,6,NA,0,0,0,0,0,0,5,52,0,0,0,0
"BRANDONLAFELL","WR","Brandon LaFell","NE",28,87,7.6,6,NA,NA,NA,NA,NA,NA,NA,2,66,0,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",15,87,7.6,7,NA,NA,NA,NA,NA,NA,NA,6,46,0,NA,NA,0
"RANDALLCOBB","WR","Randall Cobb","GB",29,89,7.5,10,NA,NA,NA,NA,1,-3,0,5,53,0,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","OAK",29,89,7.5,5,NA,NA,NA,NA,NA,NA,NA,4,55,0,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",24,91,7.4,2,NA,NA,NA,NA,17,54,0,1,15,0,NA,NA,0
"JULIANEDELMAN","WR","Julian Edelman","NE",31,92,7.3,5,NA,NA,NA,NA,NA,NA,NA,4,53,0,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","DAL",25,92,7.3,4,NA,NA,NA,NA,17,32,0,3,26,0,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",32,94,7,12,NA,NA,NA,NA,NA,NA,NA,5,45,0,NA,NA,NA
"NICKFOLES","QB","Nick Foles","STL",23,94,7,NA,NA,200,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",16,96,6.7,5,NA,NA,NA,NA,NA,NA,NA,5,42,0,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",16,96,6.7,4,NA,NA,NA,NA,NA,NA,NA,3,52,0,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",33,96,6.7,4,NA,NA,NA,NA,NA,NA,NA,4,47,0,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","DAL",24,99,6.64,NA,NA,186,0,1,1,2,0,NA,NA,NA,NA,NA,0
"STEFONDIGGS","WR","Stefon Diggs","MIN",34,100,6.6,2,NA,NA,NA,NA,1,10,0,2,46,0,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",34,100,6.6,4,NA,NA,NA,NA,NA,NA,NA,3,51,0,NA,NA,0
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",34,100,6.6,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,1,0,NA
"SCOTTCHANDLER","TE","Scott Chandler","NE",18,100,6.6,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
"TEDGINN","WR","Ted Ginn Jr.","CAR",37,104,6.5,8,NA,NA,NA,NA,NA,NA,NA,4,45,0,0,0,NA
"TRAVISKELCE","TE","Travis Kelce","KC",19,105,6.1,9,NA,NA,NA,NA,NA,NA,NA,5,36,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",26,105,6.1,3,NA,NA,NA,NA,11,39,0,2,12,0,0,0,0
"HEATHMILLER","TE","Heath Miller","PIT",20,107,6,7,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,0
"DARRENSPROLES","RB","Darren Sproles","PHI",27,108,5.9,6,NA,NA,NA,NA,3,0,0,5,34,0,0,0,NA
"DEANTHONYTHOMASKC","RB","De'Anthony Thomas KC","KC",28,109,5.7,5,NA,NA,NA,NA,NA,NA,NA,4,37,0,0,0,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",25,110,5.64,NA,NA,156,0,1,2,4,0,NA,NA,NA,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",38,111,5.4,5,NA,NA,NA,NA,NA,NA,NA,2,44,0,NA,NA,NA
"DEVINFUNCHESS","WR","Devin Funchess","CAR",39,112,5.1,2,NA,NA,NA,NA,NA,NA,NA,2,41,0,NA,NA,NA
"DUKEJOHNSON","RB","Duke Johnson Jr.","CLE",29,113,4.8,4,NA,NA,NA,NA,4,10,0,4,18,0,0,0,NA
"ERICEBRON","TE","Eric Ebron","DET",21,113,4.8,8,NA,NA,NA,NA,NA,NA,NA,4,28,0,NA,NA,NA
"JAYAJAYI","RB","Jay Ajayi","MIA",29,113,4.8,NA,NA,NA,NA,NA,6,48,0,NA,NA,NA,NA,NA,NA
"WESWELKER","WR","Wes Welker","STL",40,116,4.7,6,NA,NA,NA,NA,NA,NA,NA,3,32,0,NA,NA,NA
"NELSONAGHOLOR","WR","Nelson Agholor","PHI",40,116,4.7,4,NA,NA,NA,NA,NA,NA,NA,3,32,0,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",31,118,4.5,3,NA,NA,NA,NA,14,17,0,2,18,0,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",22,118,4.5,3,NA,NA,NA,NA,NA,NA,NA,2,35,0,NA,NA,NA
"CODYLATIMER","WR","Cody Latimer","DEN",42,118,4.5,6,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
