"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",1,1,34.78,NA,NA,337,5,0,2,13,0,NA,NA,NA,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",1,2,31.3,14,NA,NA,NA,NA,NA,NA,NA,8,93,3,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",2,3,17.82,NA,NA,183,0,0,12,45,1,NA,NA,NA,NA,NA,0
"EDDIELACY","RB","Eddie Lacy","GB",1,4,16.6,5,NA,NA,NA,NA,10,72,0,4,34,1,NA,NA,1
"THEORIDDICK","RB","Theo Riddick","DET",2,5,15.3,5,NA,NA,NA,NA,2,6,0,5,62,1,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",3,6,15.2,3,NA,NA,NA,NA,7,25,1,2,57,0,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",2,7,14.5,8,NA,NA,NA,NA,NA,NA,NA,7,50,1,0,0,NA
"MARKSANCHEZ","QB","Mark Sanchez","PHI",3,8,14.36,NA,NA,199,2,0,2,4,0,NA,NA,NA,NA,NA,1
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",3,9,13.5,5,NA,NA,NA,NA,NA,NA,NA,3,60,1,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",4,10,13.4,7,NA,NA,NA,NA,NA,NA,NA,6,44,1,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","DAL",4,11,10.62,NA,NA,93,1,0,2,9,0,NA,NA,NA,0,1,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",5,12,9.8,6,NA,NA,NA,NA,NA,NA,NA,5,73,0,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","DAL",4,13,9.6,6,NA,NA,NA,NA,10,11,0,4,45,0,0,1,NA
"GREGOLSEN","TE","Greg Olsen","CAR",1,14,9.5,9,NA,NA,NA,NA,NA,NA,NA,5,70,0,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",5,15,9.2,4,NA,NA,NA,NA,21,68,0,3,9,0,NA,NA,NA
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",6,16,8.8,1,NA,NA,NA,NA,5,28,1,0,0,0,NA,NA,NA
"AMEERABDULLAH","RB","Ameer Abdullah","DET",7,17,8,2,NA,NA,NA,NA,16,63,0,1,12,0,0,0,NA
"BRENTCELEK","TE","Brent Celek","PHI",2,17,8,4,NA,NA,NA,NA,NA,NA,NA,2,10,1,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",5,19,7.66,NA,NA,79,1,0,1,5,0,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",6,20,7.52,NA,NA,78,1,0,1,4,0,NA,NA,NA,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","CHI",3,21,6.8,4,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",6,22,5.9,7,NA,NA,NA,NA,NA,NA,NA,4,39,0,NA,NA,NA
"TREYBURTON","TE","Trey Burton","PHI",4,22,5.9,2,NA,NA,NA,NA,NA,NA,NA,2,49,0,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",5,24,5.6,6,NA,NA,NA,NA,NA,NA,NA,4,36,0,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",8,25,5.1,2,NA,NA,NA,NA,4,21,0,2,20,0,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",7,26,4.7,6,NA,NA,NA,NA,NA,NA,NA,3,32,0,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",9,27,4.5,6,NA,NA,NA,NA,2,4,0,4,21,0,0,0,NA
