"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",44,120,1.6,3,NA,NA,NA,NA,NA,NA,NA,2,6,0,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIA",46,122,1.4,1,NA,NA,NA,NA,NA,NA,NA,1,9,0,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",47,123,1.3,1,NA,NA,NA,NA,NA,NA,NA,1,8,0,0,0,NA
"COREYBROWN","WR","Corey Brown","CAR",47,123,1.3,1,NA,NA,NA,NA,NA,NA,NA,1,8,0,NA,NA,NA
"CLIVEWALFORD","TE","Clive Walford","OAK",21,123,1.3,1,NA,NA,NA,NA,NA,NA,NA,1,8,0,NA,NA,NA
"AMARICOOPER","WR","Amari Cooper","OAK",49,126,1.2,2,NA,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",36,126,1.2,1,NA,NA,NA,NA,2,3,0,1,4,0,NA,NA,0
"MATTASIATA","RB","Matt Asiata","MIN",36,126,1.2,1,NA,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",22,129,1.1,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",50,129,1.1,3,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"CAMERONBRATE","TE","Cameron Brate","TB",22,129,1.1,2,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",51,132,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","MIA",24,132,1,3,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"LANDRYJONES","QB","Landry Jones","PIT",22,134,0.92,NA,NA,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTONIOANDREWS","RB","Antonio Andrews","TEN",38,135,0.8,NA,NA,NA,NA,NA,11,8,0,NA,NA,NA,NA,NA,NA
"CHRISTINEMICHAEL","RB","Christine Michael","DAL",38,135,0.8,NA,NA,NA,NA,NA,3,8,0,NA,NA,NA,NA,NA,NA
"JORDANTODMAN","RB","Jordan Todman","PIT",38,135,0.8,NA,NA,NA,NA,NA,2,8,0,NA,NA,NA,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",41,138,0.7,NA,NA,NA,NA,NA,2,7,0,NA,NA,NA,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",41,138,0.7,2,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,NA
"DEVINSMITH","WR","Devin Smith","NYJ",52,138,0.7,1,NA,0,0,0,0,0,0,1,22,0,0,0,1
"MARQUESSWILSON","WR","Marquess Wilson","CHI",53,141,0.6,3,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",53,141,0.6,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",43,143,0.4,NA,NA,NA,NA,NA,2,4,0,NA,NA,NA,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",43,143,0.4,2,NA,NA,NA,NA,6,-5,0,1,4,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",23,145,0.24,NA,NA,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAX",45,146,0.1,2,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",25,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",55,147,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",24,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","KC",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","OAK",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEFONDIGGS","WR","Stefon Diggs","MIN",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESJONES","WR","James Jones","GB",55,147,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"WILLIESNEAD","WR","Willie Snead","NO",55,147,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","DEN",25,147,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",24,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NYG",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",25,147,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESWHITE","RB","James White","NE",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","RIA",25,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","DEN",25,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSEPHRANDLE","RB","Joseph Randle","DAL",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DORIALGREENBECKHAM","WR","Dorial Green-Beckham","REE",55,147,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"VICTORCRUZ","WR","Victor Cruz","NYG",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",25,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEVESMITH","WR","Steve Smith Sr.","BAL",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARLESJOHNSON","WR","Charles Johnson","MIN",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","CHI",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEHARRIS","WR","Dwayne Harris","NYG",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIONLEWIS","RB","Dion Lewis","NE",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHILL","TE","Josh Hill","NO",25,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDCOBB","RB","David Cobb","TEN",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","MIA",55,147,0,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","BUF",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",55,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORLEANSDARKWA","RB","Orleans Darkwa","NYG",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",46,147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
