"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",1,1,18.14,0,NA,231,0,0,5,29,1,0,0,0,0,0,0
"DELANIEWALKER","TE","Delanie Walker","TEN",1,2,14.9,10,NA,0,0,0,0,0,0,8,109,0,0,0,0
"ALLENROBINSON","WR","Allen Robinson","JAX",1,3,13.8,7,NA,0,0,0,0,0,0,5,113,0,0,0,0
"BLAKEBORTLES","QB","Blake Bortles","JAX",2,4,11.58,0,NA,242,1,1,2,9,0,0,0,0,0,0,1
"JULIUSTHOMAS","TE","Julius Thomas","JAX",2,5,11.3,8,NA,0,0,0,0,0,0,5,28,1,0,0,0
"ANTONIOANDREWS","RB","Antonio Andrews","TEN",1,6,10.4,2,NA,0,0,0,15,78,0,2,16,0,0,0,0
"TJYELDON","RB","T.J. Yeldon","JAX",2,7,9.7,4,NA,0,0,0,14,54,0,3,28,0,0,0,0
"DORIALGREENBECKHAM","WR","Dorial Green-Beckham","REE",2,8,5.5,6,NA,0,0,0,0,0,0,3,40,0,0,0,0
"BRYANWALTERS","WR","Bryan Walters","JAX",3,9,4.5,3,NA,0,0,0,0,0,0,2,35,0,0,0,0
"ALLENHURNS","WR","Allen Hurns","JAX",4,10,3.4,4,NA,0,0,0,0,0,0,3,19,0,0,0,0
"DEXTERMCCLUSTER","RB","Dexter McCluster","TEN",3,11,2.8,2,NA,0,0,0,2,0,0,2,18,0,0,0,0
"DENARDROBINSON","RB","Denard Robinson","JAX",4,12,2.7,0,NA,0,0,0,7,27,0,0,0,0,0,0,0
"HARRYDOUGLAS","WR","Harry Douglas","TEN",5,13,2.6,5,NA,0,0,0,0,0,0,2,16,0,0,0,0
"ANTHONYFASANO","TE","Anthony Fasano","TEN",3,14,2.4,2,NA,0,0,0,0,0,0,2,14,0,0,0,0
"JALSTONFOWLER","RB","Jalston Fowler","TEN",5,15,0.7,1,NA,0,0,0,0,0,0,1,2,0,0,0,0
"KENDALLWRIGHT","WR","Kendall Wright","TEN",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICJACOBS","TE","Nic Jacobs","JAX",4,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TONYWASHINGTON","WR","Tony Washington","JAX",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHSTEWART","WR","Josh Stewart","TEN",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDFLUELLEN","RB","David Fluellen","TEN",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERIKLORA","WR","Erik Lora","JAX",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIANCOPELAND","WR","Damian Copeland","JAX",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDCOBB","RB","David Cobb","TEN",8,25,-0.3,0,NA,0,0,0,4,-3,0,0,0,0,0,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",13,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",14,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",16,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",10,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",17,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
