"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",1,1,13.82,0,NA,168,1,0,4,31,0,0,0,0,0,0,0
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",1,2,12.5,3,NA,0,0,0,1,25,1,3,25,0,0,0,0
"COREYBROWN","WR","Corey Brown","CAR",2,3,9.2,3,NA,NA,NA,NA,1,-12,0,1,39,1,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",2,4,8.44,NA,NA,111,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",1,5,7.9,4,NA,0,0,0,10,38,0,3,26,0,0,0,0
"JOSHHILL","TE","Josh Hill","NO",1,6,7.5,1,NA,NA,NA,NA,NA,NA,NA,1,10,1,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","MIA",3,7,5.1,1,NA,NA,NA,NA,NA,NA,NA,1,46,0,NA,NA,NA
"NICKFOLES","QB","Nick Foles","STL",3,8,4.52,NA,NA,108,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",4,9,3.92,NA,NA,83,0,0,1,6,0,NA,NA,NA,NA,NA,NA
"BRYANWALTERS","WR","Bryan Walters","JAX",4,10,3.8,3,NA,NA,NA,NA,NA,NA,NA,3,23,0,0,0,NA
"ZACSTACY","RB","Zac Stacy","NYJ",2,11,2.4,2,NA,NA,NA,NA,1,3,0,1,16,0,NA,NA,NA
"JAMISONCROWDER","WR","Jamison Crowder","WAS",5,12,1.9,1,NA,NA,NA,NA,NA,NA,NA,1,14,0,NA,NA,NA
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",6,13,1.6,1,NA,NA,NA,NA,NA,NA,NA,1,11,0,0,0,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",5,14,1.4,NA,NA,60,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIONSIMS","TE","Dion Sims","MIA",2,14,1.4,1,NA,NA,NA,NA,NA,NA,NA,1,9,0,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",3,16,1.3,1,NA,NA,NA,NA,NA,NA,NA,1,8,0,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","NE",4,17,1,3,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","TEN",4,17,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",3,19,0.9,NA,NA,NA,NA,NA,3,9,0,NA,NA,NA,NA,NA,NA
"BRANDONTATE","WR","Brandon Tate","CIN",7,19,0.9,1,NA,0,0,0,0,0,0,1,4,0,0,0,0
"TAYLORGABRIEL","WR","Taylor Gabriel","CLE",8,21,0.8,6,NA,0,0,0,0,0,0,1,3,0,0,0,0
"MARKUSWHEATON","WR","Markus Wheaton","PIT",9,22,0.3,2,NA,NA,NA,NA,NA,NA,NA,1,-2,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","TEN",10,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",10,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",6,23,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"CLIVEWALFORD","TE","Clive Walford","OAK",6,23,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAX",6,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFCUMBERLAND","TE","Jeff Cumberland","NYJ",6,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"ORSONCHARLES","TE","Orson Charles","NO",6,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKOLEARY","TE","Nick O'Leary","BUF",6,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
