displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
DeAndre Hopkins,HOU,7.3,98.9,0.6,0.0,0.0,0.0,0.0
Julio Jones,ATL,6.5,93.4,0.7,0.0,0.0,0.0,0.0
Odell Beckham Jr.,NYG,6.1,86.3,0.7,0.3,1.3,0.0,0.1
Antonio Brown,PIT,6.4,84.8,0.5,0.2,0.7,0.0,0.1
Larry Fitzgerald,ARI,6.2,82.6,0.7,0.0,0.0,0.0,0.1
Calvin Johnson,DET,6.0,79.8,0.5,0.0,0.0,0.0,0.1
Brandon Marshall,NYJ,6.1,78.7,0.6,0.0,0.1,0.0,0.1
T.Y. Hilton,IND,5.3,76.9,0.5,0.1,0.4,0.0,0.0
Keenan Allen,SD,5.9,75.2,0.5,0.0,0.0,0.0,0.1
Julian Edelman,NE,6.6,74.5,0.6,0.4,2.0,0.0,0.0
Steve Smith,BAL,5.4,71.4,0.4,0.0,0.0,0.0,0.0
John Brown,ARI,5.0,70.5,0.5,0.2,0.6,0.0,0.1
Allen Robinson,JAC,5.0,68.8,0.4,0.0,0.0,0.0,0.0
Willie Snead,NO,4.8,66.1,0.4,0.0,0.0,0.0,0.1
Travis Benjamin,CLE,4.4,65.0,0.4,0.0,0.0,0.0,0.1
Amari Cooper,OAK,4.8,64.6,0.3,0.1,0.3,0.0,0.1
Mike Evans,TB,4.3,63.4,0.5,0.0,0.0,0.0,0.0
Jarvis Landry,MIA,5.8,63.1,0.4,0.8,3.2,0.0,0.1
Brandin Cooks,NO,5.1,62.3,0.4,0.3,1.2,0.0,0.0
Jordan Matthews,PHI,5.0,60.8,0.3,0.0,0.0,0.0,0.1
Vincent Jackson,TB,4.0,60.8,0.3,0.0,0.0,0.0,0.0
Golden Tate,DET,5.0,59.8,0.3,0.3,1.0,0.0,0.1
Eric Decker,NYJ,4.5,59.2,0.5,0.0,0.0,0.0,0.1
Jeremy Maclin,KC,4.5,58.7,0.3,0.1,0.5,0.0,0.0
Kendall Wright,TEN,4.8,57.3,0.3,0.3,1.2,0.0,0.0
Martavis Bryant,PIT,3.8,57.0,0.5,0.1,0.4,0.0,0.0
Pierre Garcon,WAS,4.7,56.9,0.4,0.0,0.0,0.0,0.0
Donte Moncrief,IND,4.5,56.8,0.5,0.1,0.5,0.0,0.0
Anquan Boldin,SF,4.5,54.4,0.3,0.0,0.0,0.0,0.0
Mike Wallace,MIN,4.2,54.4,0.4,0.0,0.2,0.0,0.0
Michael Crabtree,OAK,4.5,53.2,0.4,0.0,0.0,0.0,0.0
Allen Hurns,JAC,3.8,53.1,0.3,0.0,0.0,0.0,0.1
Terrance Williams,DAL,3.6,51.7,0.4,0.0,0.0,0.0,0.0
Stefon Diggs,MIN,3.9,50.2,0.2,0.0,0.1,0.0,0.0
Rishard Matthews,MIA,4.0,50.1,0.3,0.0,0.1,0.0,0.0
Jamison Crowder,WAS,4.4,48.8,0.2,0.1,0.7,0.0,0.0
Ted Ginn Jr.,CAR,3.3,48.4,0.3,0.0,0.2,0.0,0.1
Michael Floyd,ARI,3.5,47.8,0.4,0.0,0.0,0.0,0.0
Rueben Randle,NYG,3.8,47.4,0.3,0.0,0.0,0.0,0.0
Leonard Hankerson,ATL,3.7,47.0,0.4,0.0,0.0,0.0,0.0
Robert Woods,BUF,3.8,46.8,0.3,0.0,0.0,0.0,0.1
Kamar Aiken,BAL,3.6,46.5,0.2,0.0,0.0,0.0,0.1
Doug Baldwin,SEA,3.6,45.8,0.2,0.0,0.0,0.0,0.0
Malcom Floyd,SD,2.9,44.0,0.3,0.0,0.0,0.0,0.0
Marques Colston,NO,3.1,42.4,0.2,0.0,0.0,0.0,0.0
Torrey Smith,SF,2.5,41.9,0.2,0.0,0.0,0.0,0.0
