"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","points","passAtt","passYds","passTds","passInt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50"
"DOMINIQUEBROWN","RB","yahoo","Dominique Brown","PIT",170,628,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNCROCKETT","RB","yahoo","John Crockett","GB",171,629,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRENCEMAGEE","RB","yahoo","Terrence Magee","BAL",172,630,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKELUNDY","RB","yahoo","Luke Lundy","CLE",173,631,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAHWANEDWARDS","RB","yahoo","Jahwan Edwards","ATL",174,632,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONSTINGILY","RB","yahoo","Cameron Stingily","PIT",175,633,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIEREBYRD","WR","yahoo","Damiere Byrd","CAR",163,634,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEMETRIUSWILSON","WR","yahoo","Demetrius Wilson","SD",164,635,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVINORWOOD","WR","yahoo","Levi Norwood","CHI",165,636,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONMEREDITH","WR","yahoo","Cameron Meredith","CHI",166,637,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINHILL","WR","yahoo","Austin Hill","NYJ",167,638,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTMILLER","WR","yahoo","Matt Miller","DEN",168,639,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANTAYLOR","WR","yahoo","Jordan Taylor","DEN",169,640,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MALCOMEKENNEDY","WR","yahoo","Malcome Kennedy","NO",170,641,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIANDRECAMPBELL","WR","yahoo","DiAndre Campbell","SF",171,642,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISSACBLAKENEY","WR","yahoo","Issac Blakeney","SF",172,643,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARIUSDAVIS","WR","yahoo","Darius Davis","SF",173,644,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEANDREWWHITE","WR","yahoo","DeAndrew White","SF",174,645,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMONDPOWELL","WR","yahoo","Damond Powell","ARZ",175,646,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLEROTT","TE","yahoo","Tyler Ott","STL",97,647,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISMANHERTZ","TE","yahoo","Chris Manhertz","NO",98,648,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONBRATE","TE","yahoo","Cameron Brate","NO",99,649,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RASHAUNALLEN","TE","yahoo","RaShaun Allen","SEA",100,650,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOEDONDUNCAN","TE","yahoo","Joe Don Duncan","DEN",101,651,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYDENHAM","TE","yahoo","Anthony Denham","HOU",102,652,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAYLORSLOAT","TE","yahoo","Taylor Sloat","TB",103,653,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINGREENE","TE","yahoo","Kevin Greene","CHI",104,654,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAKEMURPHY","TE","yahoo","Jake Murphy","DEN",105,655,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJUZOMAH","TE","yahoo","C.J. Uzomah","CIN",106,656,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFHEUERMAN","TE","yahoo","Jeff Heuerman","DEN",107,657,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINPERILLO","TE","yahoo","Justin Perillo","GB",108,658,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASANTECLEVELAND","TE","yahoo","Asante Cleveland","NE",109,659,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAKEBELL","TE","yahoo","Blake Bell","SF",110,660,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XAVIERGRIMBLE","TE","yahoo","Xavier Grimble","PIT",111,661,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTSIMONSON","TE","yahoo","Scott Simonson","CAR",112,662,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKOLEARY","TE","yahoo","Nick O'Leary","BUF",113,663,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAYBURTON","TE","yahoo","Clay Burton","BUF",114,664,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYHAMILTON","TE","yahoo","Ray Hamilton","PIT",115,665,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EJBIBBS","TE","yahoo","E.J. Bibbs","CLE",116,666,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KEVINHAPLEA","TE","yahoo","Kevin Haplea","CLE",117,667,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLTYE","TE","yahoo","Will Tye","NYG",118,668,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNPETERS","TE","yahoo","John Peters","CIN",119,669,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTLENGEL","TE","yahoo","Matt Lengel","CIN",120,670,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEMCFARLAND","TE","yahoo","Mike McFarland","HOU",121,671,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MITCHELLHENRY","TE","yahoo","Mitchell Henry","DEN",122,672,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WESSAXTON","TE","yahoo","Wes Saxton","NYJ",123,673,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GABEHOLMES","TE","yahoo","Gabe Holmes","OAK",124,674,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIMSEMISCH","TE","yahoo","Tim Semisch","MIA",125,675,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANASSEHGARNER","TE","yahoo","Manasseh Garner","CLE",126,676,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERNSTBRUN","TE","yahoo","Ernst Brun","WAS",127,677,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYEZEAKUNNE","TE","yahoo","Anthony Ezeakunne","CLE",128,678,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEONBUTLER","TE","yahoo","Deon Butler","DET",129,679,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANLIGHT","TE","yahoo","Dan Light","DEN",130,680,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISHIGHLAND","TE","yahoo","Chris Highland","NO",131,681,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOGANSTOKES","TE","yahoo","Logan Stokes","SD",132,682,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EARNESTPETTWAY","TE","yahoo","Earnest Pettway","KC",133,683,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEVINWESTBROOK","TE","yahoo","Tevin Westbrook","TEN",134,684,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMMAYMUNDINE","TE","yahoo","Jimmay Mundine","NE",135,685,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEYPIERCE","TE","yahoo","Casey Pierce","DET",136,686,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTLACOSSE","TE","yahoo","Matt LaCosse","NYJ",137,687,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERICTOMLINSON","TE","yahoo","Eric Tomlinson","HOU",138,688,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINTUKES","TE","yahoo","Justin Tukes","PHI",139,689,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONCLEAR","TE","yahoo","Cameron Clear","PIT",140,690,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERICFROHNAPFEL","TE","yahoo","Eric Frohnapfel","SD",141,691,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWGLEICHERT","TE","yahoo","Andrew Gleichert","PHI",142,692,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERALDCHRISTIAN","TE","yahoo","Gerald Christian","ARZ",143,693,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJDERBY","TE","yahoo","A.J. Derby","NE",144,694,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENKOYACK","TE","yahoo","Ben Koyack","JAC",145,695,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEOFFSWAIM","TE","yahoo","Geoff Swaim","DAL",146,696,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUSTAANDERSON","TE","yahoo","Busta Anderson","SF",147,697,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANPARKER","TE","yahoo","Brian Parker","KC",148,698,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANVOGLER","TE","yahoo","Brian Vogler","CHI",149,699,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GANNONSINCLAIR","TE","yahoo","Gannon Sinclair","CHI",150,700,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAUGARDNER","TE","yahoo","Beau Gardner","ATL",151,701,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONNORHAMLETT","TE","yahoo","Connor Hamlett","PHI",152,702,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINMAHINA","TE","yahoo","Devin Mahina","WAS",153,703,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACOBMAXWELL","TE","yahoo","Jacob Maxwell","DET",154,704,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKTABB","TE","yahoo","Jack Tabb","NO",155,705,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEANSIFRIN","TE","yahoo","Jean Sifrin","IND",156,706,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINSINZ","TE","yahoo","Justin Sinz","IND",157,707,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAROLDSPEARS","TE","yahoo","Harold Spears","PIT",158,708,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RANDALLTELFER","TE","yahoo","Randall Telfer","CLE",159,709,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKKASA","TE","yahoo","Nick Kasa","OAK",160,710,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLENELSON","TE","yahoo","Kyle Nelson","SF",161,711,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRETTBRACKETT","TE","yahoo","Brett Brackett","TEN",162,712,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATRICKSCALES","TE","yahoo","Patrick Scales","BAL",163,713,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALLENREISNER","TE","yahoo","Allen Reisner","BAL",164,714,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KONRADREULAND","TE","yahoo","Konrad Reuland","BAL",165,715,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANTAYLOR","TE","yahoo","Ryan Taylor","KC",166,716,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVIDAUSBERRY","TE","yahoo","David Ausberry","DET",167,717,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLEMILLER","TE","yahoo","Kyle Miller","SD",168,718,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MASONBRODINE","TE","yahoo","Mason Brodine","NE",169,719,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELEGNEW","TE","yahoo","Michael Egnew","NO",170,720,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVEPAULSON","TE","yahoo","Dave Paulson","SD",171,721,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRADSMELLEY","TE","yahoo","Brad Smelley","STL",172,722,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERELLROBINSON","TE","yahoo","Gerell Robinson","MIA",173,723,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAYLORTHOMPSON","TE","yahoo","Taylor Thompson","TEN",174,724,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIENROBINSON","TE","yahoo","Adrien Robinson","NYG",175,725,"0.00",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELPALARDY","K","yahoo","Michael Palardy","STL",34,726,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"KASEYREDFERN","K","yahoo","Kasey Redfern","JAC",35,727,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"TYLONG","K","yahoo","Ty Long","WAS",36,728,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"TAYLORPONTIUS","K","yahoo","Taylor Pontius","IND",37,729,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"COREYACOSTA","K","yahoo","Corey Acosta","SF",38,730,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"MIKEMEYER","K","yahoo","Mike Meyer","TEN",39,731,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"TOMOBARSKI","K","yahoo","Tom Obarski","CIN",40,732,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"JEREMIAHDETMER","K","yahoo","Jeremiah Detmer","CHI",41,733,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"ANDREWFURNEY","K","yahoo","Andrew Furney","NYJ",42,734,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"GIORGIOTAVECCHIO","K","yahoo","Giorgio Tavecchio","OAK",43,735,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"SHAUNSUISHAM","K","yahoo","Shaun Suisham","PIT",44,736,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"CONNORBARTH","K","yahoo","Connor Barth","TB",45,737,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"NICKNOVAK","K","yahoo","Nick Novak","SD",46,738,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"BILLYCUNDIFF","K","yahoo","Billy Cundiff","CLE",47,739,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"JAYFEELY","K","yahoo","Jay Feely","CHI",48,740,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"SHAYNEGRAHAM","K","yahoo","Shayne Graham","NO",49,741,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"GARRETTHARTLEY","K","yahoo","Garrett Hartley","PIT",50,742,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"DEREKDIMKE","K","yahoo","Derek Dimke","JAC",51,743,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"PATRICKMURRAY","K","yahoo","Patrick Murray","TB",52,744,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"CAREYSPEAR","K","yahoo","Carey Spear","CLE",53,745,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"JORDANGAY","K","yahoo","Jordan Gay","BUF",54,746,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"CALEBSTURGIS","K","yahoo","Caleb Sturgis","MIA",55,747,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"BRANDONBOGOTAY","K","yahoo","Brandon Bogotay","TB",56,748,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"CHRISBOSWELL","K","yahoo","Chris Boswell","NYG",57,749,"0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
