"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"PHILIPRIVERS","QB","Philip Rivers","SD",1,1,26,36,26,305,3,0,6,22,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",2,2,23,41,29,328,3,1,1,1,0,0,0,0,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",3,3,20,39,24,277,1,1,3,11,1,0,0,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",4,4,19,35,22,253,2,1,10,38,0,0,0,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",5,5,18,0,0,0,0,0,0,0,0,7,122,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",5,5,18,0,0,0,0,0,0,0,0,8,122,1,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",5,5,18,0,0,0,0,0,19,84,0,4,49,1,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",5,5,18,0,0,0,0,0,20,83,1,5,41,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",5,5,18,40,29,321,2,1,2,9,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",10,10,17,0,0,0,0,0,19,96,1,3,23,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",10,10,17,36,24,249,2,1,4,25,0,0,0,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",10,10,17,0,0,0,0,0,19,91,0,4,20,1,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",10,10,17,41,23,278,2,1,3,3,0,0,0,0,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",10,10,17,37,22,272,2,1,2,10,0,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",10,10,17,39,22,227,2,0,2,-1,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",16,16,16,30,19,220,2,1,3,25,0,0,0,0,NA,NA,NA
