"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"PEYTONMANNING","QB","Peyton Manning","DEN",1,1,28,44,28,352,4,1,2,-1,0,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,21,43,26,287,1,1,4,24,1,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",2,2,21,34,22,266,3,1,4,11,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",2,2,21,43,29,293,3,1,1,2,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",5,5,20,37,23,278,2,0,2,10,0,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",5,5,20,44,28,307,2,0,2,5,0,0,0,0,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",7,7,19,0,0,0,0,0,0,0,0,6,77,2,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",7,7,19,0,0,0,0,0,18,100,1,3,31,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",7,7,19,25,18,225,2,0,4,22,0,0,0,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",10,10,18,0,0,0,0,0,0,0,0,8,120,1,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",11,11,17,0,0,0,0,0,16,72,0,6,47,1,NA,NA,NA
"JAKELOCKER","QB","Jake Locker","TEN",11,11,17,37,24,270,2,1,3,17,0,0,0,0,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",11,11,17,30,18,253,2,1,2,11,0,0,0,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",11,11,17,38,25,258,2,1,2,10,0,0,0,0,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",15,15,16,0,0,0,0,0,0,0,0,7,101,1,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",15,15,16,37,21,228,2,1,4,19,0,0,0,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",15,15,16,0,0,0,0,0,0,0,0,7,101,1,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",15,15,16,0,0,0,0,0,16,77,1,4,32,0,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",15,15,16,0,0,0,0,0,0,0,0,7,103,1,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",15,15,16,0,0,0,0,0,16,69,1,5,47,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",15,15,16,39,25,259,2,1,2,5,0,0,0,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",22,22,15,0,0,0,0,0,20,92,1,1,8,0,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",22,22,15,0,0,0,0,0,0,0,0,8,95,1,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",22,22,15,0,0,0,0,0,0,0,0,7,97,1,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",22,22,15,0,0,0,0,0,17,70,1,3,22,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",22,22,15,36,22,246,2,1,1,3,0,0,0,0,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",22,22,15,0,0,0,0,0,10,52,0,4,42,1,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",22,22,15,0,0,0,0,0,18,96,1,1,6,0,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",22,22,15,0,0,0,0,0,0,0,0,7,92,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",22,22,15,0,0,0,0,0,16,73,1,2,20,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",22,22,15,44,29,239,2,1,1,4,0,0,0,0,NA,NA,NA
"MONTEEBALL","RB","Montee Ball","DEN",22,22,15,0,0,0,0,0,14,70,1,3,22,0,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",22,22,15,0,0,0,0,0,13,55,1,5,43,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",22,22,15,35,23,237,2,1,1,2,0,0,0,0,NA,NA,NA
"AUSTINDAVIS","QB","Austin Davis","STL",35,35,14,27,18,188,2,1,3,14,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",35,35,14,0,0,0,0,0,15,68,1,3,20,0,NA,NA,NA
"DONNIEAVERY","WR","Donnie Avery","KC",35,35,14,0,0,0,0,0,0,0,0,6,83,1,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",35,35,14,0,0,0,0,0,0,0,0,7,88,1,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",35,35,14,37,23,253,2,2,1,6,0,0,0,0,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","NYJ",35,35,14,0,0,0,0,0,2,12,0,6,77,1,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",35,35,14,31,21,207,2,1,2,3,0,0,0,0,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin","WAS",35,35,14,37,23,246,1,1,7,35,0,0,0,0,NA,NA,NA
"VICTORCRUZ","WR","Victor Cruz","NYG",35,35,14,0,0,0,0,0,0,0,0,8,89,1,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAC",44,44,13,0,0,0,0,0,0,0,0,5,79,1,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",44,44,13,30,18,201,1,1,6,32,0,0,0,0,NA,NA,NA
