"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,24,43,26,313,3,1,6,26,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,23,34,22,313,3,1,3,14,0,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",2,2,23,0,0,0,0,0,26,127,1,6,59,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",4,4,22,40,30,307,3,1,2,8,0,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",4,4,22,30,17,210,2,0,8,60,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",6,6,21,41,27,280,3,1,2,-2,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",7,7,20,0,0,0,0,0,23,113,1,4,38,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",7,7,20,30,21,262,3,1,2,5,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",9,9,19,35,21,253,2,1,8,37,0,0,0,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",10,10,18,0,0,0,0,0,24,108,1,3,25,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",10,10,18,29,18,199,2,0,8,34,0,0,0,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",10,10,18,0,0,0,0,0,16,70,1,7,55,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",10,10,18,30,19,233,2,0,4,15,0,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",10,10,18,37,24,250,2,0,1,1,0,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",15,15,17,43,27,297,2,1,4,6,0,0,0,0,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",15,15,17,0,0,0,0,0,19,81,1,3,32,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",15,15,17,36,25,251,2,1,3,13,0,0,0,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",15,15,17,0,0,0,0,0,20,101,1,3,15,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,15,17,38,27,254,2,1,4,15,0,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",20,20,16,36,24,250,2,1,2,8,0,0,0,0,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",20,20,16,0,0,0,0,0,0,0,0,6,103,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",20,20,16,0,0,0,0,0,19,74,1,3,32,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",20,20,16,38,25,267,2,1,3,6,0,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",20,20,16,40,26,271,2,1,2,8,0,0,0,0,NA,NA,NA
