"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,19.4,32.4,21.4,260.3,2.3,0.5,3.5,18.4,0.1,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,19,34.7,21.2,257.2,2.3,0.8,3.6,16.9,0.1,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",3,3,18.3,28.1,17.8,215.8,1.7,0.6,6.6,40.8,0.2,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",4,4,17.9,31.6,19.8,235.3,1.4,0.9,7.7,40.7,0.3,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",4,4,17.9,39.1,25.6,310,1.8,0.7,1.4,-0.4,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",6,6,17.6,38.9,25.7,311.8,1.8,0.8,1.6,2.6,0.1,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",7,7,16,32.5,21.3,259.4,1.9,0.8,1.6,2.7,0.1,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",8,8,15.9,35.2,23.3,274.5,1.8,0.7,2.1,6.8,0.1,0,0,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",9,9,15.5,31.8,19.8,239.9,1.1,0.8,6.3,39,0.2,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",9,9,15.5,32.5,21.1,262.1,1.8,0.9,2,4.3,0,0,0,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",11,11,15.1,0,0,0,0,0,17.8,80.8,0.5,3.9,31.1,0.2,NA,NA,NA
