"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,26,39,25,312,3,0,6,23,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,22,39,25,274,3,0,1,-1,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",3,3,21,34,21,263,3,1,2,13,0,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",3,3,21,34,23,220,3,0,4,14,0,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",5,5,20,36,25,301,2,0,2,2,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",5,5,20,0,0,0,0,0,25,127,1,3,24,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,5,20,28,16,156,1,1,8,62,1,0,0,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",5,5,20,33,20,263,3,1,2,5,0,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",9,9,19,0,0,0,0,0,19,99,1,5,44,0,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",10,10,18,0,0,0,0,0,19,99,0,4,36,1,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",10,10,18,39,27,300,2,1,1,2,0,0,0,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",12,12,17,0,0,0,0,0,22,74,1,4,40,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",12,12,17,0,0,0,0,0,22,106,1,2,16,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",12,12,17,33,21,213,2,1,7,31,0,0,0,0,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",12,12,17,0,0,0,0,0,0,0,0,8,117,1,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",12,12,17,0,0,0,0,0,1,10,0,6,102,1,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",17,17,16,36,23,189,2,0,2,11,0,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",17,17,16,32,22,234,2,1,4,10,0,0,0,0,NA,NA,NA
