"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"CAMNEWTON","QB","Cam Newton","CAR",1,1,21.9,31.9,18.8,231,2.3,0.8,8.5,41.7,0.3,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",2,2,21.1,26.9,17.2,210.9,2.6,0.5,6.4,39.6,0.2,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",3,3,20.2,36.6,23.9,271.6,2.7,0.5,2.7,3.8,0.1,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",4,4,20.1,37.9,23.2,317.9,2.4,0.8,1.9,3,0.1,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",5,5,19.3,38.3,25.1,302.2,2.1,0.6,1.8,2.6,0.1,0,0,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",6,6,19.2,38.7,23.7,288.7,2.4,0.6,2,4.9,0,0,0,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",7,7,18.3,40.2,26.7,297.5,2.3,0.8,2,6.6,0.1,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",8,8,18,36.4,22.6,267,2,0.5,3.5,18.8,0.1,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",9,9,17.9,38.7,25.1,310.1,2.1,1,1.7,3.6,0,0,0,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",10,10,17.4,36.1,22.5,266.8,2.2,1.2,3.4,18.9,0.1,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,11,16.9,37.4,23.2,306.4,1.6,0.8,2,6.2,0.1,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",12,12,16.8,41.6,25.3,307.3,1.9,1.2,1.2,2.1,0,0,0,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",13,13,16.1,30.8,18.3,215.1,1.7,0.7,5.6,29.5,0.2,0,0,0,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",14,14,15.4,0,0,0,0,0,22.2,108.5,0.8,1.8,15.4,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",14,14,15.4,31.2,18.8,207.8,1.4,0.4,4.2,23.7,0.2,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",16,16,14.9,39.9,25.3,284.3,1.5,0.9,2.3,7.4,0,0,0,0,NA,NA,NA
"TJYATES","QB","T.J. Yates","HOU",17,17,14.8,37.7,21.3,266.9,2,1.3,1.8,5.5,0,0,0,0,NA,NA,NA
"AJMCCARRON","QB","AJ McCarron","CIN",18,18,14.6,31,19.3,228,1.5,0.9,3.3,12.9,0.1,0,0,0,NA,NA,NA
"DAVIDJOHNSON","RB","David Johnson","ARI",19,19,14.3,0,0,0,0,0,17.8,75.7,0.6,3.2,32.4,0.2,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",19,19,14.3,34.4,21.9,242.7,1.5,1,4.2,18.3,0.1,0,0,0,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",21,21,14.2,38.3,23.4,251.6,1.5,0.9,1.9,4.7,0.1,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",22,22,14.1,34,21.6,240.3,1.5,0.9,2.4,11.4,0.1,0,0,0,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",23,23,13.9,0,0,0,0,0,19.7,82.9,0.6,2.9,21.7,0.1,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",24,24,13.7,0,0,0,0,0,19.1,73.8,0.3,5.4,48.1,0.2,NA,NA,NA
