"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,24,44,27,330,3,1,4,14,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",1,1,24,36,26,310,3,0,1,0,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",3,3,23,34,20,270,3,0,2,13,0,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",3,3,23,40,24,287,3,0,3,2,0,0,0,0,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",5,5,22,0,0,0,0,0,20,98,2,2,11,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",6,6,21,30,18,239,1,1,7,44,1,0,0,0,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",7,7,20,0,0,0,0,0,16,70,2,2,16,0,NA,NA,NA
"ALFREDBLUE","RB","Alfred Blue","HOU",8,8,19,0,0,0,0,0,23,113,1,3,23,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",8,8,19,0,0,0,0,0,22,101,1,5,31,0,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin","WAS",10,10,18,36,26,317,2,1,1,6,0,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,11,17,37,26,287,2,1,2,2,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",11,11,17,34,21,265,1,0,9,37,0,0,0,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",11,11,17,0,0,0,0,0,18,71,1,6,40,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",11,11,17,37,26,276,2,1,2,9,0,0,0,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",15,15,16,0,0,0,0,0,0,0,0,7,103,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",15,15,16,0,0,0,0,0,17,85,1,3,22,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",15,15,16,30,22,251,2,1,2,6,0,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",15,15,16,27,16,157,1,0,7,64,0,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,15,16,37,24,205,2,1,4,26,0,0,0,0,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",20,20,15,0,0,0,0,0,0,0,0,6,97,1,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",20,20,15,0,0,0,0,0,0,0,0,6,92,1,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",20,20,15,0,0,0,0,0,0,0,0,5,99,1,NA,NA,NA
