"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,25,41,26,281,2,1,6,23,1,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,24,37,26,268,4,1,3,-2,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",3,3,23,43,31,329,3,1,1,2,0,0,0,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",4,4,21,39,24,271,3,1,3,11,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",5,5,20,29,18,180,1,0,7,33,1,0,0,0,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",6,6,19,0,0,0,0,0,23,92,1,4,42,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",7,7,18,37,22,280,2,1,3,14,0,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",7,7,18,40,28,280,2,1,3,13,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",9,9,17,36,22,261,2,1,3,12,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",9,9,17,0,0,0,0,0,20,99,1,3,21,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",9,9,17,0,0,0,0,0,19,66,0,5,56,1,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",9,9,17,0,0,0,0,0,0,0,0,8,116,1,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",9,9,17,38,25,255,2,1,3,12,0,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",9,9,17,31,19,230,2,1,5,21,0,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",9,9,17,35,24,236,2,0,1,2,0,0,0,0,NA,NA,NA
"BOBBYRAINEY","RB","Bobby Rainey","TB",16,16,16,0,0,0,0,0,19,85,1,3,27,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",16,16,16,0,0,0,0,0,0,0,0,7,107,1,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",16,16,16,0,0,0,0,0,0,0,0,10,106,1,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",16,16,16,30,19,251,2,1,0,0,0,0,0,0,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",20,20,15,0,0,0,0,0,2,17,0,6,88,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",20,20,15,0,0,0,0,0,0,0,0,9,99,1,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",20,20,15,0,0,0,0,0,14,75,0,3,20,1,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",20,20,15,0,0,0,0,0,16,64,1,4,36,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,20,15,38,22,226,2,1,4,8,0,0,0,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",20,20,15,30,22,226,2,1,0,0,0,0,0,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",26,26,14,0,0,0,0,0,16,60,1,4,26,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",26,26,14,0,0,0,0,0,1,4,0,7,84,1,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",26,26,14,0,0,0,0,0,0,0,0,6,82,1,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",26,26,14,0,0,0,0,0,0,0,0,6,86,1,NA,NA,NA
"BRIANQUICK","WR","Brian Quick","STL",26,26,14,0,0,0,0,0,0,0,0,7,87,1,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",26,26,14,0,0,0,0,0,15,78,1,3,17,0,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",26,26,14,0,0,0,0,0,19,67,1,2,25,0,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",26,26,14,0,0,0,0,0,15,69,1,3,28,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",26,26,14,0,0,0,0,0,15,63,1,5,20,0,NA,NA,NA
"KNILEDAVIS","RB","Knile Davis","KC",26,26,14,0,0,0,0,0,17,63,1,4,22,0,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",26,26,14,0,0,0,0,0,16,67,1,3,29,0,NA,NA,NA
"MONTEEBALL","RB","Montee Ball","DEN",26,26,14,0,0,0,0,0,19,68,0,3,23,1,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",26,26,14,0,0,0,0,0,0,0,0,6,81,1,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",39,39,13,37,21,205,1,1,5,35,0,0,0,0,NA,NA,NA
