"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,22.8,29.9,20.4,255.6,2.9,0.3,3.3,17.7,0.2,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",2,2,22.4,42.3,28.1,312.7,2.8,0.9,3,3.7,0.2,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",3,3,19,30.4,19.2,244.7,2.3,0.7,4.2,12.1,0.2,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",4,4,17.9,39.2,24.9,300.8,1.8,0.7,2.1,3,0.1,0,0,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",5,5,17.6,38.1,23.5,280.2,1.8,0.8,3.3,18.6,0.1,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",6,6,17.3,28.2,16.1,194.3,1.6,1,8.3,42.5,0.4,0,0,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",6,6,17.3,36.4,22.5,268.7,2.2,0.6,1.9,5,0,0,0,0,NA,NA,NA
"TODDGURLEY","RB","Todd Gurley","STL",8,8,17.2,0,0,0,0,0,20.5,100.3,0.8,3,24.1,0.1,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",9,9,15.9,40.1,24.9,295.1,1.8,0.9,1.4,2.7,0,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",10,10,15.8,34.9,21.7,280.8,1.6,0.8,1.7,2.7,0.1,0,0,0,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",10,10,15.8,36.4,23.6,271.3,1.9,0.9,1.2,3.5,0,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",10,10,15.8,37.3,22.6,278.4,1.7,1,0.6,1.8,0,0,0,0,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",13,13,15.7,0,0,0,0,0,21.2,115.4,0.6,2,14.7,0.1,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","HOU",14,14,15.3,42.2,26.1,325.7,1.3,1.2,1.6,2.4,0,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",14,14,15.3,30.5,18.9,225.8,1.3,0.9,6.5,39.9,0.1,0,0,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",14,14,15.3,35.2,21.2,236.3,1.8,1.1,4.2,18.2,0.2,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",17,17,15.2,0,0,0,0,0,16.5,80.8,0.8,3.3,26,0.1,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",18,18,14.9,36.4,23,267.1,1.5,0.6,2.1,4.1,0.1,0,0,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",19,19,14.6,30.3,18.9,222.4,1.2,1,6.2,30.8,0.2,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,20,14.4,39.4,24.9,275.1,1.3,1.3,2.1,10.2,0.1,0,0,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",21,21,14.1,0,0,0,0,0,20.1,84.9,0.6,3.1,24.2,0.1,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",22,22,14,43.3,24.4,271.2,1.7,1.4,1.8,6,0.1,0,0,0,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","CLE",23,23,13.9,39.4,22.9,272.7,1.5,1.2,3.2,15.6,0.1,0,0,0,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",24,24,13.7,35.8,21.9,250.9,1.4,1.3,2.9,18.6,0.1,0,0,0,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",25,25,13.6,35.8,21.8,240.2,1.5,0.8,2.1,5.2,0.1,0,0,0,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","DAL",26,26,13.4,0,0,0,0,0,21.2,77.4,0.6,3.3,28,0.2,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",27,27,13.3,36.9,22.2,242.6,0.9,0.8,4,21.9,0.1,0,0,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",28,28,13.2,36.3,23.7,279.7,0.9,1,2.6,11.9,0,0,0,0,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",29,29,13,0,0,0,0,0,17.5,78.2,0.6,3.4,26.1,0.1,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",30,30,12.9,0,0,0,0,0,20.5,88.8,0.6,1.9,15.9,0.1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",31,31,12.8,0,0,0,0,0,0.6,3.8,0,5.9,80.3,0.8,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",32,32,12.7,0,0,0,0,0,0,0,0,5.4,85.2,0.8,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",32,32,12.7,33.3,19.8,243.8,1,0.9,3.7,18.4,0.1,0,0,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",34,34,12.6,0,0,0,0,0,18.8,81.1,0.5,2,13.8,0.1,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",35,35,12.2,0,0,0,0,0,0,0,0,7.4,106.7,0.4,NA,NA,NA
"LANDRYJONES","QB","Landry Jones","PIT",35,35,12.2,31.4,16.7,203,1.6,1.1,2.2,6.7,0.1,0,0,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",37,37,12,0,0,0,0,0,0,0,0,7.2,93,0.5,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",37,37,12,0,0,0,0,0,0.2,1.4,0,7.3,96.3,0.5,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","DAL",39,39,11.8,30,18.4,212.9,1.5,1,2.6,7.7,0.1,0,0,0,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",40,40,11.4,0,0,0,0,0,16.6,75.8,0.7,0.6,5,0,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",41,41,11.3,29.4,18.3,215,0.9,0.8,3.4,11.3,0.1,0,0,0,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",42,42,11.2,0,0,0,0,0,0.5,3.3,0,7.2,77.4,0.7,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",43,43,11.1,0,0,0,0,0,20.3,84.1,0.5,0.7,5,0,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",44,44,11,0,0,0,0,0,0,0,0,6.2,89.7,0.5,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",44,44,11,0,0,0,0,0,0.1,0.9,0,6,83.7,0.5,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",46,46,10.8,0,0,0,0,0,18.3,74.7,0.4,2.3,18.4,0.1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",46,46,10.8,0,0,0,0,0,0,0,0,5.7,69.5,0.8,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",48,48,10.7,0,0,0,0,0,0.3,1.7,0,6.9,96.1,0.3,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","OAK",48,48,10.7,0,0,0,0,0,0.2,1.5,0,5.9,79.2,0.6,NA,NA,NA
"NICKFOLES","QB","Nick Foles","STL",48,48,10.7,26.6,16.8,190.7,1,0.4,2.1,8.7,0.1,0,0,0,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",51,51,10.6,0,0,0,0,0,0,0,0,6.4,76.7,0.6,NA,NA,NA
