"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"TOMBRADY","QB","Tom Brady","NE",1,1,21.2,40.8,25.4,283,2.8,0.7,2.8,3.5,0.1,0,0,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",2,2,20.3,35.8,23.7,297.5,2.7,0.6,1.8,5.1,0,0,0,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",3,3,19.5,36.9,24.1,318.2,2.3,0.9,1.7,2.7,0.1,0,0,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",4,4,19.4,0,0,0,0,0,22.7,95.5,0.9,5.1,46.4,0.2,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",5,5,18.5,27.6,16.8,202.4,1.5,0.8,8.9,44.1,0.4,0,0,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",6,6,18.2,42.2,27.1,306.3,2.1,1,1.9,6.2,0.1,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",7,7,18.1,36,21.9,263.9,2,0.5,3.3,18,0.1,0,0,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",8,8,17.8,35.5,21.8,261.1,2.2,1,3.4,19.5,0.1,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",9,9,17.7,35.6,22.4,270.8,2,1,3.8,11.1,0.2,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",10,10,17.3,38.7,23.6,287,2.2,1.2,1.3,2.8,0,0,0,0,NA,NA,NA
"CHARCANDRICKWEST","RB","Charcandrick West","KC",11,11,16.4,0,0,0,0,0,17.3,82.3,0.9,3.3,25.8,0.2,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",12,12,16.2,28.6,18.2,221.9,1.2,0.6,6.4,40.5,0.2,0,0,0,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",13,13,16,0,0,0,0,0,22.7,105.2,0.8,1.8,14.7,0.1,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","DAL",13,13,16,0,0,0,0,0,23,90.2,0.7,3.4,29.3,0.2,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",15,15,15.9,38.4,25.7,296.2,1.6,0.8,2.8,8.8,0.1,0,0,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",15,15,15.9,32.7,20.8,268,1.9,0.7,1.7,4.5,0,0,0,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",17,17,15.3,33.9,21.4,241.1,1.7,1.1,4.2,18.4,0.2,0,0,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",17,17,15.3,31.5,19.1,220.1,1.3,0.8,6.7,33,0.2,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",19,19,15.1,0,0,0,0,0,19.9,83.9,0.8,3.3,25.6,0.1,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",19,19,15.1,41.8,26.5,290.9,1.8,1.3,2.2,6.5,0.1,0,0,0,NA,NA,NA
