"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"TOMBRADY","QB","Tom Brady","NE",1,1,20.6,39.5,25.5,279.2,2.5,0.7,2.8,3.5,0.2,0,0,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",2,2,19.3,40.7,26.2,326.6,2.1,0.9,1.9,4.1,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",3,3,19,30.9,18.8,227.1,1.5,0.9,8.7,44.6,0.4,0,0,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",4,4,18.6,0,0,0,0,0,21.2,88.2,1.1,4,36.7,0.2,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",4,4,18.6,33.2,22.1,256.1,2.3,0.5,2.5,8,0.1,0,0,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",6,6,17.6,32.9,21.7,251.9,1.4,0.4,4,21.2,0.2,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",7,7,17.4,36.1,24.8,308.7,1.8,0.7,1.9,5.8,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",8,8,16.9,33.7,21.5,261.8,1.8,0.7,3.6,19.1,0.1,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",8,8,16.9,33.3,21.1,261.2,1.7,0.7,3.8,11.1,0.1,0,0,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",10,10,16.7,0,0,0,0,0,18.8,102.1,0.7,3.3,26,0.1,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",11,11,16.6,42.2,28.2,324.9,1.7,1,1.6,2.5,0.1,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",11,11,16.6,38.2,24.3,295,1.8,0.7,1.5,2.8,0,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",13,13,16.4,39.9,24.5,275,1.7,1.1,2.1,10,0.1,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",14,14,16.1,0,0,0,0,0,18,88,0.5,5.3,44.1,0.2,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",15,15,15.7,32.8,19,246.8,2,0.8,2.1,3.5,0.1,0,0,0,NA,NA,NA
"TODDGURLEY","RB","Todd Gurley","STL",15,15,15.7,0,0,0,0,0,20.4,92.2,0.9,2.4,19.7,0.1,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",17,17,15.6,42.7,24.8,297.8,1.6,1.4,3.8,18.4,0.1,0,0,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",18,18,15.5,38.8,22.3,256,1.8,1,2.2,7,0.1,0,0,0,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",19,19,15.4,33,21,243.8,1.9,1,2.8,18,0.1,0,0,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",19,19,15.4,0,0,0,0,0,21.6,99.1,0.5,3.4,31,0.1,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",21,21,15.3,29.9,19.6,239.3,1,0.5,6.5,39.3,0.1,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",22,22,15.1,41.6,25,297.4,1.7,1.2,0.9,-0.2,0,0,0,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",23,23,15,34.4,21.7,249,1.8,0.7,1.7,3.4,0.1,0,0,0,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","HOU",24,24,14.9,34.8,20.6,264.6,1.8,1.3,1.6,2.6,0,0,0,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",24,24,14.9,33.8,21.5,234.8,1.7,1.1,4.3,18.9,0.2,0,0,0,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",26,26,14.3,0,0,0,0,0,0,0,0,7.2,91.8,0.9,NA,NA,NA
