"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"TOMBRADY","QB","Tom Brady","NE",1,1,21.6,36.5,24.9,276.3,2.6,0.4,2.8,3.4,0.2,0,0,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",2,2,20.3,0,0,0,0,0,23.7,104.9,0.9,4.8,44.2,0.2,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",3,3,19.6,36.8,23.9,304.2,2.4,0.9,1.8,3.9,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",4,4,18.1,31.7,18,215.3,1.6,1.1,8.1,41.1,0.4,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",5,5,18,37.2,23.9,289.7,1.9,0.8,3.5,19.1,0.1,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",6,6,17.8,38.1,24.6,311.1,2,0.9,2.1,6.2,0,0,0,0,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",7,7,17.7,36.8,23.5,283.3,2.1,0.9,1.8,2.7,0.1,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",7,7,17.7,36,23.1,277.2,2.1,0.7,1.5,2.9,0,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",9,9,17.5,29.5,17.7,223.3,2.1,0.6,4.4,12.8,0.2,0,0,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",10,10,16.3,39.3,25.4,315.9,1.6,1,0.9,-0.2,0,0,0,0,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",10,10,16.3,28.7,17.9,207.9,1.5,0.8,6.4,31.7,0.2,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",12,12,15.8,41,24.4,290,1.6,1.3,3.6,17.9,0.1,0,0,0,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",12,12,15.8,33.3,21,251,1.7,0.9,2.7,17.5,0.1,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",12,12,15.8,35.7,24.2,279,1.6,0.8,2.8,9,0.1,0,0,0,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,15,15,38.8,23.1,253.9,1.6,1.1,2.2,10.3,0.1,0,0,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",16,16,14.9,32.8,21.1,237.9,1.6,0.9,4.3,19.1,0.1,0,0,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",17,17,14.8,0,0,0,0,0,0.3,1.7,0,8.2,110.9,0.6,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",18,18,14.6,31,19.1,231,1.6,1.2,3.9,12.7,0.2,0,0,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",19,19,14.3,40.4,23.9,277.1,1.2,1.1,3.1,17.6,0,0,0,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",20,20,14.1,38.3,23.9,274.3,1.6,0.9,1.9,4.7,0,0,0,0,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",21,21,13.6,0,0,0,0,0,17.6,91.4,0.8,0.6,4.6,0,NA,NA,NA
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",22,22,13.5,35.2,21.3,259.8,1.1,1.2,5.5,27.4,0.1,0,0,0,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",23,23,13.3,33.3,20.9,241.9,1.3,0.9,2.5,11.8,0.1,0,0,0,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",24,24,13.2,0,0,0,0,0,16.6,71.3,0.8,2.4,17.8,0.1,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",25,25,13,37,23.8,265.5,1.1,0.7,1.9,4.9,0.1,0,0,0,NA,NA,NA
"TODDGURLEY","RB","Todd Gurley","STL",25,25,13,0,0,0,0,0,18,84.2,0.6,1.9,14.9,0.1,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",27,27,12.8,40.6,25,289.3,1.2,1.3,1,3.1,0,0,0,0,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","DAL",28,28,12.6,0,0,0,0,0,19.7,72.8,0.4,3.6,30.6,0.1,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",29,29,12.5,0,0,0,0,0,19.1,82.1,0.4,2.8,21.3,0.1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",29,29,12.5,0,0,0,0,0,0,0,0,7.5,96.8,0.6,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",31,31,12.2,0,0,0,0,0,19.8,81.1,0.5,2.1,17,0.1,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",31,31,12.2,0,0,0,0,0,0.3,1.7,0,6.8,89.8,0.7,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",33,33,12.1,0,0,0,0,0,0,0,0,5.2,81.6,0.7,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",34,34,12,0,0,0,0,0,19.6,82.8,0.5,1.5,10.6,0.1,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",34,34,12,0,0,0,0,0,0,0,0,7.7,99.7,0.5,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",36,36,11.4,0,0,0,0,0,14.4,65.9,0.5,3.4,26.8,0.1,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","BUF",36,36,11.4,0,0,0,0,0,17.6,77,0.5,2.5,18,0.1,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",38,38,11.2,0,0,0,0,0,15,77.1,0.7,0.3,2.2,0,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","DAL",38,38,11.2,31.6,19.5,225.8,1,1.2,2.9,13,0.1,0,0,0,NA,NA,NA
"BLAINEGABBERT","QB","Blaine Gabbert","SF",40,40,11.1,34.1,20.9,242.2,1,1,2,6.5,0.1,0,0,0,NA,NA,NA
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",40,40,11.1,0,0,0,0,0,17.2,76.1,0.5,2.3,18.4,0.1,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",40,40,11.1,0,0,0,0,0,18.8,84.6,0.5,0.9,6,0,NA,NA,NA
