"name","pos","name_espn","team_espn","positionRank_espn","overallRank_espn","pts_espn","passAtt_espn","passComp_espn","passYds_espn","passTds_espn","passInt_espn","rushAtt_espn","rushYds_espn","rushTds_espn","rec_espn","recYds_espn","recTds_espn","returnTds_espn","twoPts_espn","fumbles_espn"
"PEYTONMANNING","QB","Peyton Manning","DEN",1,1,28,40,27,318,4,0,2,-2,0,0,0,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",2,2,21,40,24,259,3,1,4,12,0,0,0,0,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",3,3,19,45,30,311,2,1,4,13,0,0,0,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",3,3,19,36,25,285,2,0,2,2,0,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",3,3,19,0,0,0,0,0,19,99,1,5,48,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",3,3,19,0,0,0,0,0,20,83,1,6,50,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",3,3,19,28,22,252,2,0,5,10,0,0,0,0,NA,NA,NA
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",8,8,18,0,0,0,0,0,17,74,0,5,52,1,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",8,8,18,35,24,265,2,1,4,23,0,0,0,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",10,10,17,0,0,0,0,0,20,92,1,3,24,0,NA,NA,NA
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",10,10,17,36,23,276,2,1,2,8,0,0,0,0,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",10,10,17,0,0,0,0,0,24,85,1,5,32,0,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",10,10,17,40,28,286,2,1,2,3,0,0,0,0,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",10,10,17,43,29,334,2,2,1,3,0,0,0,0,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",10,10,17,28,20,220,2,1,5,35,0,0,0,0,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",16,16,16,33,21,203,2,0,2,8,0,0,0,0,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",16,16,16,31,21,251,2,1,3,6,0,0,0,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",16,16,16,0,0,0,0,0,0,2,0,7,103,1,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",16,16,16,0,0,0,0,0,18,83,1,2,21,0,NA,NA,NA
"BRANDENOLIVER","RB","Branden Oliver","SD",16,16,16,0,0,0,0,0,23,87,1,3,20,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",16,16,16,31,17,219,2,0,2,4,0,0,0,0,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",16,16,16,0,0,0,0,0,0,0,0,6,101,1,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",16,16,16,0,0,0,0,0,0,0,0,8,105,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",16,16,16,0,0,0,0,0,16,80,1,3,29,0,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",16,16,16,34,22,256,2,1,4,7,0,0,0,0,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",16,16,16,37,25,314,2,2,2,9,0,0,0,0,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",16,16,16,36,26,235,2,1,3,11,0,0,0,0,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",28,28,15,0,0,0,0,0,24,83,1,3,17,0,NA,NA,NA
"AUSTINDAVIS","QB","Austin Davis","STL",28,28,15,39,24,240,2,1,1,4,0,0,0,0,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",28,28,15,0,0,0,0,0,0,0,0,7,91,1,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",28,28,15,0,0,0,0,0,0,0,0,7,93,1,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",28,28,15,0,0,0,0,0,0,0,0,8,95,1,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",28,28,15,0,0,0,0,0,0,0,0,7,92,1,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",28,28,15,39,22,282,2,2,2,9,0,0,0,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",28,28,15,39,24,227,2,1,2,2,0,0,0,0,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",36,36,14,0,0,0,0,0,1,6,0,6,83,1,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",36,36,14,0,0,0,0,0,18,52,0,4,37,1,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",36,36,14,0,0,0,0,0,15,60,0,2,20,1,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",36,36,14,0,0,0,0,0,0,0,0,7,88,1,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",36,36,14,0,0,0,0,0,18,89,1,1,7,0,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",36,36,14,0,0,0,0,0,11,53,1,4,32,0,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",36,36,14,0,0,0,0,0,0,0,0,5,88,1,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",36,36,14,0,0,0,0,0,15,50,1,5,32,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",36,36,14,0,0,0,0,0,11,58,1,6,31,0,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",45,45,13,0,0,0,0,0,0,0,0,5,74,1,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",45,45,13,35,21,232,1,0,1,1,0,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",45,45,13,42,24,245,1,1,6,27,0,0,0,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",45,45,13,0,0,0,0,0,13,56,1,2,20,0,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",45,45,13,22,16,162,1,1,10,50,0,0,0,0,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",45,45,13,0,0,0,0,0,0,0,0,8,71,1,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",45,45,13,0,0,0,0,0,0,0,0,7,72,1,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",45,45,13,0,0,0,0,0,15,78,1,2,9,0,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",45,45,13,0,0,0,0,0,1,4,0,6,71,1,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","NYJ",45,45,13,0,0,0,0,0,2,26,0,6,53,1,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",45,45,13,0,0,0,0,0,0,0,0,7,79,1,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",45,45,13,0,0,0,0,0,0,0,0,6,71,1,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",45,45,13,0,0,0,0,0,0,0,0,5,79,1,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",45,45,13,0,0,0,0,0,0,0,0,5,71,1,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",59,59,12,0,0,0,0,0,18,62,1,1,9,0,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",59,59,12,0,0,0,0,0,0,0,0,5,66,1,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",59,59,12,0,0,0,0,0,0,0,0,5,64,1,NA,NA,NA
"BRIANQUICK","WR","Brian Quick","STL",59,59,12,0,0,0,0,0,0,0,0,5,65,1,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",59,59,12,0,0,0,0,0,5,32,0,3,39,1,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",59,59,12,0,0,0,0,0,0,0,0,4,65,1,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",59,59,12,0,0,0,0,0,14,51,1,2,13,0,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",59,59,12,0,0,0,0,0,0,0,0,6,61,1,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",59,59,12,0,0,0,0,0,0,0,0,7,68,1,NA,NA,NA
"KEENANALLEN","WR","Keenan Allen","SD",59,59,12,0,0,0,0,0,0,0,0,6,60,1,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",59,59,12,0,0,0,0,0,1,11,0,6,52,1,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",59,59,12,0,0,0,0,0,18,54,1,3,14,0,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",59,59,12,0,0,0,0,0,0,0,0,6,68,1,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","ATL",59,59,12,0,0,0,0,0,12,51,1,2,16,0,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",59,59,12,0,0,0,0,0,0,0,0,4,64,1,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",59,59,12,0,0,0,0,0,0,0,0,6,68,1,NA,NA,NA
"VICTORCRUZ","WR","Victor Cruz","NYG",59,59,12,0,0,0,0,0,0,0,0,4,64,1,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",76,76,11,0,0,0,0,0,0,0,0,5,54,1,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",76,76,11,0,0,0,0,0,13,34,1,3,29,0,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",76,76,11,0,0,0,0,0,0,0,0,5,55,1,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",76,76,11,0,0,0,0,0,7,40,1,1,12,0,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",76,76,11,0,0,0,0,0,0,0,0,5,53,1,NA,NA,NA
"LARRYDONNELL","TE","Larry Donnell","NYG",76,76,11,0,0,0,0,0,0,0,0,6,57,1,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",76,76,11,0,0,0,0,0,13,45,1,2,19,0,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","BAL",76,76,11,0,0,0,0,0,0,0,0,6,58,1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",76,76,11,0,0,0,0,0,0,0,0,5,52,1,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",85,85,10,0,0,0,0,0,14,73,0,4,30,0,NA,NA,NA
"BENTATE","RB","Ben Tate","MIN",85,85,10,0,0,0,0,0,18,94,0,2,11,0,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",85,85,10,0,0,0,0,0,0,0,0,4,40,1,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",85,85,10,0,0,0,0,0,0,0,0,4,40,1,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",85,85,10,0,0,0,0,0,0,0,0,4,41,1,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",85,85,10,0,0,0,0,0,0,0,0,5,47,1,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",85,85,10,0,0,0,0,0,0,0,0,3,47,1,NA,NA,NA
"MIKEGLENNON","QB","Mike Glennon","TB",85,85,10,34,20,223,1,1,1,4,0,0,0,0,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",85,85,10,0,0,0,0,0,0,0,0,5,41,1,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",85,85,10,38,21,187,1,1,3,15,0,0,0,0,NA,NA,NA
"WESWELKER","WR","Wes Welker","DEN",85,85,10,0,0,0,0,0,0,0,0,5,43,1,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAC",96,96,9,34,20,201,1,2,3,13,0,0,0,0,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts III","JAC",96,96,9,0,0,0,0,0,0,0,0,3,32,1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",96,96,9,36,22,171,1,1,1,13,0,0,0,0,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",96,96,9,0,0,0,0,0,7,30,1,0,0,0,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",96,96,9,32,18,175,1,1,1,2,0,0,0,0,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",101,101,8,0,0,0,0,0,0,0,0,2,27,1,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",101,101,8,28,16,213,1,2,2,6,0,0,0,0,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",101,101,8,0,0,0,0,0,0,0,0,7,80,0,NA,NA,NA
"GENOSMITH","QB","Geno Smith","NYJ",104,104,7,38,20,200,0,1,5,18,0,0,0,0,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",104,104,7,0,0,0,0,0,0,0,0,4,70,0,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",104,104,7,0,0,0,0,0,0,0,0,6,75,0,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",107,107,6,0,0,0,0,0,0,0,0,6,64,0,NA,NA,NA
"DARRINREAVES","RB","Darrin Reaves","CAR",107,107,6,0,0,0,0,0,10,40,0,3,21,0,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",107,107,6,0,0,0,0,0,0,0,0,4,69,0,NA,NA,NA
"KNOWSHONMORENO","RB","Knowshon Moreno","MIA",107,107,6,0,0,0,0,0,12,55,0,2,15,0,NA,NA,NA
"STORMJOHNSON","RB","Storm Johnson","JAC",107,107,6,0,0,0,0,0,16,56,0,3,19,0,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",107,107,6,0,0,0,0,0,12,48,0,3,25,0,NA,NA,NA
"ZACSTACY","RB","Zac Stacy","STL",107,107,6,0,0,0,0,0,10,38,0,3,34,0,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAC",114,114,5,0,0,0,0,0,0,0,0,4,52,0,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","ATL",114,114,5,0,0,0,0,0,1,12,0,3,45,0,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","SD",114,114,5,0,0,0,0,0,0,0,0,4,52,0,NA,NA,NA
