"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"PEYTONMANNING","QB","Peyton Manning","DEN",1,1,28.8,39,28,335,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",2,2,24.8,30,18,225,1,0,6,35,1,NA,NA,NA,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,24.8,38,24,295,2,1,6,20,0,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",4,4,24,35,23,280,2,1,4,20,0,NA,NA,NA,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",5,5,23.8,41,27,315,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",6,6,23.5,39,26,290,2,1,3,10,0,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",6,6,23.5,30,19,220,1,0,5,25,1,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",8,8,23,37,24,260,2,1,3,20,0,NA,NA,NA,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",9,9,22.5,38,26,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",10,10,22.3,35,21,265,2,0,2,10,0,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",11,11,22,39,24,280,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",11,11,22,39,25,270,2,1,1,5,0,NA,NA,NA,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",11,11,22,41,24,270,2,0,4,5,0,NA,NA,NA,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",11,11,22,39,24,270,2,0,1,5,0,NA,NA,NA,NA,NA,NA
