"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"DREWBREES","QB","Drew Brees","NO",1,1,27.8,41,27,315,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,25.3,41,26,315,2,0,4,15,0,NA,NA,NA,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",3,3,25,26,15,210,1,0,9,45,1,NA,NA,NA,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",4,4,23.8,44,26,305,2,0,1,5,0,NA,NA,NA,NA,NA,NA
"MARKSANCHEZ","QB","Mark Sanchez","PHI",4,4,23.8,40,26,295,2,1,3,10,0,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",6,6,23.5,35,23,280,2,0,3,15,0,NA,NA,NA,NA,NA,NA
"JAYCUTLER","QB","Jay Cutler","CHI",7,7,23.3,45,28,285,2,1,3,10,0,NA,NA,NA,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",8,8,22.5,34,25,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",8,8,22.5,38,26,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",10,10,22,39,24,280,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",11,11,21.8,43,27,275,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",11,11,21.8,37,23,275,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",1,13,21.5,NA,NA,NA,NA,NA,26,110,1,7,45,0,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",13,14,21.3,40,24,265,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",13,14,21.3,35,21,265,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"TONYROMO","QB","Tony Romo","DAL",13,14,21.3,34,22,265,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",16,17,20.5,32,19,250,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",2,17,20.5,NA,NA,NA,NA,NA,27,120,1,3,25,0,NA,NA,NA
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",17,19,19.3,36,21,235,1,1,9,35,0,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",17,19,19.3,34,20,255,1,1,5,25,0,NA,NA,NA,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,21,18,NA,NA,NA,NA,NA,21,95,1,4,25,0,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",3,21,18,NA,NA,NA,NA,NA,23,90,1,4,30,0,NA,NA,NA
"CJANDERSON","RB","C.J. Anderson","DEN",5,23,17.5,NA,NA,NA,NA,NA,24,85,1,3,30,0,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",5,23,17.5,NA,NA,NA,NA,NA,22,95,1,3,20,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",5,23,17.5,NA,NA,NA,NA,NA,17,70,1,6,45,0,NA,NA,NA
"JAKELOCKER","QB","Jake Locker","TEN",19,26,17.3,35,22,235,1,0,7,15,0,NA,NA,NA,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",20,27,17,31,20,240,1,1,1,10,0,NA,NA,NA,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",21,28,16.8,34,20,225,1,1,4,15,0,NA,NA,NA,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","CAR",22,29,16.5,35,21,240,1,0,1,5,0,NA,NA,NA,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",22,29,16.5,31,19,220,1,0,4,15,0,NA,NA,NA,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",1,29,16.5,NA,NA,NA,NA,NA,NA,NA,NA,8,105,1,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,29,16.5,NA,NA,NA,NA,NA,NA,NA,NA,8,105,1,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",24,33,16.3,34,20,225,1,1,3,10,0,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",24,33,16.3,28,16,205,1,1,3,20,0,NA,NA,NA,NA,NA,NA
