"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,30.3,44,27,335,3,0,4,15,0,NA,NA,NA,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",2,2,23.8,29,17,235,2,0,10,40,0,NA,NA,NA,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,23.3,36,26,305,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",3,3,23.3,34,22,255,2,0,5,25,0,NA,NA,NA,NA,NA,NA
"NICKFOLES","QB","Nick Foles","PHI",5,5,23,37,25,280,2,0,3,10,0,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",6,6,22.8,33,20,245,2,0,4,25,0,NA,NA,NA,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",7,7,22.5,38,24,290,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",8,8,22.3,40,24,285,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",8,8,22.3,45,28,285,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"JOEFLACCO","QB","Joe Flacco","BAL",10,10,21.8,34,20,265,2,0,1,5,0,NA,NA,NA,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",10,10,21.8,39,24,275,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",12,12,21.5,40,24,270,2,1,0,0,0,NA,NA,NA,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",13,13,20.8,36,23,255,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",13,13,20.8,36,21,245,2,0,2,5,0,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",15,15,20.3,34,20,255,1,1,7,35,0,NA,NA,NA,NA,NA,NA
"MIKEGLENNON","QB","Mike Glennon","TB",16,16,19.8,34,20,235,2,0,0,0,0,NA,NA,NA,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",1,17,19.5,NA,NA,NA,NA,NA,28,110,1,3,25,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAC",17,18,18.3,32,20,225,1,2,5,30,0,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",17,18,18.3,36,23,255,1,1,3,15,0,NA,NA,NA,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",2,20,18,NA,NA,NA,NA,NA,26,105,1,2,15,0,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","KC",19,21,17.8,32,19,225,1,0,6,25,0,NA,NA,NA,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",20,22,17.3,37,22,245,1,1,8,10,0,NA,NA,NA,NA,NA,NA
"MICHAELVICK","QB","Michael Vick","NYJ",20,22,17.3,28,17,215,1,1,6,25,0,NA,NA,NA,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,24,17,NA,NA,NA,NA,NA,18,80,1,4,30,0,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",3,24,17,NA,NA,NA,NA,NA,20,75,1,5,35,0,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",22,26,16.8,30,20,235,1,1,1,10,0,NA,NA,NA,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",23,27,16.5,32,20,240,1,1,2,5,0,NA,NA,NA,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",5,27,16.5,NA,NA,NA,NA,NA,21,85,1,4,20,0,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",1,27,16.5,NA,NA,NA,NA,NA,NA,NA,NA,7,105,1,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",24,30,16.3,31,19,235,1,1,1,5,0,NA,NA,NA,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",25,31,16,33,20,220,1,1,3,10,0,NA,NA,NA,NA,NA,NA
"BRANDENOLIVER","RB","Branden Oliver","SD",6,31,16,NA,NA,NA,NA,NA,20,75,1,4,25,0,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",2,31,16,NA,NA,NA,NA,NA,NA,NA,NA,8,100,1,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,31,16,NA,NA,NA,NA,NA,NA,NA,NA,7,100,1,NA,NA,NA
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",7,35,15.5,NA,NA,NA,NA,NA,19,75,1,3,20,0,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",7,35,15.5,NA,NA,NA,NA,NA,16,80,1,2,15,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",7,35,15.5,NA,NA,NA,NA,NA,19,75,1,3,20,0,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",4,35,15.5,NA,NA,NA,NA,NA,NA,NA,NA,7,95,1,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",10,39,15,NA,NA,NA,NA,NA,19,75,1,2,15,0,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",10,39,15,NA,NA,NA,NA,NA,17,80,1,1,10,0,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",5,39,15,NA,NA,NA,NA,NA,NA,NA,NA,7,90,1,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",12,42,14.5,NA,NA,NA,NA,NA,12,50,1,5,35,0,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",12,42,14.5,NA,NA,NA,NA,NA,18,75,1,1,10,0,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",12,42,14.5,NA,NA,NA,NA,NA,12,50,1,5,35,0,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",6,42,14.5,NA,NA,NA,NA,NA,NA,NA,NA,6,85,1,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",6,42,14.5,NA,NA,NA,NA,NA,NA,NA,NA,6,85,1,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",8,47,14,NA,NA,NA,NA,NA,NA,NA,NA,6,80,1,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",15,48,13.5,NA,NA,NA,NA,NA,15,65,1,1,10,0,NA,NA,NA
"KEENANALLEN","WR","Keenan Allen","SD",9,48,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",9,48,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",9,48,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",9,48,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",9,48,13.5,NA,NA,NA,NA,NA,NA,NA,NA,6,75,1,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",9,48,13.5,NA,NA,NA,NA,NA,NA,NA,NA,5,75,1,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",16,55,13,NA,NA,NA,NA,NA,18,70,1,0,0,0,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",15,55,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",15,55,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",15,55,13,NA,NA,NA,NA,NA,NA,NA,NA,5,70,1,NA,NA,NA
