displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Dexter McCluster,TEN,5.9,21.7,0.1,2.8,22.2,0.1,0.1
Duke Johnson,CLE,6.5,21.5,0.1,4.6,36.7,0.2,0.1
C.J. Spiller,NO,3.7,21.0,0.1,3.0,27.0,0.2,0.1
Andre Ellington,ARI,5.0,19.4,0.1,1.9,17.0,0.1,0.2
Orleans Darkwa,NYG,4.4,19.3,0.2,0.8,5.6,0.0,0.1
Tevin Coleman,ATL,5.7,19.0,0.1,0.4,2.6,0.0,0.1
Bishop Sankey,TEN,4.4,18.1,0.1,0.9,7.5,0.0,0.1
David Johnson,ARI,3.5,17.9,0.3,1.3,10.7,0.0,0.1
Javorius Allen,BAL,5.8,17.7,0.2,1.0,5.6,0.0,0.1
Jerick McKinnon,MIN,3.9,17.3,0.0,0.3,1.8,0.0,0.1
Joique Bell,DET,5.8,17.1,0.2,1.8,12.2,0.0,0.1
Branden Oliver,SD,5.1,16.7,0.2,1.8,15.0,0.0,0.1
Knile Davis,KC,4.6,16.3,0.2,0.9,6.9,0.0,0.1
Robert Turbin,CLE,6.3,16.1,0.2,1.2,6.7,0.0,0.1
DeAngelo Williams,PIT,4.0,16.0,0.1,0.8,6.1,0.0,0.1
Andre Williams,NYG,5.1,15.5,0.2,0.2,1.1,0.0,0.1
Zac Stacy,NYJ,4.5,14.9,0.2,1.1,6.5,0.0,0.1
Jeremy Langford,CHI,3.5,14.7,0.1,1.0,6.7,0.0,0.1
Reggie Bush,SF,4.4,14.3,0.0,2.7,18.2,0.0,0.2
Jonathan Grimes,HOU,3.5,13.2,0.1,1.2,9.2,0.0,0.1
Jonas Gray,MIA,2.9,12.1,0.1,0.5,3.7,0.0,0.1
Ahmad Bradshaw,IND,3.5,11.6,0.1,1.2,9.2,0.0,0.2
Mike Tolbert,CAR,3.2,11.2,0.2,1.1,7.0,0.0,0.0
Bilal Powell,NYJ,5.1,10.9,0.0,2.0,12.9,0.0,0.1
Tre Mason,STL,2.6,10.1,0.1,0.6,4.4,0.0,0.1
Benjamin Cunningham,STL,3.2,9.8,0.0,2.1,16.9,0.0,0.1
Damien Williams,MIA,2.3,9.3,0.1,1.0,6.6,0.0,0.1
Roy Helu,OAK,2.6,9.0,0.0,1.3,10.0,0.0,0.1
James White,NE,1.3,8.4,0.1,1.5,9.9,0.1,0.0
Mike Davis,SF,2.2,8.3,0.0,0.6,4.7,0.0,0.1
Taiwan Jones,OAK,2.2,8.0,0.0,0.9,6.2,0.0,0.1
Theo Riddick,DET,2.9,7.4,0.0,4.0,37.3,0.2,0.1
Juwan Thompson,DEN,1.8,7.4,0.1,0.4,3.7,0.0,0.0
Stevan Ridley,NYJ,1.7,6.6,0.0,1.0,6.8,0.0,0.0
Josh Robinson,IND,1.5,6.3,0.1,0.7,4.8,0.0,0.2
Fozzy Whittaker,CAR,1.4,5.9,0.0,1.0,7.3,0.0,0.1
Matt Asiata,MIN,1.6,5.9,0.0,1.0,6.2,0.0,0.1
Fred Jackson,SEA,1.6,5.7,0.0,1.8,15.5,0.0,0.0
Spencer Ware,KC,1.4,5.2,0.1,0.3,1.1,0.0,0.0
Terrance West,TEN,1.2,4.4,0.0,0.2,0.8,0.0,0.0
Jay Prosch,HOU,0.9,4.4,0.0,0.1,0.9,0.0,0.0
Will Johnson,PIT,1.2,4.4,0.2,0.4,2.3,0.0,0.0
Marcel Reece,OAK,1.2,4.3,0.0,2.0,17.9,0.1,0.0
Cameron Artis-Payne,CAR,1.0,3.8,0.0,0.2,1.0,0.0,0.0
Stepfan Taylor,ARI,0.8,3.8,0.0,0.1,0.8,0.0,0.0
Austin Johnson,NO,1.3,3.6,0.2,0.6,1.9,0.1,0.0
KaDeem Carey,CHI,0.7,3.4,0.0,0.2,1.9,0.0,0.0
Bobby Rainey,TB,0.8,3.3,0.0,0.5,3.5,0.0,0.0
Jalston Fowler,TEN,0.7,2.7,0.0,0.2,2.5,0.0,0.0
Terron Ward,ATL,0.6,2.7,0.0,0.4,3.6,0.0,0.0
John Kuhn,GB,0.8,2.4,0.1,0.5,3.8,0.0,0.0
Anthony Sherman,KC,0.8,2.3,0.0,0.6,4.5,0.0,0.0
Jamize Olawale,OAK,0.7,2.3,0.0,0.1,0.5,0.0,0.0
Dri Archer,PIT,0.5,2.3,0.0,0.2,1.5,0.0,0.0
George Winn,DET,0.6,2.2,0.0,0.1,0.2,0.0,0.0
Seantavius Jones,NO,0.6,1.9,0.0,0.0,0.0,0.0,0.0
Brandon Bolden,NE,0.4,1.8,0.0,0.1,1.0,0.0,0.0
Zach Line,MIN,0.5,1.6,0.1,0.3,4.6,0.0,0.0
Jorvorskie Lane,TB,0.5,1.6,0.0,0.0,0.2,0.0,0.0
Donald Brown,SD,0.4,1.5,0.0,0.2,1.4,0.0,0.0
Tommy Bohanon,NYJ,0.5,1.3,0.0,0.6,5.8,0.0,0.0
Jordan Todman,PIT,0.3,1.2,0.0,0.1,0.4,0.0,0.0
Nikita Whitlock,NYG,0.3,1.1,0.0,0.1,1.1,0.0,0.0
Michael Burton,DET,0.4,1.1,0.0,0.3,1.8,0.0,0.0
Rex Burkhead,CIN,0.4,1.1,0.0,0.5,3.5,0.0,0.0
Cedric Peerman,CIN,0.3,1.0,0.0,0.2,1.3,0.0,0.0
Alonzo Harris,GB,0.2,1.0,0.0,0.1,0.4,0.0,0.0
Jarryd Hayne,SF,0.4,1.0,0.0,0.1,0.9,0.0,0.0
Chase Reynolds,STL,0.2,0.9,0.0,0.1,0.7,0.0,0.0
Marcus Murphy,NO,0.2,0.8,0.0,0.1,0.7,0.0,0.0
Zurlon Tipton,IND,0.2,0.7,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,SEA,0.3,0.7,0.0,0.4,3.5,0.1,0.0
Kyle Juszczyk,BAL,0.2,0.7,0.0,1.5,11.5,0.1,0.1
Tyler Clutts,DAL,0.2,0.5,0.0,0.4,1.8,0.0,0.1
Shaun Draughn,CLE,0.1,0.5,0.0,0.0,0.0,0.0,0.0
Patrick DiMarco,ATL,0.1,0.3,0.0,0.6,4.5,0.0,0.0
Isaiah Pead,STL,0.1,0.3,0.0,0.0,0.0,0.0,0.0
Tim Hightower,NO,0.1,0.3,0.0,0.0,0.0,0.0,0.0
Bruce Miller,SF,0.1,0.2,0.0,0.8,8.6,0.0,0.0
Aaron Ripkowski,GB,0.0,0.1,0.0,0.0,0.1,0.0,0.0
Darrel Young,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Felton,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Smith,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antone Smith,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Tukuafu,SEA,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Fitzgerald Toussaint,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Dixon,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Gerhart,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mathews,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Sproles,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMarco Murray,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travaris Cadet,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeSean McCoy,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
