displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Julio Jones,ATL,7.2,97.7,0.6,0.0,0.0,0.0,0.1
Mike Evans,TB,6.2,89.1,0.5,0.0,0.0,0.0,0.1
DeAndre Hopkins,HOU,6.4,84.8,0.5,0.0,0.0,0.0,0.0
Dez Bryant,DAL,5.8,82.8,0.6,0.0,0.0,0.0,0.0
Calvin Johnson,DET,5.9,82.3,0.5,0.0,0.0,0.0,0.1
Demaryius Thomas,DEN,6.3,79.3,0.5,0.0,0.0,0.0,0.1
Allen Robinson,JAC,5.6,78.5,0.6,0.0,0.0,0.0,0.0
A.J. Green,CIN,5.6,77.9,0.5,0.0,0.2,0.0,0.1
Amari Cooper,OAK,5.7,77.7,0.5,0.2,0.7,0.0,0.1
Larry Fitzgerald,ARI,5.9,76.6,0.6,0.0,0.0,0.0,0.1
T.Y. Hilton,IND,4.9,70.7,0.4,0.0,0.0,0.0,0.0
Brandon Marshall,NYJ,5.6,70.6,0.5,0.0,0.0,0.0,0.1
Alshon Jeffery,CHI,5.4,69.9,0.4,0.0,0.0,0.0,0.0
Randall Cobb,GB,5.5,69.0,0.4,0.3,1.2,0.0,0.0
Michael Crabtree,OAK,5.3,67.9,0.5,0.0,0.0,0.0,0.0
Jeremy Maclin,KC,5.1,66.7,0.3,0.0,0.3,0.0,0.0
Eric Decker,NYJ,5.0,65.0,0.6,0.0,0.0,0.0,0.1
Stevie Johnson,SD,5.4,64.8,0.3,0.0,0.0,0.0,0.0
Brandon LaFell,NE,4.9,64.3,0.5,0.0,0.1,0.0,0.0
Sammy Watkins,BUF,4.8,62.8,0.5,0.0,0.0,0.0,0.1
Kamar Aiken,BAL,5.1,62.8,0.3,0.0,0.0,0.0,0.1
Jarvis Landry,MIA,6.1,62.6,0.3,1.0,6.6,0.0,0.1
Danny Amendola,NE,5.7,62.1,0.4,0.3,1.1,0.0,0.0
Emmanuel Sanders,DEN,4.5,61.5,0.3,0.2,0.6,0.0,0.0
Jordan Matthews,PHI,5.0,60.5,0.3,0.0,0.0,0.0,0.1
Allen Hurns,JAC,4.1,59.5,0.6,0.0,0.0,0.0,0.1
Stefon Diggs,MIN,4.3,58.7,0.4,0.2,1.0,0.0,0.0
Davante Adams,GB,4.6,58.1,0.4,0.0,0.0,0.0,0.0
Golden Tate,DET,4.6,58.0,0.3,0.2,0.9,0.0,0.1
Rishard Matthews,MIA,4.2,54.2,0.4,0.0,0.4,0.0,0.0
Marvin Jones,CIN,4.0,53.2,0.3,0.2,0.8,0.0,0.0
DeSean Jackson,WAS,3.4,52.9,0.2,0.0,0.2,0.0,0.0
Michael Floyd,ARI,3.6,52.3,0.5,0.0,0.0,0.0,0.0
Nate Washington,HOU,3.8,51.2,0.2,0.0,0.0,0.0,0.0
John Brown,ARI,3.5,49.5,0.3,0.1,0.4,0.0,0.1
Donte Moncrief,IND,3.8,48.1,0.4,0.0,0.0,0.0,0.0
Pierre Garcon,WAS,4.0,46.5,0.2,0.0,0.0,0.0,0.0
Doug Baldwin,SEA,3.5,46.1,0.3,0.0,0.0,0.0,0.0
Chris Givens,BAL,3.5,45.8,0.3,0.1,0.5,0.0,0.0
Malcom Floyd,SD,2.8,45.1,0.3,0.0,0.0,0.0,0.0
Terrance Williams,DAL,3.0,44.6,0.3,0.0,0.0,0.0,0.0
Ted Ginn Jr.,CAR,3.0,44.3,0.2,0.4,1.4,0.0,0.0
Leonard Hankerson,ATL,3.4,44.1,0.2,0.0,0.0,0.0,0.0
Robert Woods,BUF,3.7,44.0,0.2,0.1,0.4,0.0,0.1
Dontrelle Inman,SD,3.4,44.0,0.2,0.0,0.0,0.0,0.1
Cecil Shorts III,HOU,3.8,43.7,0.2,0.0,0.0,0.0,0.1
Anquan Boldin,SF,3.7,43.0,0.2,0.0,0.0,0.0,0.0
Dorial Green-Beckham,TEN,3.1,42.1,0.2,0.1,0.4,0.0,0.0
Tavon Austin,STL,3.7,41.4,0.3,2.4,15.6,0.1,0.1
Jamison Crowder,WAS,3.9,40.0,0.2,0.1,0.3,0.0,0.0
James Jones,GB,3.0,40.0,0.3,0.0,0.0,0.0,0.0
Jeremy Ross,BAL,2.8,38.2,0.2,0.1,0.5,0.0,0.0
Harry Douglas,TEN,3.3,38.1,0.2,0.0,0.3,0.0,0.0
Kenny Britt,STL,2.6,37.7,0.1,0.0,0.0,0.0,0.0
Andre Johnson,IND,3.1,36.9,0.2,0.0,0.0,0.0,0.1
Mike Wallace,MIN,2.8,36.4,0.2,0.0,0.1,0.0,0.0
Tyler Lockett,SEA,2.6,35.1,0.2,0.2,0.9,0.0,0.1
Jermaine Kearse,SEA,2.5,34.8,0.2,0.0,0.0,0.0,0.0
Torrey Smith,SF,2.4,33.3,0.2,0.0,0.0,0.0,0.0
Nelson Agholor,PHI,2.4,31.7,0.2,0.0,0.0,0.0,0.1
Roddy White,ATL,2.5,31.1,0.2,0.0,0.0,0.0,0.0
Albert Wilson,KC,2.3,31.0,0.1,0.0,0.0,0.0,0.0
Vincent Jackson,TB,2.2,30.8,0.2,0.0,0.0,0.0,0.0
Philly Brown,CAR,2.2,30.3,0.2,0.5,1.7,0.0,0.0
Mohamed Sanu,CIN,2.4,30.1,0.1,0.1,1.0,0.0,0.0
Kenny Stills,MIA,2.2,29.2,0.1,0.0,0.0,0.0,0.0
Devin Funchess,CAR,2.0,27.9,0.1,0.0,0.0,0.0,0.0
Marquess Wilson,CHI,2.2,27.7,0.1,0.0,0.0,0.0,0.0
Brian Quick,STL,2.2,27.3,0.1,0.0,0.1,0.0,0.0
Lance Moore,DET,2.3,27.3,0.2,0.0,0.0,0.0,0.1
Eddie Royal,CHI,2.7,26.8,0.2,0.0,0.2,0.0,0.1
