displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Adrian Peterson,MIN,21.6,97.8,0.7,2.0,13.4,0.0,0.1
Jonathan Stewart,CAR,18.5,88.6,0.5,1.1,6.8,0.0,0.2
Todd Gurley,STL,19.1,85.3,0.6,2.8,21.5,0.0,0.1
Chris Ivory,NYJ,18.1,84.0,0.5,1.5,10.9,0.0,0.1
Marshawn Lynch,SEA,17.9,84.0,0.6,1.4,11.1,0.0,0.1
Devonta Freeman,ATL,18.4,82.4,0.7,4.2,35.9,0.2,0.1
Darren McFadden,DAL,18.8,81.8,0.5,2.5,19.0,0.0,0.1
Charcandrick West,KC,16.8,79.1,0.7,3.1,26.2,0.1,0.2
Latavius Murray,OAK,16.4,72.1,0.5,2.2,15.2,0.0,0.2
LeSean McCoy,BUF,15.4,71.5,0.4,2.9,23.0,0.1,0.2
LeGarrette Blount,NE,16.2,71.0,0.5,1.1,7.7,0.0,0.1
DeMarco Murray,PHI,17.1,70.8,0.6,3.8,28.6,0.0,0.2
Chris Johnson,ARI,15.8,69.4,0.3,1.1,8.1,0.0,0.2
Frank Gore,IND,16.8,66.4,0.4,2.3,17.7,0.0,0.2
Lamar Miller,MIA,14.3,65.5,0.4,3.4,26.6,0.0,0.1
Justin Forsett,BAL,16.4,63.3,0.3,3.0,21.5,0.1,0.1
T.J. Yeldon,JAC,16.1,62.1,0.3,3.0,20.7,0.0,0.1
Doug Martin,TB,16.5,61.5,0.3,2.7,23.4,0.1,0.2
James Starks,GB,12.6,58.3,0.3,2.9,22.6,0.0,0.1
Jeremy Langford,CHI,14.9,52.3,0.4,3.2,24.8,0.1,0.1
Ronnie Hillman,DEN,12.2,50.4,0.4,1.3,9.0,0.0,0.1
Antonio Andrews,TEN,13.1,45.1,0.2,1.4,13.5,0.0,0.1
Jeremy Hill,CIN,10.8,44.2,0.4,1.2,8.1,0.0,0.2
Melvin Gordon,SD,12.5,41.8,0.2,1.9,13.7,0.0,0.2
