"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"CARSONPALMER","QB","Carson Palmer","ARI",1,1,20.82,0,NA,283,2.4,0.8,1.9,3,0.1,0,0,0,0,0.1,0.1
"BLAKEBORTLES","QB","Blake Bortles","JAX",2,2,20.37,0,NA,264,2.2,0.7,3.1,17.9,0.1,0,0,0,0,0.1,0.3
"DREWBREES","QB","Drew Brees","NO",3,3,20.33,0,NA,325,2,0.9,1.7,2.5,0.1,0,0,0,0,0.1,0.2
"BRIANHOYER","QB","Brian Hoyer","HOU",4,4,20.31,0,NA,286,2.3,0.8,1.6,2.7,0,0,0,0,0,0.1,0.2
"CAMNEWTON","QB","Cam Newton","CAR",5,5,20.16,0,NA,228,1.6,0.8,8.2,40.8,0.3,0,0,0,0,0.1,0.3
"AARONRODGERS","QB","Aaron Rodgers","GB",6,6,19.51,0,NA,244,2.1,0.4,3.2,17.2,0.1,0,0,0,0,0.1,0.3
"TOMBRADY","QB","Tom Brady","NE",7,7,19.22,0,NA,280,2,0.7,2.4,3,0.1,0,0,0,0,0.1,0.2
"TONYROMO","QB","Tony Romo","DAL",8,8,19.18,0,NA,297,2,0.9,1.7,5,0.1,0,0,0,0,0.1,0.3
"JULIOJONES","WR","Julio Jones","ATL",1,9,18.91,13.3,NA,0,0,0,0,0,0,8.9,116,0.5,0,0,0.1
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",2,10,18.71,10.9,NA,0,0,0,0,0,0,7,102,0.9,0,0,0.1
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",9,11,18.5,0,NA,280,1.9,1,2.2,7.3,0.1,0,0,0,0,0.1,0.3
"JOSHMCCOWN","QB","Josh McCown","CLE",10,12,18.36,0,NA,257,2,0.9,3.1,15,0.1,0,0,0,0,0.1,0.5
"RUSSELLWILSON","QB","Russell Wilson","SEA",11,13,18.34,0,NA,239,1.2,0.7,6.5,40.5,0.2,0,0,0,0,0,0.4
"ANDYDALTON","QB","Andy Dalton","CIN",12,14,18.32,0,NA,263,1.6,0.8,4.5,13.6,0.2,0,0,0,0,0,0.2
"ANTONIOBROWN","WR","Antonio Brown","PIT",3,15,18.07,12.2,NA,0,0,0,0.5,3.1,0,8.2,110,0.4,0,0,0
