"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,21.55,0,NA,269,2.3,0.4,3.5,18.4,0.1,0,0,0,0,0.1,0.3
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,21.4,0,NA,270,2.3,0.8,3.9,18.2,0.1,0,0,0,0,0.1,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",3,3,19.93,0,NA,225,1.7,0.6,6.6,40.8,0.2,0,0,0,0,0.1,0.3
"DREWBREES","QB","Drew Brees","NO",4,4,19.67,0,NA,324,1.8,0.7,1.6,2.6,0.1,0,0,0,0,0,0.2
"CAMNEWTON","QB","Cam Newton","CAR",5,5,18.9,0,NA,231,1.4,0.8,7.4,39.2,0.3,0,0,0,0,0,0.3
"PEYTONMANNING","QB","Peyton Manning","DEN",6,6,18.56,0,NA,303,1.8,0.8,1.4,-0.4,0,0,0,0,0,0,0.2
"MATTRYAN","QB","Matt Ryan","ATL",7,7,18.3,0,NA,276,1.7,0.6,2.5,8.1,0.1,0,0,0,0,0,0.2
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",1,8,18.2,4.7,NA,0,0,0,19.4,79.2,0.7,3.8,34.8,0.1,0,0,0.1
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",8,9,17.77,0,NA,237,1.1,0.6,6.3,39,0.2,0,0,0,0,0,0.3
"MATTFORTE","RB","Matt Forte","CHI",2,10,17.48,4.2,NA,0,0,0,20.2,86.9,0.5,3.5,32.6,0.1,0,0,0.1
"JULIOJONES","WR","Julio Jones","ATL",1,11,17.47,11,NA,0,0,0,0.1,0.9,0,7.6,99.4,0.6,0,0,0.1
"CARSONPALMER","QB","Carson Palmer","ARI",9,12,17.45,0,NA,258,1.9,0.8,1.6,2.7,0.1,0,0,0,0,0.1,0.1
"PHILIPRIVERS","QB","Philip Rivers","SD",10,13,17.32,0,NA,260,1.8,0.8,2,4.3,0,0,0,0,0,0.1,0.3
"MIKEVICK","QB","Mike Vick","PIT",11,14,17.05,0,NA,224,1.4,0.9,5.5,34.8,0.2,0,0,0,0,0,0.5
"RANDALLCOBB","WR","Randall Cobb","GB",2,15,16.94,9.1,NA,0,0,0,0.8,5.4,0,6.7,90.3,0.7,0,0,0
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",12,16,16.8,0,NA,209,1.6,1,5.7,27.4,0.2,0,0,0,0,0,0.3
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",13,17,16.43,0,NA,269,1.4,1.1,3,14.3,0.1,0,0,0,0,0,0.3
"ARIANFOSTER","RB","Arian Foster","HOU",3,18,16.4,4.9,NA,0,0,0,16.4,77.9,0.5,3.8,29.6,0.2,0,0,0.1
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,19,16.34,5.5,NA,0,0,0,15.4,68.4,0.5,4.2,36.3,0.2,0,0,0.2
"LEVEONBELL","RB","Le'Veon Bell","PIT",5,20,16.22,4.9,NA,0,0,0,17.4,72,0.5,3.8,30.8,0.2,0,0,0.1
"ELIMANNING","QB","Eli Manning","NYG",14,21,16.18,0,NA,303,1.4,1.2,1,1.9,0,0,0,0,0,0,0.3
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",3,22,16.1,11.4,NA,0,0,0,0,0,0,7.1,90.7,0.6,0,0,0
"DEREKCARR","QB","Derek Carr","OAK",15,23,16.09,0,NA,250,1.6,0.8,2,6.1,0.1,0,0,0,0,0,0.4
"BLAKEBORTLES","QB","Blake Bortles","JAX",16,24,16.07,0,NA,256,1.2,1.1,3.8,22.4,0.1,0,0,0,0,0,0.3
"RYANMALLETT","QB","Ryan Mallett","HOU",17,25,15.89,0,NA,270,1.4,1,1.3,3.8,0,0,0,0,0,0,0.1
"JOEFLACCO","QB","Joe Flacco","BAL",18,26,15.86,0,NA,254,1.5,0.7,2.2,4.7,0.1,0,0,0,0,0,0.2
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",4,27,15.78,11.5,NA,0,0,0,0.3,2.2,0,7.2,95.4,0.4,0,0,0
"EDDIELACY","RB","Eddie Lacy","GB",6,28,15.71,3.3,NA,0,0,0,19.3,83.4,0.6,2.7,19.2,0.2,0,0,0.1
"ANDYDALTON","QB","Andy Dalton","CIN",19,29,15.67,0,NA,227,1.5,0.9,3.2,9.8,0.1,0,0,0,0,0,0.1
"ALEXSMITH","QB","Alex Smith","KC",20,30,15.61,0,NA,240,1.1,0.7,3.8,19.6,0.1,0,0,0,0,0,0.2
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",7,31,15.4,2.6,NA,0,0,0,18,84.1,0.6,2.2,17.1,0.1,0,0,0.1
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",5,32,15.38,9.5,NA,0,0,0,0.5,3.5,0,6.3,88.3,0.5,0,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",21,33,15.27,0,NA,265,1.2,0.7,2.2,6.8,0.1,0,0,0,0,0,0.3
"JAMEISWINSTON","QB","Jameis Winston","TB",22,34,15.08,0,NA,251,1.1,1.1,4.3,16.4,0.1,0,0,0,0,0,0.4
"ANTONIOBROWN","WR","Antonio Brown","PIT",6,35,15.02,9.7,NA,0,0,0,0.4,2.5,0,6.4,83,0.5,0.1,0,0
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",8,36,15,2.4,NA,0,0,0,19.2,81.5,0.7,1.9,15.1,0.1,0,0,0.1
"SAMBRADFORD","QB","Sam Bradford","PHI",23,37,14.94,0,NA,243,1.4,0.6,2.1,5.3,0.1,0,0,0,0,0,0.3
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",24,38,14.92,0,NA,220,1.4,1.1,3.6,15,0.1,0,0,0,0,0,0.3
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",25,39,14.58,0,NA,229,1.4,0.7,1.9,5.7,0.1,0,0,0,0,0,0.3
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",26,40,14.29,0,NA,224,1.2,0.7,2.9,8.7,0.1,0,0,0,0,0,0.2
