"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"TOMBRADY","QB","Tom Brady","NE",1,1,22.76,0,NA,283,2.8,0.7,2.8,3.5,0.1,0,0,0,0,0.1,0.2
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",1,2,22.75,6.3,NA,0,0,0,22.7,95.5,0.9,5.1,46.4,0.2,0,0,0.1
"DEREKCARR","QB","Derek Carr","OAK",2,3,22.38,0,NA,298,2.7,0.6,1.8,5.1,0,0,0,0,0,0.1,0.3
"CARSONPALMER","QB","Carson Palmer","ARI",3,4,21.36,0,NA,318,2.3,0.9,1.7,2.7,0.1,0,0,0,0,0.1,0.1
"BLAKEBORTLES","QB","Blake Bortles","JAX",4,5,20.19,0,NA,261,2.2,1,3.4,19.5,0.1,0,0,0,0,0.1,0.3
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",5,6,20.06,0,NA,306,2.1,1,1.9,6.2,0.1,0,0,0,0,0.1,0.3
"CAMNEWTON","QB","Cam Newton","CAR",6,7,19.73,0,NA,202,1.5,0.8,8.9,44.1,0.4,0,0,0,0,0.1,0.3
"ANDYDALTON","QB","Andy Dalton","CIN",7,8,19.7,0,NA,271,2,1,3.8,11.1,0.2,0,0,0,0,0.1,0.2
"AARONRODGERS","QB","Aaron Rodgers","GB",8,9,19.62,0,NA,264,2,0.5,3.3,18,0.1,0,0,0,0,0.1,0.3
"PHILIPRIVERS","QB","Philip Rivers","SD",9,10,19.2,0,NA,287,2.2,1.2,1.3,2.8,0,0,0,0,0,0.1,0.3
"CHARCANDRICKWEST","RB","Charcandrick West","KC",2,11,18.84,4.4,NA,0,0,0,17.3,82.3,0.9,3.3,25.8,0.2,0,0,0.1
"DARRENMCFADDEN","RB","Darren McFadden","DAL",3,12,18.62,4.2,NA,0,0,0,23,90.2,0.7,3.4,29.3,0.2,0,0,0.1
"MATTRYAN","QB","Matt Ryan","ATL",10,13,18.45,0,NA,296,1.6,0.8,2.8,8.8,0.1,0,0,0,0,0,0.2
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",4,14,18.1,4.3,NA,0,0,0,19.9,83.9,0.8,3.3,25.6,0.1,0,0,0.2
"JULIOJONES","WR","Julio Jones","ATL",1,15,17.87,11.8,NA,0,0,0,0,0,0,8.1,104,0.6,0,0,0.1
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",11,16,17.82,0,NA,241,1.7,1.1,4.2,18.4,0.2,0,0,0,0,0.1,0.3
"TONYROMO","QB","Tony Romo","DAL",12,17,17.79,0,NA,268,1.9,0.7,1.7,4.5,0,0,0,0,0,0.1,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",13,18,17.72,0,NA,222,1.2,0.6,6.4,40.5,0.2,0,0,0,0,0,0.3
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",14,19,17.65,0,NA,291,1.8,1.3,2.2,6.5,0.1,0,0,0,0,0,0.4
"ADRIANPETERSON","RB","Adrian Peterson","MIN",5,20,17.49,2.4,NA,0,0,0,22.7,105,0.8,1.8,14.7,0.1,0,0,0.2
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",15,21,17.3,0,NA,220,1.3,0.8,6.7,33,0.2,0,0,0,0,0,0.3
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",2,22,16.65,9.8,NA,0,0,0,0,0,0,6.8,94.1,0.7,0,0,0.1
"ALEXSMITH","QB","Alex Smith","KC",16,23,16.37,0,NA,220,1.3,0.5,4,21.6,0.2,0,0,0,0,0,0.2
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",6,24,15.92,2.5,NA,0,0,0,20,93.6,0.6,2,16,0.1,0,0,0.1
