"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"DREWBREES","QB","Drew Brees","NO",1,1,21.65,0,NA,307,2.5,0.7,1.7,3,0.1,0,0,0,0,0.1,0.3
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",2,2,20.44,0,NA,317,2.2,1.4,2.3,5.3,0.1,0,0,0,0,0.1,0.4
"MATTRYAN","QB","Matt Ryan","ATL",3,3,20,0,NA,300,2.1,0.5,1.5,4,0,0,0,0,0,0.1,0.3
"ANDREWLUCK","QB","Andrew Luck","IND",4,4,19.66,0,NA,253,2.1,0.8,3.6,20.2,0.1,0,0,0,0,0.1,0.3
"AARONRODGERS","QB","Aaron Rodgers","GB",5,5,19.22,0,NA,291,1.8,0.8,3.6,14.6,0.1,0,0,0,0,0,0.4
"NICKFOLES","QB","Nick Foles","PHI",6,6,18.8,0,NA,239,2,0.6,3,11.2,0.2,0,0,0,0,0.1,0.3
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",7,7,18.63,0,NA,277,1.5,0.7,3.3,17.5,0.2,0,0,0,0,0,0.3
"PEYTONMANNING","QB","Peyton Manning","DEN",8,8,18.54,0,NA,309,1.9,0.9,1.3,-1.2,0.1,0,0,0,0,0.1,0.4
"TOMBRADY","QB","Tom Brady","NE",9,9,18.38,0,NA,267,1.9,0.5,2.1,2.1,0.2,0,0,0,0,0.1,0.3
"CAMNEWTON","QB","Cam Newton","CAR",10,10,18.17,0,NA,217,1.4,0.8,6.3,34.9,0.3,0,0,0,0,0,0.2
"RUSSELLWILSON","QB","Russell Wilson","SEA",11,11,17.71,0,NA,209,1.8,0.5,5.4,27.3,0.1,0,0,0,0,0,0.4
"JAYCUTLER","QB","Jay Cutler","CHI",12,12,17.2,0,NA,265,1.7,1.1,2.3,10.7,0.1,0,0,0,0,0,0.3
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",13,13,17.1,0,NA,206,1.3,0.8,6.6,42.6,0.1,0,0,0,0,0,0.3
"PHILIPRIVERS","QB","Philip Rivers","SD",14,14,16.94,0,NA,265,1.7,0.9,2.4,5.8,0.1,0,0,0,0,0,0.2
"TONYROMO","QB","Tony Romo","DAL",15,15,16.93,0,NA,273,1.6,0.6,1.7,3.1,0,0,0,0,0,0,0.2
"EJMANUEL","QB","EJ Manuel","BUF",16,16,16.68,0,NA,263,1.1,0.5,4.2,16.5,0.2,0,0,0,0,0,0.4
"ALEXSMITH","QB","Alex Smith","KC",17,17,16.62,0,NA,257,1.2,0.1,3.8,20.5,0,0,0,0,0,0,0.3
"GENOSMITH","QB","Geno Smith","NYJ",18,18,16.41,0,NA,219,1.2,1,5,26.6,0.3,0,0,0,0,0,0.3
"JOSHMCCOWN","QB","Josh McCown","TB",19,19,16.34,0,NA,266,1.4,0.7,2.6,12.6,0,0,0,0,0,0,0.3
"KIRKCOUSINS","QB","Kirk Cousins","WAS",20,20,16.01,0,NA,289,1.5,1.5,1.6,6.7,0,0,0,0,0,0,0.5
"LESEANMCCOY","RB","LeSean McCoy","PHI",1,21,16,0,NA,0,0,0,19.1,83.1,0.8,2.9,24.7,0.1,0,0,0.1
"CHADHENNE","QB","Chad Henne","JAX",21,22,15.76,0,NA,278,1.2,1.1,2.6,8.1,0.1,0,0,0,0,0,0.2
"ANDYDALTON","QB","Andy Dalton","CIN",22,23,15.68,0,NA,210,1.8,1,3.6,10.9,0.1,0,0,0,0,0,0.2
"DREWSTANTON","QB","Drew Stanton","ARI",23,24,15.57,0,NA,252,1.5,1.2,2.2,10.5,0.1,0,0,0,0,0,0.3
"MATTCASSEL","QB","Matt Cassel","MIN",24,25,15.29,0,NA,251,1.3,0.7,3,12.4,0,0,0,0,0,0,0.3
"CALVINJOHNSON","WR","Calvin Johnson","DET",1,26,15.09,0,NA,0,0,0,0,0,0,6.2,99.9,0.9,0,0,0.1
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",2,27,14.82,0,NA,0,0,0,19.6,92.1,0.5,3.1,25.1,0.1,0,0,0.2
"JAKELOCKER","QB","Jake Locker","TEN",25,28,14.75,0,NA,242,1.2,1.1,2.9,19.5,0,0,0,0,0,0,0.4
"MATTFORTE","RB","Matt Forte","CHI",3,29,14.35,0,NA,0,0,0,18,72,0.5,4.2,36.5,0.1,0,0,0.2
"DEREKCARR","QB","Derek Carr","OAK",26,30,14.11,0,NA,256,1.1,1.4,2.7,10.9,0.1,0,0,0,0,0,0.4
"JOEFLACCO","QB","Joe Flacco","BAL",27,31,14.02,0,NA,225,1.3,1,2.3,8.9,0.1,0,0,0,0,0,0.3
"ELIMANNING","QB","Eli Manning","NYG",28,32,13.95,0,NA,268,1.3,1.6,1.1,2.6,0,0,0,0,0,0,0.3
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",29,33,13.84,0,NA,237,1.3,0.9,1.6,5.8,0,0,0,0,0,0,0.3
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",4,34,13.68,0,NA,0,0,0,17.3,72.5,0.5,3.8,30.3,0.1,0,0,0.1
"BRIANHOYER","QB","Brian Hoyer","CLE",30,35,13.52,0,NA,251,0.9,0.5,1.8,2.7,0,0,0,0,0,0,0.2
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",31,36,13.43,0,NA,227,1,1.1,3.8,17,0.1,0,0,0,0,0,0.4
"JULIOJONES","WR","Julio Jones","ATL",2,37,13.2,0,NA,0,0,0,0.1,0.6,0,6.8,89,0.7,0,0,0.1
"AUSTINDAVIS","QB","Austin Davis","STL",32,38,12.92,0,NA,223,1.1,1.1,1.8,7.7,0.1,0,0,0,0,0,0.3
"RASHADJENNINGS","RB","Rashad Jennings","NYG",5,39,12.85,0,NA,0,0,0,15.8,73.5,0.5,3.3,26.4,0.1,0,0,0.1
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",6,40,12.8,0,NA,0,0,0,15.7,60.4,0.8,2.2,17.6,0.1,0,0,0.1
"ZACSTACY","RB","Zac Stacy","STL",7,41,12.49,0,NA,0,0,0,17.6,79.5,0.5,1.6,13.6,0,0,0,0.1
"BOBBYRAINEY","RB","Bobby Rainey","TB",8,42,12.42,0,NA,0,0,0,17.4,72.7,0.4,2.6,22.5,0.1,0,0,0.1
"LAMARMILLER","RB","Lamar Miller","MIA",9,43,12.2,0,NA,0,0,0,17.1,73,0.4,2.6,23.9,0.1,0,0,0.1
"EDDIELACY","RB","Eddie Lacy","GB",10,44,12.01,0,NA,0,0,0,16.9,66,0.6,2.4,18.9,0.1,0,0,0.1
"TOBYGERHART","RB","Toby Gerhart","JAX",11,45,11.99,0,NA,0,0,0,17.6,76.4,0.4,2.1,19.1,0.1,0,0,0.2
