"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"PEYTONMANNING","QB","Peyton Manning","DEN",1,1,23.23,0,NA,295,3.1,0.9,1.5,-0.6,0.1,0,0,0,0,0.1,0.3
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,22.84,0,NA,296,2.5,1.6,4.6,24.7,0.1,0,0,0,0,0.1,0.3
"TOMBRADY","QB","Tom Brady","NE",3,3,21.39,0,NA,316,2.3,0.3,1.7,0.2,0.1,0,0,0,0,0.1,0.4
"ARIANFOSTER","RB","Arian Foster","HOU",1,4,20.38,0,NA,0,0,0,22.5,105,0.9,3.8,35.3,0.2,0,0,0.1
"DREWBREES","QB","Drew Brees","NO",4,5,19.76,0,NA,303,2.2,1.1,1.4,2.4,0.1,0,0,0,0,0.1,0.3
"PHILIPRIVERS","QB","Philip Rivers","SD",5,6,19.1,0,NA,276,2.2,1.1,2.2,4.6,0,0,0,0,0,0.1,0.2
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",6,7,18.32,0,NA,192,1.5,0.3,7.1,44.8,0.2,0,0,0,0,0,0.3
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",7,8,18.23,0,NA,238,1.7,0.7,4,22.2,0.2,0,0,0,0,0,0.3
"CAMNEWTON","QB","Cam Newton","CAR",8,9,18.04,0,NA,217,1.5,0.9,6.5,33.1,0.2,0,0,0,0,0,0.2
"NICKFOLES","QB","Nick Foles","PHI",9,10,17.78,0,NA,285,1.7,1,2.4,9.1,0.1,0,0,0,0,0,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",10,11,17.19,0,NA,180,1.6,0.3,5.8,35.5,0.2,0,0,0,0,0,0.3
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,12,17.01,0,NA,293,1.4,0.4,2.3,6.5,0,0,0,0,0,0,0.4
"ELIMANNING","QB","Eli Manning","NYG",12,13,16.63,0,NA,243,2.1,1.3,0.9,1.6,0,0,0,0,0,0.1,0.3
"ALEXSMITH","QB","Alex Smith","KC",13,14,16.25,0,NA,204,1.7,0.3,3.2,16.8,0,0,0,0,0,0,0.3
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",14,15,16.22,0,NA,240,1.2,0.7,4.3,28.3,0.1,0,0,0,0,0,0.4
"BLAKEBORTLES","QB","Blake Bortles","JAX",15,16,16.21,0,NA,301,0.8,1.5,3.9,28.3,0.1,0,0,0,0,0,0.4
"BRIANHOYER","QB","Brian Hoyer","CLE",16,17,15.83,0,NA,250,1.4,0.5,2.1,2.9,0.1,0,0,0,0,0,0.1
"JAMAALCHARLES","RB","Jamaal Charles","KC",2,18,15.82,0,NA,0,0,0,18.7,82.4,0.8,2.7,24.2,0.2,0,0,0.2
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",17,19,15.51,0,NA,244,1.3,0.9,3.3,14.2,0.1,0,0,0,0,0,0.4
"JOEFLACCO","QB","Joe Flacco","BAL",18,20,15.5,0,NA,240,1.6,0.9,1.8,4.4,0.1,0,0,0,0,0,0.3
"JEREMYHILL","RB","Jeremy Hill","CIN",3,21,15.42,0,NA,0,0,0,20.1,78.2,0.9,2.8,24.2,0.1,0,0,0.2
"AUSTINDAVIS","QB","Austin Davis","STL",19,22,15.39,0,NA,238,1.5,0.6,2.2,8,0,0,0,0,0,0,0.3
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",1,23,15.38,0,NA,0,0,0,0,0,0,7.4,89.2,1.1,0,0,0.1
"MIKEGLENNON","QB","Mike Glennon","TB",20,24,15.21,0,NA,263,1.4,0.9,1.9,4.1,0,0,0,0,0,0,0.3
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",4,25,15.15,0,NA,0,0,0,19.9,77.4,0.9,1.9,14.5,0.1,0,0,0.2
"MARKINGRAM","RB","Mark Ingram","NO",5,26,14.77,0,NA,0,0,0,16.1,80.5,0.8,2.3,15.8,0.1,0,0,0.1
"MICHAELVICK","QB","Michael Vick","NYJ",21,27,14.73,0,NA,218,0.8,1.1,6.2,42.6,0.1,0,0,0,0,0,0.5
"BENTATE","RB","Ben Tate","MIN",6,28,14.63,0,NA,0,0,0,19.8,78.9,1,1,8.8,0,0,0,0.2
"ANDYDALTON","QB","Andy Dalton","CIN",22,29,14.62,0,NA,225,1.2,0.6,4,10.5,0.1,0,0,0,0,0,0.2
"ANDREELLINGTON","RB","Andre Ellington","ARI",7,30,14.5,0,NA,0,0,0,18.6,86.4,0.4,3.6,32.5,0.1,0,0,0.1
"CARSONPALMER","QB","Carson Palmer","ARI",23,31,14.35,0,NA,262,1.4,1.6,1.1,2,0,0,0,0,0,0,0.3
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",8,32,14.3,0,NA,0,0,0,22.3,93.7,0.5,2.4,18.8,0.1,0,0,0.2
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",24,33,13.93,0,NA,229,1.6,1.7,2,6.8,0,0,0,0,0,0,0.4
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",9,34,13.51,0,NA,0,0,0,16.7,74.3,0.4,4.1,35,0.1,0,0,0.3
"DEREKCARR","QB","Derek Carr","OAK",25,35,13.48,0,NA,266,0.9,0.7,1.4,6.6,0,0,0,0,0,0,0.3
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",26,36,13.14,0,NA,237,0.8,1,2.9,12.8,0.1,0,0,0,0,0,0.3
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",1,37,12.98,0,NA,0,0,0,0,0,0,6.8,82.8,0.8,0,0,0
