"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"PEYTONMANNING","QB","Peyton Manning","DEN",1,1,22.18,0,NA,278,2.9,0.6,2,-1.8,0.1,0,0,0,0,0.1,0.3
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,21.77,0,NA,272,2.5,0.3,3.3,15.1,0.1,0,0,0,0,0.1,0.3
"MATTRYAN","QB","Matt Ryan","ATL",3,3,20.37,0,NA,337,2,1.4,1.6,6.1,0,0,0,0,0,0.1,0.3
"DREWBREES","QB","Drew Brees","NO",4,4,19.75,0,NA,292,2.2,0.8,1.3,1.3,0.1,0,0,0,0,0.1,0.3
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",4,4,19.75,0,NA,267,2.3,0.4,1.8,5,0,0,0,0,0,0.1,0.3
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",6,6,19.09,0,NA,244,1.4,0.6,6.5,42,0.1,0,0,0,0,0,0.4
"CAMNEWTON","QB","Cam Newton","CAR",7,7,18.37,0,NA,248,1.4,0.8,6.9,33.7,0.2,0,0,0,0,0,0.3
"MICHAELVICK","QB","Michael Vick","NYJ",8,8,18.13,0,NA,261,1,1,7.1,43.7,0.2,0,0,0,0,0,0.5
"JAYCUTLER","QB","Jay Cutler","CHI",9,9,18.04,0,NA,270,1.7,1.3,3.5,18.2,0.1,0,0,0,0,0,0.3
"MARKSANCHEZ","QB","Mark Sanchez","PHI",10,10,17.8,0,NA,255,2.2,1.4,2.8,4.2,0.1,0,0,0,0,0.1,0.4
"RUSSELLWILSON","QB","Russell Wilson","SEA",11,11,17.75,0,NA,204,1.4,0.7,6.5,43.8,0.2,0,0,0,0,0,0.4
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,12,17.46,0,NA,0,0,0,26.2,119,0.5,3.4,25.9,0.1,0,0,0.2
"DEREKCARR","QB","Derek Carr","OAK",12,13,17.32,0,NA,284,1.7,1.3,2.5,10.3,0,0,0,0,0,0,0.4
"JOEFLACCO","QB","Joe Flacco","BAL",13,14,17.04,0,NA,255,1.7,0.7,2.2,5.4,0.1,0,0,0,0,0,0.3
"JOSHMCCOWN","QB","Josh McCown","TB",14,15,16.41,0,NA,247,1.7,0.9,2.1,10.3,0,0,0,0,0,0,0.3
"MATTFORTE","RB","Matt Forte","CHI",2,16,16.17,0,NA,0,0,0,16.9,77.6,0.6,5.4,45.6,0.1,0,0,0.2
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",15,17,15.92,0,NA,274,1.5,1.7,3.1,6.7,0.1,0,0,0,0,0,0.4
"ANDREELLINGTON","RB","Andre Ellington","ARI",3,18,15.51,0,NA,0,0,0,22,81.9,0.6,3.7,29.8,0.2,0,0,0.2
"TONYROMO","QB","Tony Romo","DAL",16,19,15.48,0,NA,240,1.5,0.5,1.6,3.2,0,0,0,0,0,0,0.2
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",4,20,15.47,0,NA,0,0,0,18,83.8,0.8,2.4,20.1,0.1,0,0,0.2
"JEREMYHILL","RB","Jeremy Hill","CIN",5,21,15.45,0,NA,0,0,0,20,89.5,0.8,2,18.5,0.1,0,0,0.2
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",17,22,15.3,0,NA,240,1.3,1.1,3.3,17.4,0.1,0,0,0,0,0,0.3
"BLAKEBORTLES","QB","Blake Bortles","JAX",18,23,15.21,0,NA,234,1.2,1.8,3.8,26.5,0.1,0,0,0,0,0,0.3
"ELIMANNING","QB","Eli Manning","NYG",19,24,15.17,0,NA,234,1.7,0.9,1.2,2.1,0,0,0,0,0,0,0.3
"CARSONPALMER","QB","Carson Palmer","ARI",20,25,15.01,0,NA,230,1.7,0.9,1.2,1,0.1,0,0,0,0,0,0.3
"LESEANMCCOY","RB","LeSean McCoy","PHI",6,26,14.95,0,NA,0,0,0,21.7,95.7,0.7,1.9,12.1,0,0,0,0.1
"RONNIEHILLMAN","RB","Ronnie Hillman","DEN",7,27,14.92,0,NA,0,0,0,19.8,76.6,0.6,3.4,29.2,0.2,0,0,0.3
"AUSTINDAVIS","QB","Austin Davis","STL",21,28,14.65,0,NA,256,1.3,1.2,2.3,8.1,0,0,0,0,0,0,0.3
"KYLEORTON","QB","Kyle Orton","BUF",22,29,14.53,0,NA,251,1.2,0.8,1.7,6,0,0,0,0,0,0,0.2
"ALEXSMITH","QB","Alex Smith","KC",23,30,14.47,0,NA,220,1.3,0.5,2.9,14.3,0,0,0,0,0,0,0.3
"ANDYDALTON","QB","Andy Dalton","CIN",24,31,14.44,0,NA,248,1.1,1.2,3.5,10.5,0.1,0,0,0,0,0,0.2
"JAMAALCHARLES","RB","Jamaal Charles","KC",8,32,14.24,0,NA,0,0,0,19.1,77.7,0.6,3,23.5,0.1,0,0,0.2
"JUSTINFORSETT","RB","Justin Forsett","BAL",9,33,14.09,0,NA,0,0,0,17.9,85.3,0.5,3.2,26.3,0.1,0,0,0.1
"MARKINGRAM","RB","Mark Ingram","NO",10,34,13.98,0,NA,0,0,0,16.8,72.5,0.9,1.7,13.7,0.1,0,0,0.1
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",25,35,13.95,0,NA,263,1.3,1.4,1.3,2,0,0,0,0,0,0,0.3
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,36,13.88,0,NA,0,0,0,0.5,2.8,0,6.5,83.4,0.8,0,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",2,37,13.63,0,NA,0,0,0,0,0,0,6.3,83.7,0.9,0,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",3,38,13.6,0,NA,0,0,0,0,0,0,6.3,95.8,0.7,0,0,0.1
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",4,39,13.4,0,NA,0,0,0,0,0,0,6.7,82,0.9,0,0,0.1
"BRIANHOYER","QB","Brian Hoyer","CLE",26,40,13.19,0,NA,239,1.1,1.3,2.1,3.9,0.1,0,0,0,0,0,0.2
"LEVEONBELL","RB","Le'Veon Bell","PIT",11,41,13.14,0,NA,0,0,0,16,66.6,0.3,4.4,36.8,0.2,0,0,0.1
"EDDIELACY","RB","Eddie Lacy","GB",12,42,12.71,0,NA,0,0,0,14.7,57.5,0.8,2.3,18.4,0.1,0,0,0.1
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,43,12.61,0,NA,0,0,0,0,0,0,6.3,74.1,0.9,0,0,0
"JULIOJONES","WR","Julio Jones","ATL",5,44,12.09,0,NA,0,0,0,0.2,1.2,0,6.4,92.6,0.5,0,0,0.1
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",6,45,11.92,0,NA,0,0,0,0,0,0,5.7,80.2,0.7,0,0,0
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",7,46,11.8,0,NA,0,0,0,0,0,0,5.4,77,0.7,0,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",8,47,11.57,0,NA,0,0,0,0.6,3.2,0,5.5,74.1,0.6,0,0,0.1
"BOBBYRAINEY","RB","Bobby Rainey","TB",13,48,11.51,0,NA,0,0,0,16.3,66.3,0.4,2.4,20.2,0.1,0,0,0.1
"AJGREEN","WR","A.J. Green","CIN",9,49,11.07,0,NA,0,0,0,0.3,1.7,0,5.1,83.8,0.4,0,0,0
"RODDYWHITE","WR","Roddy White","ATL",10,50,10.99,0,NA,0,0,0,0,0,0,5.6,77.1,0.6,0,0,0.1
"RANDALLCOBB","WR","Randall Cobb","GB",11,51,10.95,0,NA,0,0,0,0.8,3.8,0,5,60.3,0.7,0,0,0
"VINCENTJACKSON","WR","Vincent Jackson","TB",11,51,10.95,0,NA,0,0,0,0,0,0,5.2,78.3,0.5,0,0,0
"PERCYHARVIN","WR","Percy Harvin","NYJ",13,53,10.71,0,NA,0,0,0,2.1,11.3,0.1,6,72.8,0.3,0.1,0,0.1
"DEZBRYANT","WR","Dez Bryant","DAL",14,54,10.57,0,NA,0,0,0,0,0,0,5.7,75.3,0.5,0,0,0.1
"TERRANCEWEST","RB","Terrance West","CLE",14,55,10.53,0,NA,0,0,0,15,66.1,0.5,1.1,9.2,0,0,0,0.1
"SAMMYWATKINS","WR","Sammy Watkins","BUF",15,56,10.49,0,NA,0,0,0,0,0,0,5.3,79.1,0.4,0,0,0
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",16,57,10.34,0,NA,0,0,0,0,0,0,4.7,72.2,0.5,0,0,0
"DENARDROBINSONJAX","RB","Denard Robinson Jax","JAX",15,58,9.79,0,NA,0,0,0,14.7,71.5,0.3,1.2,9,0,0,0,0.1
"RUEBENRANDLE","WR","Rueben Randle","NYG",17,59,9.63,0,NA,0,0,0,0,0,0,5.3,66.3,0.5,0,0,0
"ERICDECKER","WR","Eric Decker","NYJ",18,60,9.58,0,NA,0,0,0,0,0,0,5.8,75.8,0.4,0,0,0.1
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",19,61,9.33,0,NA,0,0,0,0.7,3.9,0,4.8,64.8,0.4,0,0,0.1
"JULIUSTHOMAS","TE","Julius Thomas","DEN",2,62,9.2,0,NA,0,0,0,0,0,0,4.1,47.2,0.8,0,0,0
"STEVENJACKSON","RB","Steven Jackson","ATL",16,63,9.06,0,NA,0,0,0,12.3,47.3,0.6,1,8.7,0,0,0,0.1
"CHRISIVORY","RB","Chris Ivory","NYJ",17,64,9.04,0,NA,0,0,0,11.3,48.8,0.5,1.3,10.8,0,0,0,0.1
"MIKEEVANS","WR","Mike Evans","TB",20,65,9.01,0,NA,0,0,0,0,0,0,4.3,65.9,0.4,0,0,0
"LAMARMILLER","RB","Lamar Miller","MIA",18,66,8.93,0,NA,0,0,0,12.9,49,0.2,3.1,22.8,0.1,0,0,0.1
"FREDJACKSON","RB","Fred Jackson","BUF",19,67,8.79,0,NA,0,0,0,9.5,44.5,0.2,3.5,30.2,0.1,0,0,0.1
"STEVESMITH","WR","Steve Smith Sr.","BAL",21,68,8.7,0,NA,0,0,0,0,0,0,4.8,64.4,0.4,0,0,0
"JAMESJONES","WR","James Jones","OAK",22,69,8.62,0,NA,0,0,0,0,0,0,5.1,62.2,0.4,0,0,0.1
