"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"DREWBREES","QB","Drew Brees","NO",1,1,23.15,0,NA,320,2.7,0.5,1.6,1.7,0.1,0,0,0,0,0.1,0.2
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,22.22,0,NA,307,2.6,1.1,1.8,-0.6,0.1,0,0,0,0,0.1,0.2
"AARONRODGERS","QB","Aaron Rodgers","GB",3,3,21.68,0,NA,264,2.6,0.8,3.3,15.5,0.1,0,0,0,0,0.1,0.3
"ANDREWLUCK","QB","Andrew Luck","IND",4,4,21.12,0,NA,275,2.4,1.4,4.2,21.5,0.1,0,0,0,0,0.1,0.4
"JAYCUTLER","QB","Jay Cutler","CHI",5,5,21.03,0,NA,286,2.3,1,2.9,14.8,0.1,0,0,0,0,0.1,0.4
"TOMBRADY","QB","Tom Brady","NE",6,6,20.3,0,NA,290,2.1,0.2,1.5,0.9,0.1,0,0,0,0,0.1,0.2
"TONYROMO","QB","Tony Romo","DAL",7,7,20.09,0,NA,249,2.6,0.5,1.5,2.7,0,0,0,0,0,0.1,0.2
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",8,8,19.86,0,NA,280,1.9,0.7,3.6,16.7,0.1,0,0,0,0,0.1,0.3
"ARIANFOSTER","RB","Arian Foster","HOU",1,9,18.68,0,NA,0,0,0,25.1,122,0.4,3.6,33.7,0.2,0,0,0.2
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",2,10,18.39,0,NA,0,0,0,23,99.8,0.8,4.2,33.4,0.1,0,0,0.2
"CAMNEWTON","QB","Cam Newton","CAR",9,11,18.28,0,NA,247,1.4,1.1,6.6,35.9,0.1,0,0,0,0,0,0.3
"MATTFORTE","RB","Matt Forte","CHI",3,12,18.19,0,NA,0,0,0,17.6,81.2,0.8,5.3,45.1,0.2,0,0,0.1
"MATTRYAN","QB","Matt Ryan","ATL",10,13,17.87,0,NA,322,1.4,1,1.6,6.5,0,0,0,0,0,0,0.2
"PHILIPRIVERS","QB","Philip Rivers","SD",11,14,17.82,0,NA,292,1.7,0.7,2.5,5.8,0,0,0,0,0,0,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",12,15,17.5,0,NA,217,1.2,0.6,7.5,45.8,0.1,0,0,0,0,0,0.4
