"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",1,1,30.94,NA,NA,396,4,1,5,1,0,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",2,2,27.66,0,NA,114,1,0,7,151,1,0,0,0,0,0,1
"TONYROMO","QB","Tony Romo","DAL",3,3,27.52,NA,NA,218,4,0,3,28,0,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",4,4,27.34,NA,NA,391,3,0,3,-3,0,NA,NA,NA,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",5,5,27.24,0,NA,356,4,3,0,0,0,0,0,0,0,0,0
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",1,6,26.8,12,NA,NA,NA,NA,1,0,0,8,148,2,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",6,7,23.34,NA,NA,201,1,1,12,63,1,NA,NA,NA,NA,NA,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",7,8,22.16,0,NA,374,2,1,5,22,0,0,0,0,0,0,1
"FRANKGORE","RB","Frank Gore","SF",1,9,21.8,0,NA,0,0,0,26,158,1,0,0,0,0,0,0
"MATTASIATA","RB","Matt Asiata","MIN",2,10,21.7,4,NA,NA,NA,NA,16,58,2,3,19,0,0,1,NA
"ANTONIOGATES","TE","Antonio Gates","SD",1,11,21.2,9,NA,0,0,0,0,0,0,7,92,2,0,0,0
"LAMARMILLER","RB","Lamar Miller","MIA",3,12,21,7,NA,NA,NA,NA,19,92,1,5,58,0,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",2,13,19.2,6,NA,NA,NA,NA,NA,NA,NA,6,132,1,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",4,14,18.9,4,NA,NA,NA,NA,24,122,0,2,7,1,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",8,15,18.66,NA,NA,259,2,1,5,13,0,NA,NA,NA,NA,NA,NA
"SHAUNHILL","QB","Shaun Hill","STL",9,16,18.6,NA,NA,290,2,1,1,0,0,NA,NA,NA,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","BUF",10,17,17.96,NA,NA,299,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",3,18,17.9,12,NA,NA,NA,NA,NA,NA,NA,5,59,2,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",4,19,17.8,5,NA,NA,NA,NA,NA,NA,NA,5,58,2,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",5,20,17.6,4,NA,0,0,0,22,88,1,3,28,0,0,0,0
