"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,24.49,0,NA,287,2.8,0.6,4.2,20.1,0.1,0,0,0,0,0.1,0.3
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,22.66,0,NA,320,2.6,0.5,1.5,0.4,0.1,0,0,0,0,0.1,0.4
"DREWBREES","QB","Drew Brees","NO",3,3,22.56,0,NA,351,2.4,1,1.5,2,0,0,0,0,0,0.1,0.3
"AARONRODGERS","QB","Aaron Rodgers","GB",4,4,21.83,0,NA,278,2.5,0.4,3,14.5,0.1,0,0,0,0,0.1,0.3
"ARIANFOSTER","RB","Arian Foster","HOU",1,5,20.93,0,NA,0,0,0,25.9,130,0.8,3,26.9,0.1,0,0,0.1
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",5,6,20.72,0,NA,260,2.3,0.6,3.5,17.3,0.1,0,0,0,0,0.1,0.3
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",6,7,20.46,0,NA,295,2.2,0.6,2.3,7.9,0.1,0,0,0,0,0.1,0.3
"TONYROMO","QB","Tony Romo","DAL",7,8,20.43,0,NA,256,2.6,0.6,1.8,3.1,0,0,0,0,0,0.1,0.2
"TOMBRADY","QB","Tom Brady","NE",8,9,20.11,0,NA,303,2.2,0.9,1.7,1.7,0.1,0,0,0,0,0.1,0.4
"LEVEONBELL","RB","Le'Veon Bell","PIT",2,10,18.87,0,NA,0,0,0,20.9,103,0.5,4.6,42,0.2,0,0,0.1
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",3,11,18.27,0,NA,0,0,0,25.1,108,0.7,3.3,29.1,0.1,0,0,0.2
"JAMAALCHARLES","RB","Jamaal Charles","KC",4,12,17.72,0,NA,0,0,0,18.3,74.1,1.1,4,28.1,0.2,0,0,0.2
"MARKSANCHEZ","QB","Mark Sanchez","PHI",9,13,17.58,0,NA,287,1.8,1.5,3.3,2.9,0.2,0,0,0,0,0.1,0.4
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",10,14,17.23,0,NA,278,1.6,0.8,2.7,6.1,0.1,0,0,0,0,0,0.4
"PHILIPRIVERS","QB","Philip Rivers","SD",11,15,17.11,0,NA,282,1.6,0.7,2.2,3.8,0,0,0,0,0,0,0.2
"CAMNEWTON","QB","Cam Newton","CAR",12,16,16.9,0,NA,217,1.3,0.9,6.5,35,0.1,0,0,0,0,0,0.2
"BLAKEBORTLES","QB","Blake Bortles","JAX",13,17,16.83,0,NA,241,1.3,1.3,4.3,28.7,0.2,0,0,0,0,0,0.3
"ALEXSMITH","QB","Alex Smith","KC",14,18,16.66,0,NA,229,1.6,0.5,3.6,17,0.1,0,0,0,0,0,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",15,19,16.63,0,NA,201,1.2,0.9,7.1,46.7,0.1,0,0,0,0,0,0.4
"JOEFLACCO","QB","Joe Flacco","BAL",16,20,16.2,0,NA,241,1.6,0.6,2.1,4.9,0.2,0,0,0,0,0,0.3
"JOSHMCCOWN","QB","Josh McCown","TB",17,21,16.18,0,NA,279,1.2,1.3,3.3,18,0,0,0,0,0,0,0.4
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",18,22,16.15,0,NA,213,1,0.5,6.9,41.3,0.1,0,0,0,0,0,0.3
"JAYCUTLER","QB","Jay Cutler","CHI",19,23,15.7,0,NA,280,1.3,1.5,2.8,12,0,0,0,0,0,0,0.3
"DREWSTANTON","QB","Drew Stanton","ARI",20,24,15.45,0,NA,241,1.4,1.2,3.6,17,0.1,0,0,0,0,0,0.3
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",1,25,15.39,0,NA,0,0,0,0,0,0,8.4,99.9,0.9,0,0,0.1
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",21,26,15.37,0,NA,260,1.1,0.9,3.4,15.1,0.1,0,0,0,0,0,0.3
"MATTRYAN","QB","Matt Ryan","ATL",22,27,15.32,0,NA,311,1,1.2,1.6,6,0,0,0,0,0,0,0.3
"COLTMCCOY","QB","Colt McCoy","WAS",23,28,15.2,0,NA,250,1.2,0.8,3.6,13.8,0.1,0,0,0,0,0,0.3
"JUSTINFORSETT","RB","Justin Forsett","BAL",5,29,14.87,0,NA,0,0,0,17.2,85.2,0.7,2.8,22.5,0.1,0,0,0.1
"KYLEORTON","QB","Kyle Orton","BUF",24,29,14.87,0,NA,234,1.5,0.8,1.6,5.2,0,0,0,0,0,0,0.2
"ANDYDALTON","QB","Andy Dalton","CIN",25,31,14.61,0,NA,212,1.3,0.9,4.1,11.6,0.2,0,0,0,0,0,0.2
"ANTONIOBROWN","WR","Antonio Brown","PIT",2,32,14.56,0,NA,0,0,0,0.3,1.7,0,7.2,96.7,0.8,0,0,0
"CJANDERSON","RB","C.J. Anderson","DEN",6,33,14.55,0,NA,0,0,0,17.7,98,0.2,3.9,30.6,0.1,0,0,0.2
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,34,14.54,0,NA,0,0,0,0,0,0,6.6,83.8,1,0,0,0
"DEREKCARR","QB","Derek Carr","OAK",26,35,14.48,0,NA,265,1.1,0.8,2.1,9.3,0,0,0,0,0,0,0.3
"ELIMANNING","QB","Eli Manning","NYG",27,36,14.41,0,NA,256,1.4,1.2,1.1,2.5,0,0,0,0,0,0,0.3
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",28,37,14.15,0,NA,247,1.4,1.3,1.3,2.2,0,0,0,0,0,0,0.3
"DEZBRYANT","WR","Dez Bryant","DAL",3,38,13.93,0,NA,0,0,0,0,0,0,6,86.5,0.9,0,0,0.1
"SHAUNHILL","QB","Shaun Hill","STL",29,39,13.86,0,NA,219,1.3,0.7,1.7,8.7,0,0,0,0,0,0,0.3
"RASHADJENNINGS","RB","Rashad Jennings","NYG",7,39,13.86,0,NA,0,0,0,19.1,82.2,0.4,3.8,29.8,0.1,0,0,0.1
"JORDYNELSON","WR","Jordy Nelson","GB",4,41,13.82,0,NA,0,0,0,0,0,0,6.3,88,0.8,0,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",30,42,13.54,0,NA,198,1.2,0.8,3.9,18.6,0.1,0,0,0,0,0,0.4
"CALVINJOHNSON","WR","Calvin Johnson","DET",5,43,13.4,0,NA,0,0,0,0,0,0,5.8,89.6,0.8,0,0,0.1
