"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"DREWBREES","QB","Drew Brees","NO",1,1,24.78,0,NA,336,3,0.7,1.2,2.1,0,0,0,0,0,0.1,0.2
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,24.66,0,NA,314,2.8,1.3,4.4,21.8,0.1,0,0,0,0,0.1,0.4
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,23.76,0,NA,314,2.9,0.6,1.7,-1.5,0.1,0,0,0,0,0.1,0.2
"LEVEONBELL","RB","Le'Veon Bell","PIT",1,4,22.07,0,NA,0,0,0,23.7,116,0.6,5.7,55.3,0.2,0,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",2,5,21.12,0,NA,0,0,0,22.3,108,1.2,3.6,26,0.2,0,0,0.3
"JAYCUTLER","QB","Jay Cutler","CHI",4,6,20.54,0,NA,284,2.2,1,2.9,16,0.1,0,0,0,0,0.1,0.4
"AARONRODGERS","QB","Aaron Rodgers","GB",5,7,20.13,0,NA,272,2.2,0.8,3,15.5,0.1,0,0,0,0,0.1,0.3
"MATTRYAN","QB","Matt Ryan","ATL",6,8,20.04,0,NA,291,2.2,0.8,1.6,6.3,0,0,0,0,0,0.1,0.2
"MATTFORTE","RB","Matt Forte","CHI",3,9,19.62,0,NA,0,0,0,18.1,88.2,0.8,6.1,52.4,0.2,0,0,0.1
"PHILIPRIVERS","QB","Philip Rivers","SD",7,10,19.49,0,NA,274,2.3,0.9,2.7,5,0.1,0,0,0,0,0.1,0.3
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",8,11,19.38,0,NA,302,2,1,2,6.6,0.1,0,0,0,0,0.1,0.4
"MARKSANCHEZ","QB","Mark Sanchez","PHI",9,12,19.16,0,NA,269,2.1,1.1,3.9,6.6,0.3,0,0,0,0,0.1,0.6
"JUSTINFORSETT","RB","Justin Forsett","BAL",4,13,19.12,0,NA,0,0,0,22.4,115,0.9,2.5,20.2,0.1,0,0,0.1
"TOMBRADY","QB","Tom Brady","NE",10,14,18.15,0,NA,274,1.8,0.7,1.9,2.2,0.1,0,0,0,0,0.1,0.2
"TONYROMO","QB","Tony Romo","DAL",11,15,18.04,0,NA,255,2.1,0.8,1.4,2,0,0,0,0,0,0.1,0.2
"ARIANFOSTER","RB","Arian Foster","HOU",5,16,17.87,0,NA,0,0,0,19.1,89,0.6,4.2,40.8,0.2,0,0,0.1
"ELIMANNING","QB","Eli Manning","NYG",12,17,17.84,0,NA,261,2.1,0.9,1.1,2.3,0,0,0,0,0,0.1,0.3
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",6,18,17.76,0,NA,0,0,0,23.9,98.9,0.6,4.4,37.5,0.1,0,0,0.2
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",13,19,17.64,0,NA,261,1.6,0.9,4.1,18,0.1,0,0,0,0,0,0.3
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",14,20,17.39,0,NA,227,0.8,0.9,7.2,44.2,0.3,0,0,0,0,0,0.3
"KYLEORTON","QB","Kyle Orton","BUF",15,21,17.14,0,NA,268,1.7,0.8,1.4,4.7,0,0,0,0,0,0,0.2
"JAKELOCKER","QB","Jake Locker","TEN",16,22,17.13,0,NA,227,1.7,0.9,3.9,23.4,0.1,0,0,0,0,0,0.3
"RUSSELLWILSON","QB","Russell Wilson","SEA",17,23,16.97,0,NA,193,1.2,0.7,7.4,48.1,0.1,0,0,0,0,0,0.4
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",18,24,16.48,0,NA,274,1.4,0.9,2.5,6.9,0.1,0,0,0,0,0,0.3
"JOEFLACCO","QB","Joe Flacco","BAL",19,25,15.68,0,NA,222,1.4,0.6,2.6,7,0.2,0,0,0,0,0,0.2
"LESEANMCCOY","RB","LeSean McCoy","PHI",7,26,15.49,0,NA,0,0,0,21.6,99.8,0.8,1,7.5,0,0,0,0.2
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",1,27,15.14,0,NA,0,0,0,0,0,0,7.2,96.2,0.9,0,0,0.1
"ALEXSMITH","QB","Alex Smith","KC",20,28,15.03,0,NA,200,1.3,0.3,3.7,19.8,0.1,0,0,0,0,0,0.2
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",21,29,14.8,0,NA,256,1.1,0.9,3.2,16.1,0,0,0,0,0,0,0.4
"DEREKANDERSON","QB","Derek Anderson","CAR",22,30,14.79,0,NA,253,1.4,1.1,2.6,5.7,0.1,0,0,0,0,0,0.5
"ALFREDMORRIS","RB","Alfred Morris","WAS",8,31,14.24,0,NA,0,0,0,18.8,90.2,0.6,1.7,14.6,0,0,0,0.1
"COLTMCCOY","QB","Colt McCoy","WAS",23,32,14.23,0,NA,237,1.3,0.9,3.8,10.8,0.1,0,0,0,0,0,0.5
"ANTONIOBROWN","WR","Antonio Brown","PIT",2,33,14.22,0,NA,0,0,0,0.3,1.7,0,7.4,98.5,0.7,0,0,0.1
"JOSHMCCOWN","QB","Josh McCown","TB",24,34,14.14,0,NA,243,1.2,1.1,2.8,13.1,0,0,0,0,0,0,0.4
"CJANDERSON","RB","C.J. Anderson","DEN",9,35,14.09,0,NA,0,0,0,19.7,83.7,0.5,2.9,25.3,0.1,0,0,0.1
"BLAKEBORTLES","QB","Blake Bortles","JAX",25,36,14.03,0,NA,257,0.8,1.2,3.9,21.8,0,0,0,0,0,0,0.3
"CALVINJOHNSON","WR","Calvin Johnson","DET",3,37,13.87,0,NA,0,0,0,0,0,0,6.5,97.9,0.7,0,0,0.1
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",4,38,13.86,0,NA,0,0,0,0.9,4.9,0,6.4,93.1,0.6,0,0,0
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",10,39,13.77,0,NA,0,0,0,18,87.6,0.8,0.3,2.3,0,0,0,0.2
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",11,40,13.76,0,NA,0,0,0,18.5,78.4,0.7,2.2,17.2,0.1,0,0,0.1
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",5,41,13.59,0,NA,0,0,0,0.5,2.8,0,6.3,83.1,0.8,0,0,0.1
"TYHILTON","WR","T.Y. Hilton","IND",6,42,13.56,0,NA,0,0,0,0.3,1.4,0,5.8,94.8,0.7,0,0,0.1
"JORDYNELSON","WR","Jordy Nelson","GB",7,43,13.55,0,NA,0,0,0,0,0,0,6.1,91.5,0.7,0,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",8,44,13.41,0,NA,0,0,0,0.8,4.3,0,6.4,89.3,0.7,0,0,0.1
"DEZBRYANT","WR","Dez Bryant","DAL",8,44,13.41,0,NA,0,0,0,0,0,0,5.9,88.3,0.8,0,0,0
