"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"61","Karlos Williams","RB16","vs.  DAL","26","141","65.9","16.6","KARLOSWILLIAMS"
"62","Larry Fitzgerald","WR19","vs.  GB","43","108","66.3","10.0","LARRYFITZGERALD"
"63","Amari Cooper","WR20","vs.  SD","17","99","67.5","14.6","AMARICOOPER"
"64","Golden Tate","WR21","vs.  SF","50","89","67.6","8.2","GOLDENTATE"
"65","Frank Gore","RB17","at  MIA","45","115","67.9","12.8","FRANKGORE"
"66","Bilal Powell","RB18","vs.  NE","26","170","67.1","28.3","BILALPOWELL"
"67","A.J. Green","WR22","at  DEN","28","125","71.0","15.0","AJGREEN"
"68","Michael Floyd","WR23","vs.  GB","39","119","72.5","14.1","MICHAELFLOYD"
"69","Christopher Ivory","RB19","vs.  NE","42","119","73.6","13.3","CHRISIVORY"
"70","Kamar Aiken","WR24","vs.  PIT","47","97","73.7","10.2","KAMARAIKEN"
"71","Eddie Lacy","RB20","at  ARI","28","157","74.3","19.4","EDDIELACY"
"72","Julius Thomas","TE4","at  NO","50","110","75.7","11.7","JULIUSTHOMAS"
"73","Delanie Walker","TE5","vs.  HOU","24","103","75.8","10.9","DELANIEWALKER"
"74","Javorius Allen","RB21","vs.  PIT","19","122","76.2","19.9","JAVORIUSALLEN"
"75","Randall Cobb","WR25","at  ARI","63","126","80.4","11.0","RANDALLCOBB"
"76","Emmanuel Sanders","WR26","vs.  CIN","41","122","80.4","12.9","EMMANUELSANDERS"
"77","John Brown","WR27","vs.  GB","51","105","80.6","10.9","JOHNBROWN"
"78","Antonio Gates","TE6","at  OAK","42","92","80.9","7.7","ANTONIOGATES"
"79","Christine Michael","RB22","vs.  STL","50","123","81.7","13.1","CHRISTINEMICHAEL"
"80","Michael Crabtree","WR28","vs.  SD","48","104","83.8","10.7","MICHAELCRABTREE"
"81","Blaine Gabbert","QB25","at  DET","44","122","66.5","15.2","BLAINEGABBERT"
"82","Ryan Mathews","RB23","vs.  WAS","54","134","84.2","15.3","RYANMATHEWS"
"83","T.Y. Hilton","WR29","at  MIA","50","151","84.4","13.6","TYHILTON"
"84","Dez Bryant","WR30","at  BUF","42","118","86.9","11.6","DEZBRYANT"
"85","Willie Snead","WR31","vs.  JAC","53","119","88.0","9.9","WILLIESNEAD"
"86","Jordan Matthews","WR32","vs.  WAS","63","116","89.1","11.2","JORDANMATTHEWS"
"87","Gary Barnidge","TE7","at  KC","75","122","90.8","10.2","GARYBARNIDGE"
"88","Giovani Bernard","RB24","at  DEN","37","143","91.2","17.6","GIOVANIBERNARD"
"89","Benjamin Watson","TE8","vs.  JAC","69","128","91.8","10.5","BENJAMINWATSON"
"90","Jeremy Hill","RB25","at  DEN","65","142","93.6","15.8","JEREMYHILL"
"91","Ted Ginn","WR33","at  ATL","33","115","94.3","13.4","TEDGINN"
"92","Tyler Lockett","WR34","vs.  STL","11","134","94.9","16.2","TYLERLOCKETT"
"93","Rueben Randle","WR35","at  MIN","58","136","95.1","12.3","RUEBENRANDLE"
"94","Matt Hasselbeck","QB26","at  MIA","46","93","66.8","12.8","MATTHASSELBECK"
"95","Stefon Diggs","WR36","vs.  NYG","63","148","97.8","10.7","STEFONDIGGS"
"96","Travis Kelce","TE9","vs.  CLE","70","133","98.7","11.9","TRAVISKELCE"
"97","Cameron Artis-Payne","RB26","at  ATL","50","175","96.9","23.1","CAMERONARTISPAYNE"
"98","Jimmy Clausen","QB27","vs.  PIT","47","102","66.4","11.5","JIMMYCLAUSEN"
"99","Zach Mettenberger","QB28","vs.  HOU","44","89","75.3","11.6","ZACHMETTENBERGER"
"100","Anquan Boldin","WR37","at  DET","79","129","104.0","9.5","ANQUANBOLDIN"
"101","Ameer Abdullah","RB27","vs.  SF","42","147","104.1","17.0","AMEERABDULLAH"
"102","Travis Benjamin","WR38","at  KC","79","131","104.5","8.8","TRAVISBENJAMIN"
"103","Dorial Green-Beckham","WR39","vs.  HOU","68","163","106.4","11.4","DORIALGREENBECKHAM"
"104","Rashad Jennings","RB28","at  MIN","43","158","108.3","19.4","RASHADJENNINGS"
"105","Markus Wheaton","WR40","at  BAL","67","147","108.4","13.1","MARKUSWHEATON"
"106","Matt Jones","RB29","at  PHI","52","165","109.2","19.0","MATTJONES"
"107","Will Tye","TE10","at  MIN","78","170","110.7","16.3","WILLTYE"
"108","Brandon Weeden","QB29","at  TEN","41","179","69.7","20.5","BRANDONWEEDEN"
"109","Brandon LaFell","WR41","at  NYJ","65","153","111.8","12.7","BRANDONLAFELL"
"110","Zach Miller","TE11","at  TB","73","160","110.8","12.6","ZACHMILLER"
"111","Devante Parker","WR42","vs.  IND","98","156","112.2","10.1","DEVANTEPARKER"
"112","Donte Moncrief","WR43","at  MIA","97","143","111.3","7.5","DONTEMONCRIEF"
"113","Pierre Garcon","WR44","at  PHI","56","136","115.1","11.7","PIERREGARCON"
"114","Ronnie Hillman","RB30","vs.  CIN","78","150","116.4","12.8","RONNIEHILLMAN"
"115","Marvin Jones","WR45","at  DEN","87","137","115.7","7.5","MARVINJONES"
"116","James Starks","RB31","at  ARI","91","165","118.3","14.8","JAMESSTARKS"
"117","Zach Ertz","TE12","vs.  WAS","81","166","119.5","14.6","ZACHERTZ"
"118","Tavon Austin","WR46","at  SEA","88","152","119.3","11.0","TAVONAUSTIN"
"119","Darren Sproles","RB32","vs.  WAS","74","167","120.5","14.4","DARRENSPROLES"
"120","Jeremy Langford","RB33","at  TB","68","150","122.0","11.8","JEREMYLANGFORD"
"121","James Jones","WR47","at  ARI","100","159","125.8","10.1","JAMESJONES"
"122","AJ McCarron","QB30","at  DEN","48","123","74.0","15.0","AJMCCARRON"
"123","Richard Rodgers","TE13","at  ARI","88","160","125.9","12.6","RICHARDRODGERS"
"124","Charles Sims","RB34","vs.  CHI","75","165","127.5","16.0","CHARLESSIMS"
"125","Heath Miller","TE14","at  BAL","85","165","123.9","12.1","HEATHMILLER"
"126","Alfred Blue","RB35","at  TEN","52","166","126.8","19.0","ALFREDBLUE"
"127","Austin Seferian-Jenkins","TE15","vs.  CHI","85","165","129.0","16.0","AUSTINSEFERIANJENKINS"
"128","Theo Riddick","RB36","vs.  SF","75","161","127.4","13.8","THEORIDDICK"
"129","Shaun Draughn","RB37","at  DET","56","175","114.8","22.5","SHAUNDRAUGHN"
"130","Dontrelle Inman","WR48","at  OAK","100","152","127.0","9.7","DONTRELLEINMAN"
"131","Jermaine Kearse","WR49","vs.  STL","100","161","131.2","9.6","JERMAINEKEARSE"
"132","Brian Hoyer","QB31","at  TEN","36","99","57.0","12.8","BRIANHOYER"
"133","Danny Amendola","WR50","at  NYJ","77","146","114.4","14.4","DANNYAMENDOLA"
"134","Eric Ebron","TE16","vs.  SF","109","155","134.7","10.0","ERICEBRON"
"135","Alfred Morris","RB38","at  PHI","73","172","133.1","15.8","ALFREDMORRIS"
"136","Davante Adams","WR51","at  ARI","108","176","133.3","10.7","DAVANTEADAMS"
"137","Jason Witten","TE17","at  BUF","107","164","134.4","10.7","JASONWITTEN"
"138","C.J. Anderson","RB39","vs.  CIN","69","167","135.8","16.2","CJANDERSON"
"139","Nate Washington","WR52","at  TEN","102","175","136.3","12.6","NATEWASHINGTON"
"140","Kyle Rudolph","TE18","vs.  NYG","105","162","138.4","13.8","KYLERUDOLPH"
"141","Dwayne Harris","WR53","at  MIN","97","171","135.6","12.8","DWAYNEHARRIS"
"142","Duke Johnson","RB40","at  KC","107","175","139.9","14.4","DUKEJOHNSON"
"143","Malcom Floyd","WR54","at  OAK","114","173","142.7","11.0","MALCOMFLOYD"
"144","Marques Colston","WR55","vs.  JAC","105","174","141.5","9.4","MARQUESCOLSTON"
"145","Mike Gillislee","RB41","vs.  DAL","71","168","141.0","19.2","MIKEGILLISLEE"
"146","Jacob Tamme","TE19","vs.  CAR","123","172","144.5","8.4","JACOBTAMME"
"147","Brandon Bolden","RB42","at  NYJ","73","172","141.6","18.8","BRANDONBOLDEN"
"148","Donald Brown","RB43","at  OAK","78","176","137.3","18.8","DONALDBROWN"
"149","Keshawn Martin","WR56","at  NYJ","111","169","144.7","10.6","KESHAWNMARTIN"
"150","Devin Funchess","WR57","at  ATL","109","172","145.6","12.9","DEVINFUNCHESS"
"151","Shane Vereen","RB44","at  MIN","103","172","148.3","16.7","SHANEVEREEN"
"152","Antonio Andrews","RB45","vs.  HOU","61","168","141.1","23.5","ANTONIOANDREWS"
"153","Eddie Royal","WR58","at  TB","122","167","148.5","8.6","EDDIEROYAL"
"154","Vernon Davis","TE20","vs.  CIN","128","174","154.5","8.4","VERNONDAVIS"
"155","Cecil Shorts","WR59","at  TEN","93","168","142.0","11.3","CECILSHORTS"
"156","Terrance Williams","WR60","at  BUF","130","177","159.3","8.2","TERRANCEWILLIAMS"
"157","Jamison Crowder","WR61","at  PHI","137","170","156.1","7.4","JAMISONCROWDER"
"158","Spencer Ware","RB46","vs.  CLE","86","174","150.3","20.9","SPENCERWARE"
"159","Tyler Eifert","TE21","at  DEN","65","168","134.2","27.3","TYLEREIFERT"
"160","Jay Ajayi","RB47","vs.  IND","59","171","151.9","21.3","JAYAJAYI"
"161","Albert Wilson","WR62","vs.  CLE","118","173","156.6","10.1","ALBERTWILSON"
"162","Bryce Brown","RB48","vs.  STL","112","177","156.7","12.0","BRYCEBROWN"
"163","J.J. Nelson","WR63","vs.  GB","132","175","161.3","10.7","JJNELSON"
"164","Mike Wallace","WR64","vs.  NYG","136","175","164.3","8.9","MIKEWALLACE"
"165","Philly Brown","WR65","at  ATL","135","175","162.7","8.7","PHILLYBROWN"
"166","Steve Johnson","WR66","at  OAK","61","168","133.2","26.2","STEVIEJOHNSON"
"167","Joique Bell","RB49","vs.  SF","73","174","151.2","18.7","JOIQUEBELL"
"168","Kellen Moore","QB32","at  BUF","58","87","77.6","9.3","KELLENMOORE"
"169","Chris Hogan","WR67","vs.  DAL","131","176","158.9","11.2","CHRISHOGAN"
"170","Julian Edelman","WR68","at  NYJ","88","177","141.0","19.7","JULIANEDELMAN"
"171","Torrey Smith","WR69","at  DET","132","178","164.9","9.0","TORREYSMITH"
"172","Clive Walford","TE22","vs.  SD","97","176","165.3","13.9","CLIVEWALFORD"
"173","Jeremy Butler","WR70","vs.  PIT","98","175","155.2","13.6","JEREMYBUTLER"
"174","Charles Clay","TE23","vs.  DAL","125","168","151.4","10.6","CHARLESCLAY"
"175","DeMarco Murray","RB50","vs.  WAS","119","177","163.5","13.1","DEMARCOMURRAY"
"176","Roddy White","WR71","vs.  CAR","135","174","159.3","10.1","RODDYWHITE"
"177","Isaiah Crowell","RB51","at  KC","111","173","157.4","13.6","ISAIAHCROWELL"
"178","Jared Abbrederis","WR72","at  ARI","105","172","154.9","14.5","JAREDABBREDERIS"
"179","Nelson Agholor","WR73","vs.  WAS","129","171","161.3","9.1","NELSONAGHOLOR"
"180","Javontee Herndon","WR74","at  OAK","132","170","159.8","10.4","JAVONTEEHERNDON"
"181","Fozzy Whittaker","RB52","at  ATL","96","177","166.2","18.2","FOZZYWHITTAKER"
"182","Kenny Stills","WR75","vs.  IND","140","176","163.8","8.3","KENNYSTILLS"
"183","Matt Schaub","QB33","vs.  PIT","41","86","72.3","17.4","MATTSCHAUB"
"184","Maxx Williams","TE24","vs.  PIT","107","170","157.2","13.0","MAXXWILLIAMS"
"185","Hakeem Nicks","WR76","at  MIN","123","174","160.6","14.1","HAKEEMNICKS"
"186","Kenny Britt","WR77","at  SEA","145","176","168.4","7.7","KENNYBRITT"
"187","Jerick McKinnon","RB53","vs.  NYG","99","176","162.6","17.0","JERICKMCKINNON"
"188","Vance McDonald","TE25","at  DET","141","171","157.7","8.1","VANCEMCDONALD"
"189","Ryan Griffin","TE26","at  TEN","135","177","170.3","7.7","RYANGRIFFIN"
"190","Robert Woods","WR78","vs.  DAL","126","171","157.2","15.1","ROBERTWOODS"
"191","Case Keenum","QB34","at  SEA","78","178","96.0","33.6","CASEKEENUM"
"192","Jared Cook","TE27","at  SEA","137","177","155.6","11.8","JAREDCOOK"
"193","Coby Fleener","TE28","at  MIA","136","175","159.1","10.8","COBYFLEENER"
"194","Cole Beasley","WR79","at  BUF","143","174","161.1","9.6","COLEBEASLEY"
"195","Marqise Lee","WR80","at  NO","134","177","167.3","11.0","MARQISELEE"
"196","Rishard Matthews","WR81","vs.  IND","97","169","152.0","21.9","RISHARDMATTHEWS"
"197","Andre Johnson","WR82","at  MIA","157","175","166.8","6.1","ANDREJOHNSON"
"198","Kendall Gaskins","RB54","at  DET","95","170","151.2","22.3","KENDALLGASKINS"
"199","Jordan Cameron","TE29","vs.  IND","151","176","162.6","8.3","JORDANCAMERON"
"200","Seth Roberts","WR83","vs.  SD","137","174","164.2","11.6","SETHROBERTS"
"201","Ladarius Green","TE30","at  OAK","136","176","162.3","12.6","LADARIUSGREEN"
"202","Chris Givens","WR84","vs.  PIT","138","176","165.6","11.4","CHRISGIVENS"
"203","Lance Moore","WR85","vs.  SF","146","174","162.9","10.5","LANCEMOORE"
"204","C.J. Spiller","RB55","vs.  JAC","127","173","161.1","12.7","CJSPILLER"
"205","Luke Willson","TE31","vs.  STL","117","175","158.0","15.8","LUKEWILLSON"
"206","Mike Tolbert","RB56","at  ATL","150","175","159.8","8.7","MIKETOLBERT"
"207","T.J. Yeldon","RB57","at  NO","70","164","120.8","36.2","TJYELDON"
"208","Kendall Wright","WR86","vs.  HOU","140","162","148.3","8.3","KENDALLWRIGHT"
"209","Owen Daniels","TE32","vs.  CIN","150","176","162.3","7.8","OWENDANIELS"
"210","Tyler Kroft","TE33","at  DEN","111","172","158.6","19.9","TYLERKROFT"
"211","Ryan Mallett","QB35","vs.  PIT","58","64","61.0","3.0","RYANMALLETT"
"212","Joey Iosefa","RB58","at  NYJ","127","175","155.2","17.4","JOEYIOSEFA"
"213","Harry Douglas","WR87","vs.  HOU","152","173","167.0","6.4","HARRYDOUGLAS"
"214","Brandon Coleman","WR88","vs.  JAC","156","177","167.8","6.2","BRANDONCOLEMAN"
"215","Jerricho Cotchery","WR89","at  ATL","163","175","168.4","4.2","JERRICHOCOTCHERY"
"216","Jaelen Strong","WR90","at  TEN","148","176","166.9","10.0","JAELENSTRONG"
"217","Adam Humphries","WR91","vs.  CHI","126","166","145.7","16.3","ADAMHUMPHRIES"
"218","Blake Bell","TE34","at  DET","143","170","154.0","11.6","BLAKEBELL"
"219","Fred Jackson","RB59","vs.  STL","132","169","154.7","16.2","FREDJACKSON"
"220","Justin Hardy","WR92","vs.  CAR","147","173","162.3","11.1","JUSTINHARDY"
"221","Andre Ellington","RB60","vs.  GB","134","158","146.0","12.0","ANDREELLINGTON"
"222","Mohamed Sanu","WR93","at  DEN","154","159","156.5","2.5","MOHAMEDSANU"
"223","Kerwynn Williams","RB61","vs.  GB","157","159","158.0","1.0","KERWYNNWILLIAMS"
"224","Chris Polk","RB62","at  TEN","154","165","159.5","5.5","CHRISPOLK"
"225","Taylor Gabriel","WR94","at  KC","159","161","160.0","1.0","TAYLORGABRIEL"
"226","Darren Fells","TE35","vs.  GB","156","165","160.5","4.5","DARRENFELLS"
"227","Steven Jackson","RB63","at  NYJ","162","165","163.5","1.5","STEVENJACKSON"
"228","Travaris Cadet","RB64","","154","177","165.5","11.5","TRAVARISCADET"
"229","Marcel Reece","RB65","vs.  SD","165","173","169.0","4.0","MARCELREECE"
