"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","3","1.4","0.8","DEVONTAFREEMAN"
"2","Todd Gurley","RB2","6","1","3","2.0","0.6","TODDGURLEY"
"3","Adrian Peterson","RB3","5","2","5","3.0","1.1","ADRIANPETERSON"
"4","Julio Jones","WR1","10","4","8","5.6","1.5","JULIOJONES"
"5","Antonio Brown","WR2","11","4","12","5.8","3.1","ANTONIOBROWN"
"6","Rob Gronkowski","TE1","4","6","8","7.0","0.6","ROBGRONKOWSKI"
"7","Odell Beckham","WR3","11","8","13","9.8","1.7","ODELLBECKHAM"
"8","DeAndre Hopkins","WR4","9","7","13","10.4","2.2","DEANDREHOPKINS"
"9","Lamar Miller","RB4","5","9","14","11.4","2.2","LAMARMILLER"
"10","Marshawn Lynch","RB5","9","8","22","12.2","5.2","MARSHAWNLYNCH"
"11","Christopher Ivory","RB6","5","11","16","13.8","2.3","CHRISIVORY"
"12","DeAngelo Williams","RB7","11","5","35","16.4","12.3","DEANGELOWILLIAMS"
"13","Mark Ingram","RB8","11","6","45","16.4","14.6","MARKINGRAM"
"14","LeSean McCoy","RB9","8","14","22","17.0","2.8","LESEANMCCOY"
"15","Latavius Murray","RB10","6","6","36","18.2","10.0","LATAVIUSMURRAY"
"16","A.J. Green","WR5","7","10","47","19.2","14.0","AJGREEN"
"17","Charcandrick West","RB11","9","5","31","22.0","9.8","CHARCANDRICKWEST"
"18","Tom Brady","QB1","4","21","24","22.4","1.0","TOMBRADY"
"19","Matt Forte","RB12","7","3","53","23.0","17.7","MATTFORTE"
"20","Alshon Jeffery","WR6","7","14","34","23.6","7.6","ALSHONJEFFERY"
"21","Calvin Johnson","WR7","9","16","34","24.6","5.8","CALVINJOHNSON"
"22","Justin Forsett","RB13","9","13","39","25.4","9.0","JUSTINFORSETT"
"23","Demaryius Thomas","WR8","7","15","43","26.2","11.5","DEMARYIUSTHOMAS"
"24","Aaron Rodgers","QB2","7","25","28","26.4","1.0","AARONRODGERS"
"25","Larry Fitzgerald","WR9","9","17","36","27.6","8.7","LARRYFITZGERALD"
"26","Amari Cooper","WR10","6","19","44","28.8","9.3","AMARICOOPER"
"27","Brandon Marshall","WR11","5","21","41","29.0","8.0","BRANDONMARSHALL"
"28","Allen Robinson","WR12","8","15","37","29.6","8.8","ALLENROBINSON"
"29","Emmanuel Sanders","WR13","7","19","48","29.8","10.0","EMMANUELSANDERS"
"30","Frank Gore","RB14","10","20","39","30.0","7.0","FRANKGORE"
"31","Randall Cobb","WR14","7","18","64","30.2","17.3","RANDALLCOBB"
"32","Dez Bryant","WR15","6","12","43","31.6","12.1","DEZBRYANT"
"33","Doug Martin","RB15","6","20","48","32.2","10.8","DOUGMARTIN"
"34","DeMarco Murray","RB16","8","21","43","33.2","9.3","DEMARCOMURRAY"
"35","Danny Woodhead","RB17","10","29","47","35.2","6.6","DANNYWOODHEAD"
"36","Greg Olsen","TE2","5","28","64","37.0","13.7","GREGOLSEN"
"37","Mike Evans","WR16","6","27","52","39.2","8.6","MIKEEVANS"
"38","Darren McFadden","RB18","6","18","69","40.0","17.0","DARRENMCFADDEN"
"39","Carson Palmer","QB3","9","29","56","40.0","10.9","CARSONPALMER"
"40","Tyler Eifert","TE3","7","29","73","41.6","16.8","TYLEREIFERT"
"41","Chris Johnson","RB19","9","21","88","44.8","23.8","CHRISJOHNSON"
"42","T.J. Yeldon","RB20","8","33","62","45.6","9.9","TJYELDON"
"43","LeGarrette Blount","RB21","4","19","71","46.0","17.3","LEGARRETTEBLOUNT"
"44","Jonathan Stewart","RB22","5","40","56","46.2","5.7","JONATHANSTEWART"
"45","T.Y. Hilton","WR17","10","36","62","47.0","9.3","TYHILTON"
"46","Jarvis Landry","WR18","5","40","51","47.0","3.7","JARVISLANDRY"
"47","Jeremy Hill","RB23","7","26","72","47.4","15.3","JEREMYHILL"
"48","Giovani Bernard","RB24","7","34","58","47.8","9.1","GIOVANIBERNARD"
"49","Brandin Cooks","WR19","11","30","66","48.4","13.4","BRANDINCOOKS"
"50","Martavis Bryant","WR20","11","37","79","50.0","15.3","MARTAVISBRYANT"
"51","Eric Decker","WR21","5","35","58","50.2","8.1","ERICDECKER"
"52","Andy Dalton","QB4","7","49","61","54.0","4.1","ANDYDALTON"
"53","Allen Hurns","WR22","8","28","65","55.6","14.0","ALLENHURNS"
"54","Stefon Diggs","WR23","5","49","67","56.0","6.2","STEFONDIGGS"
"55","Travis Kelce","TE4","9","33","70","56.6","14.6","TRAVISKELCE"
"56","Ronnie Hillman","RB25","7","21","76","57.0","19.4","RONNIEHILLMAN"
"57","Cam Newton","QB5","5","45","66","57.8","7.6","CAMNEWTON"
"58","Drew Brees","QB6","11","54","63","59.0","3.2","DREWBREES"
"59","Jeremy Maclin","WR24","9","42","92","62.0","16.7","JEREMYMACLIN"
"60","Ben Roethlisberger","QB7","11","32","110","62.2","25.9","BENROETHLISBERGER"
"61","Sammy Watkins","WR25","8","51","78","64.8","10.2","SAMMYWATKINS"
"62","Gary Barnidge","TE5","11","46","104","68.0","20.3","GARYBARNIDGE"
"63","Eddie Lacy","RB26","7","33","131","69.2","37.8","EDDIELACY"
"64","Philip Rivers","QB8","10","54","80","70.0","9.9","PHILIPRIVERS"
"65","Antonio Gates","TE6","10","45","83","70.6","13.7","ANTONIOGATES"
"66","Donte Moncrief","WR26","10","59","104","71.0","16.8","DONTEMONCRIEF"
"67","Brandon LaFell","WR27","4","55","100","71.2","15.3","BRANDONLAFELL"
"68","John Brown","WR28","9","42","100","72.0","22.5","JOHNBROWN"
"69","Michael Crabtree","WR29","6","50","134","74.8","30.3","MICHAELCRABTREE"
"70","James Starks","RB27","7","42","124","77.6","30.8","JAMESSTARKS"
"71","Eli Manning","QB9","11","72","86","78.2","6.0","ELIMANNING"
"72","Matt Ryan","QB10","10","72","86","79.4","4.9","MATTRYAN"
"73","Matt Jones","RB28","8","55","117","80.0","20.2","MATTJONES"
"74","Davante Adams","WR30","7","61","116","80.8","19.1","DAVANTEADAMS"
"75","C.J. Anderson","RB29","7","74","101","82.6","10.0","CJANDERSON"
"76","Willie Snead","WR31","11","53","110","83.0","18.9","WILLIESNEAD"
"77","Michael Floyd","WR32","9","52","105","83.4","23.3","MICHAELFLOYD"
"78","Jordan Matthews","WR33","8","76","92","84.0","6.2","JORDANMATTHEWS"
"79","Melvin Gordon","RB30","10","71","101","85.4","10.9","MELVINGORDON"
"80","Steve Johnson","WR34","10","63","103","87.0","15.6","STEVIEJOHNSON"
"81","Ryan Mathews","RB31","8","69","96","87.2","9.6","RYANMATHEWS"
"82","Russell Wilson","QB11","9","79","103","87.6","8.7","RUSSELLWILSON"
"83","Duke Johnson","RB32","11","81","99","88.6","6.0","DUKEJOHNSON"
"84","Danny Amendola","WR35","4","40","156","89.4","45.6","DANNYAMENDOLA"
"85","Antonio Andrews","RB33","4","68","115","90.6","20.5","ANTONIOANDREWS"
"86","DeSean Jackson","WR36","8","72","99","90.6","9.6","DESEANJACKSON"
"87","Benjamin Watson","TE7","11","72","115","92.8","14.1","BENJAMINWATSON"
"88","Jordan Reed","TE8","8","78","133","93.0","20.3","JORDANREED"
"89","Pierre Garcon","WR37","8","82","98","93.0","5.7","PIERREGARCON"
"90","Kamar Aiken","WR38","9","65","112","93.2","15.4","KAMARAIKEN"
"91","Rishard Matthews","WR39","5","66","105","93.4","14.0","RISHARDMATTHEWS"
"92","Martellus Bennett","TE9","7","77","132","96.6","23.0","MARTELLUSBENNETT"
"93","Travis Benjamin","WR40","11","66","166","97.2","35.4","TRAVISBENJAMIN"
"94","Alfred Blue","RB34","9","78","130","98.2","23.6","ALFREDBLUE"
"95","Charles Sims","RB35","6","85","111","98.8","9.2","CHARLESSIMS"
"96","Delanie Walker","TE10","4","73","125","100.0","17.5","DELANIEWALKER"
"97","Shane Vereen","RB36","11","79","123","100.4","15.2","SHANEVEREEN"
"98","C.J. Spiller","RB37","11","69","159","100.6","33.7","CJSPILLER"
"99","Jeremy Langford","RB38","7","46","167","101.0","42.0","JEREMYLANGFORD"
"100","Tony Romo","QB12","6","61","120","101.4","22.6","TONYROMO"
"101","Jimmy Graham","TE11","9","84","155","102.8","26.5","JIMMYGRAHAM"
"102","Carlos Hyde","RB39","10","67","146","103.0","29.4","CARLOSHYDE"
"103","Vincent Jackson","WR41","6","63","94","79.3","14.3","VINCENTJACKSON"
"104","Golden Tate","WR42","9","57","100","79.8","19.0","GOLDENTATE"
"105","James Jones","WR43","7","58","103","81.0","21.1","JAMESJONES"
"106","Blake Bortles","QB13","8","87","123","105.2","11.5","BLAKEBORTLES"
"107","Karlos Williams","RB40","8","60","144","105.4","32.5","KARLOSWILLIAMS"
"108","Marvin Jones","WR44","7","102","136","112.8","12.0","MARVINJONES"
"109","Kendall Wright","WR45","4","73","101","91.3","10.9","KENDALLWRIGHT"
"110","Tyrod Taylor","QB14","8","82","139","113.6","19.1","TYRODTAYLOR"
"111","Jason Witten","TE12","6","85","133","113.8","16.3","JASONWITTEN"
"112","Rashad Jennings","RB41","11","92","142","114.2","16.0","RASHADJENNINGS"
"113","Theo Riddick","RB42","9","68","152","115.0","29.7","THEORIDDICK"
"114","Ted Ginn","WR46","5","112","126","116.2","5.1","TEDGINN"
"115","Ryan Tannehill","QB15","5","91","148","116.4","19.1","RYANTANNEHILL"
"116","Charles Clay","TE13","8","90","141","118.4","16.4","CHARLESCLAY"
"117","Jay Cutler","QB16","7","84","140","100.3","23.0","JAYCUTLER"
"118","Ameer Abdullah","RB43","9","111","146","120.8","12.9","AMEERABDULLAH"
"119","Dorial Green-Beckham","WR47","4","107","148","121.2","14.2","DORIALGREENBECKHAM"
"120","Alfred Morris","RB44","8","87","148","123.2","22.9","ALFREDMORRIS"
"121","Joique Bell","RB45","9","120","129","123.2","3.4","JOIQUEBELL"
"122","Rueben Randle","WR48","11","106","145","123.8","15.7","RUEBENRANDLE"
"123","Tavon Austin","WR49","6","88","113","105.0","9.9","TAVONAUSTIN"
"124","Andre Ellington","RB46","9","115","139","126.2","8.7","ANDREELLINGTON"
"125","Terrance Williams","WR50","6","117","135","126.6","5.9","TERRANCEWILLIAMS"
"126","Jamison Crowder","WR51","8","102","148","126.8","16.8","JAMISONCROWDER"
"127","Anquan Boldin","WR52","10","109","114","111.8","1.8","ANQUANBOLDIN"
"128","Heath Miller","TE14","11","102","151","129.8","20.3","HEATHMILLER"
"129","Isaiah Crowell","RB47","11","110","157","131.8","16.0","ISAIAHCROWELL"
"130","Mike Wallace","WR53","5","105","128","115.5","10.2","MIKEWALLACE"
"131","Eric Ebron","TE15","9","121","143","134.8","7.5","ERICEBRON"
"132","Derek Carr","QB17","6","85","99","92.3","5.7","DEREKCARR"
"133","Julius Thomas","TE16","8","118","154","139.4","15.9","JULIUSTHOMAS"
"134","Eddie Royal","WR54","7","108","149","128.5","14.5","EDDIEROYAL"
"135","Malcom Floyd","WR55","10","103","158","130.0","20.4","MALCOMFLOYD"
"136","Doug Baldwin","WR56","9","126","160","144.2","11.7","DOUGBALDWIN"
"137","Roddy White","WR57","10","127","140","130.3","5.6","RODDYWHITE"
"138","Darren Sproles","RB48","8","130","162","144.6","10.8","DARRENSPROLES"
"139","Torrey Smith","WR58","10","107","150","130.8","15.4","TORREYSMITH"
"140","Peyton Manning","QB18","7","88","171","133.8","30.2","PEYTONMANNING"
"141","Marques Colston","WR59","11","126","144","135.0","6.7","MARQUESCOLSTON"
"142","Andrew Luck","QB19","10","59","85","72.0","13.0","ANDREWLUCK"
"143","Jay Ajayi","RB49","5","83","141","116.0","24.3","JAYAJAYI"
"144","Jacob Tamme","TE17","10","103","152","120.3","22.4","JACOBTAMME"
"145","Andre Johnson","WR60","10","122","164","141.0","15.1","ANDREJOHNSON"
"146","David Johnson","RB50","9","118","172","143.3","19.4","DAVIDJOHNSON"
"147","Zach Ertz","TE18","8","130","154","144.0","8.8","ZACHERTZ"
"148","Dontrelle Inman","WR61","10","105","146","128.0","17.1","DONTRELLEINMAN"
"149","James White","RB51","4","108","144","128.0","15.0","JAMESWHITE"
"150","Leonard Hankerson","WR62","10","131","166","147.5","14.5","LEONARDHANKERSON"
"151","Nelson Agholor","WR63","8","133","160","147.5","9.7","NELSONAGHOLOR"
"152","Chris Thompson","RB52","8","126","168","149.3","16.5","CHRISTHOMPSON"
