"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","3","1.4","0.7","DEVONTAFREEMAN"
"2","Todd Gurley","RB2","6","1","3","2.1","0.6","TODDGURLEY"
"3","Adrian Peterson","RB3","5","1","4","2.6","0.9","ADRIANPETERSON"
"4","Julio Jones","WR1","10","4","8","5.3","1.4","JULIOJONES"
"5","Antonio Brown","WR2","11","3","12","6.4","3.3","ANTONIOBROWN"
"6","Rob Gronkowski","TE1","4","5","8","7.0","0.9","ROBGRONKOWSKI"
"7","DeAndre Hopkins","WR3","9","6","13","9.4","2.6","DEANDREHOPKINS"
"8","Odell Beckham","WR4","11","9","14","10.4","1.8","ODELLBECKHAM"
"9","Lamar Miller","RB4","5","5","21","10.7","5.0","LAMARMILLER"
"10","DeAngelo Williams","RB5","11","5","18","11.0","3.9","DEANGELOWILLIAMS"
"11","Mark Ingram","RB6","11","4","37","11.1","10.8","MARKINGRAM"
"12","LeSean McCoy","RB7","8","7","20","12.9","4.5","LESEANMCCOY"
"13","Christopher Ivory","RB8","5","11","22","15.9","3.4","CHRISIVORY"
"14","A.J. Green","WR5","7","10","44","18.7","11.8","AJGREEN"
"15","Matt Forte","RB9","7","13","31","20.9","6.6","MATTFORTE"
"16","Latavius Murray","RB10","6","15","51","21.1","12.2","LATAVIUSMURRAY"
"17","Demaryius Thomas","WR6","7","16","31","21.9","5.4","DEMARYIUSTHOMAS"
"18","Tom Brady","QB1","4","21","27","22.7","1.9","TOMBRADY"
"19","Larry Fitzgerald","WR7","9","16","36","24.6","7.4","LARRYFITZGERALD"
"20","Dez Bryant","WR8","6","14","40","25.1","9.8","DEZBRYANT"
"21","Brandon Marshall","WR9","5","19","35","26.1","6.1","BRANDONMARSHALL"
"22","Doug Martin","RB11","6","15","42","26.7","8.5","DOUGMARTIN"
"23","Calvin Johnson","WR10","9","16","40","27.0","8.6","CALVINJOHNSON"
"24","DeMarco Murray","RB12","8","8","42","27.3","10.3","DEMARCOMURRAY"
"25","Darren McFadden","RB13","6","8","63","27.4","18.9","DARRENMCFADDEN"
"26","Allen Robinson","WR11","8","11","39","27.6","11.4","ALLENROBINSON"
"27","Aaron Rodgers","QB2","7","25","35","28.1","3.5","AARONRODGERS"
"28","Alshon Jeffery","WR12","7","14","44","28.6","9.6","ALSHONJEFFERY"
"29","Charcandrick West","RB14","9","18","41","31.1","7.7","CHARCANDRICKWEST"
"30","Mike Evans","WR13","6","23","42","31.3","7.6","MIKEEVANS"
"31","Jonathan Stewart","RB15","5","15","44","33.7","11.3","JONATHANSTEWART"
"32","Greg Olsen","TE2","5","27","55","33.9","8.8","GREGOLSEN"
"33","Frank Gore","RB16","10","19","65","34.4","13.7","FRANKGORE"
"34","Amari Cooper","WR14","6","20","47","35.3","7.6","AMARICOOPER"
"35","Randall Cobb","WR15","7","24","50","37.1","10.5","RANDALLCOBB"
"36","LeGarrette Blount","RB17","4","22","51","38.0","9.2","LEGARRETTEBLOUNT"
"37","Danny Woodhead","RB18","10","25","52","39.9","8.5","DANNYWOODHEAD"
"38","Emmanuel Sanders","WR16","7","20","58","40.1","11.6","EMMANUELSANDERS"
"39","Giovani Bernard","RB19","7","24","55","40.1","9.8","GIOVANIBERNARD"
"40","Carson Palmer","QB3","9","30","50","40.1","8.7","CARSONPALMER"
"41","Tyler Eifert","TE3","7","29","73","41.7","15.7","TYLEREIFERT"
"42","T.J. Yeldon","RB20","8","33","53","42.7","7.8","TJYELDON"
"43","Brandin Cooks","WR17","11","26","67","44.6","12.1","BRANDINCOOKS"
"44","Chris Johnson","RB21","9","23","79","46.0","15.9","CHRISJOHNSON"
"45","Eddie Lacy","RB22","7","28","65","46.4","12.0","EDDIELACY"
"46","Eric Decker","WR18","5","33","58","46.4","8.8","ERICDECKER"
"47","Jarvis Landry","WR19","5","41","54","46.4","4.2","JARVISLANDRY"
"48","Martavis Bryant","WR20","11","18","79","47.0","17.0","MARTAVISBRYANT"
"49","Ronnie Hillman","RB23","7","17","68","50.3","15.5","RONNIEHILLMAN"
"50","T.Y. Hilton","WR21","10","39","65","51.0","8.7","TYHILTON"
"51","Cam Newton","QB4","5","28","63","51.3","11.0","CAMNEWTON"
"52","Jeremy Hill","RB24","7","45","68","52.1","7.2","JEREMYHILL"
"53","Allen Hurns","WR22","8","20","67","55.0","14.6","ALLENHURNS"
"54","Stefon Diggs","WR23","5","45","93","58.4","14.9","STEFONDIGGS"
"55","Andy Dalton","QB5","7","49","73","58.6","7.9","ANDYDALTON"
"56","Ben Roethlisberger","QB6","11","29","111","58.7","25.1","BENROETHLISBERGER"
"57","Travis Kelce","TE4","9","32","80","59.7","16.9","TRAVISKELCE"
"58","Drew Brees","QB7","11","56","64","60.6","2.5","DREWBREES"
"59","John Brown","WR24","9","43","100","65.4","16.5","JOHNBROWN"
"60","Jeremy Maclin","WR25","9","51","112","65.7","19.6","JEREMYMACLIN"
"61","Sammy Watkins","WR26","8","53","78","67.4","8.1","SAMMYWATKINS"
"62","Antonio Gates","TE5","10","47","78","67.7","9.9","ANTONIOGATES"
"63","Michael Crabtree","WR27","6","36","133","67.9","28.5","MICHAELCRABTREE"
"64","Gary Barnidge","TE6","11","45","104","68.0","18.5","GARYBARNIDGE"
"65","Brandon LaFell","WR28","4","57","104","73.6","18.5","BRANDONLAFELL"
"66","Philip Rivers","QB8","10","56","105","74.1","17.0","PHILIPRIVERS"
"67","Matt Ryan","QB9","10","70","82","75.0","3.9","MATTRYAN"
"68","James Jones","WR29","7","57","101","75.1","15.5","JAMESJONES"
"69","C.J. Anderson","RB25","7","62","90","75.9","9.0","CJANDERSON"
"70","Eli Manning","QB10","11","64","85","77.7","6.8","ELIMANNING"
"71","Davante Adams","WR30","7","56","125","78.6","21.0","DAVANTEADAMS"
"72","Donte Moncrief","WR31","10","59","123","80.6","21.8","DONTEMONCRIEF"
"73","Russell Wilson","QB11","9","73","94","81.1","6.1","RUSSELLWILSON"
"74","Duke Johnson","RB26","11","74","105","82.6","9.8","DUKEJOHNSON"
"75","Marshawn Lynch","RB27","9","5","91","35.4","34.3","MARSHAWNLYNCH"
"76","DeSean Jackson","WR32","8","56","99","84.0","14.9","DESEANJACKSON"
"77","Steve Johnson","WR33","10","66","102","84.6","13.9","STEVIEJOHNSON"
"78","Alfred Blue","RB28","9","73","115","84.7","14.1","ALFREDBLUE"
"79","Melvin Gordon","RB29","10","64","143","85.9","24.8","MELVINGORDON"
"80","Willie Snead","WR34","11","66","108","85.9","13.5","WILLIESNEAD"
"81","Jordan Matthews","WR35","8","63","119","86.0","16.6","JORDANMATTHEWS"
"82","Matt Jones","RB30","8","53","139","86.9","28.5","MATTJONES"
"83","Jordan Reed","TE7","8","76","139","88.9","20.8","JORDANREED"
"84","Delanie Walker","TE8","4","69","109","92.7","15.8","DELANIEWALKER"
"85","James Starks","RB31","7","48","124","93.4","21.8","JAMESSTARKS"
"86","Ryan Mathews","RB32","8","83","115","93.7","10.3","RYANMATHEWS"
"87","Michael Floyd","WR36","9","60","108","94.4","16.6","MICHAELFLOYD"
"88","Danny Amendola","WR37","4","44","157","94.6","45.2","DANNYAMENDOLA"
"89","Kendall Wright","WR38","4","71","113","95.6","12.4","KENDALLWRIGHT"
"90","Travis Benjamin","WR39","11","65","171","95.7","32.6","TRAVISBENJAMIN"
"91","Blake Bortles","QB12","8","79","118","96.1","13.4","BLAKEBORTLES"
"92","Benjamin Watson","TE9","11","76","119","96.3","13.1","BENJAMINWATSON"
"93","Jimmy Graham","TE10","9","83","149","98.9","21.4","JIMMYGRAHAM"
"94","Jeremy Langford","RB33","7","30","111","82.2","28.3","JEREMYLANGFORD"
"95","Vincent Jackson","WR40","6","66","96","83.3","12.6","VINCENTJACKSON"
"96","Rishard Matthews","WR41","5","87","108","100.1","5.9","RISHARDMATTHEWS"
"97","Golden Tate","WR42","9","61","107","83.5","17.7","GOLDENTATE"
"98","Charles Sims","RB34","6","87","114","100.3","8.8","CHARLESSIMS"
"99","Kamar Aiken","WR43","9","86","116","100.6","9.2","KAMARAIKEN"
"100","Martellus Bennett","TE11","7","80","149","101.9","24.9","MARTELLUSBENNETT"
"101","Antonio Andrews","RB35","4","84","122","102.1","15.3","ANTONIOANDREWS"
"102","Javorius Allen","RB36","9","38","170","86.3","54.6","JAVORIUSALLEN"
"103","Derek Carr","QB13","6","81","99","88.5","5.4","DEREKCARR"
"104","Karlos Williams","RB37","8","77","143","106.9","21.3","KARLOSWILLIAMS"
"105","C.J. Spiller","RB38","11","72","136","94.8","23.6","CJSPILLER"
"106","Anquan Boldin","WR44","10","96","115","110.4","6.2","ANQUANBOLDIN"
"107","Tyrod Taylor","QB14","8","81","163","111.3","26.0","TYRODTAYLOR"
"108","Pierre Garcon","WR45","8","85","109","96.3","7.4","PIERREGARCON"
"109","Shane Vereen","RB39","11","84","107","96.5","7.3","SHANEVEREEN"
"110","Theo Riddick","RB40","9","59","150","112.0","28.1","THEORIDDICK"
"111","Marvin Jones","WR46","7","103","137","113.3","10.5","MARVINJONES"
"112","Rashad Jennings","RB41","11","83","124","99.8","14.6","RASHADJENNINGS"
"113","Thomas Rawls","RB42","9","19","134","50.8","48.1","THOMASRAWLS"
"114","Charles Clay","TE12","8","90","150","116.9","17.6","CHARLESCLAY"
"115","Jay Cutler","QB15","7","83","123","104.5","16.8","JAYCUTLER"
"116","Ted Ginn","WR47","5","106","130","119.1","7.9","TEDGINN"
"117","Terrance Williams","WR48","6","95","130","119.6","10.9","TERRANCEWILLIAMS"
