"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Cam Newton","QB1","at  NO","1","8","2.6","2.0","CAMNEWTON"
"2","Tom Brady","QB2","vs.  PHI","1","9","3.9","2.0","TOMBRADY"
"3","Ben Roethlisberger","QB3","vs.  IND","2","7","5.1","1.5","BENROETHLISBERGER"
"4","Adrian Peterson","RB1","vs.  SEA","1","21","7.0","6.2","ADRIANPETERSON"
"5","Aaron Rodgers","QB4","at  DET","4","11","7.5","1.9","AARONRODGERS"
"6","Carson Palmer","QB5","at  STL","6","11","8.5","1.4","CARSONPALMER"
"7","Julio Jones","WR1","at  TB","4","21","9.5","5.2","JULIOJONES"
"8","Andy Dalton","QB6","at  CLE","7","16","9.7","2.0","ANDYDALTON"
"9","Antonio Brown","WR2","vs.  IND","4","19","10.3","4.5","ANTONIOBROWN"
"10","DeAngelo Williams","RB2","vs.  IND","1","70","11.1","15.8","DEANGELOWILLIAMS"
"11","Matthew Stafford","QB7","vs.  GB","9","33","13.3","4.7","MATTHEWSTAFFORD"
"12","Jay Cutler","QB8","vs.  SF","12","27","15.3","4.1","JAYCUTLER"
"13","Drew Brees","QB9","vs.  CAR","9","25","16.6","3.7","DREWBREES"
"14","Russell Wilson","QB10","at  MIN","10","27","17.7","3.9","RUSSELLWILSON"
"15","DeAndre Hopkins","WR3","at  BUF","7","32","18.0","6.1","DEANDREHOPKINS"
"16","LeSean McCoy","RB3","vs.  HOU","3","43","19.0","11.5","LESEANMCCOY"
"17","Ryan Fitzpatrick","QB11","at  NYG","12","40","20.3","7.4","RYANFITZPATRICK"
"18","Todd Gurley","RB4","vs.  ARI","4","44","21.1","12.0","TODDGURLEY"
"19","Marcus Mariota","QB12","vs.  JAC","14","38","21.8","6.1","MARCUSMARIOTA"
"20","Ryan Tannehill","QB13","vs.  BAL","10","50","22.1","9.7","RYANTANNEHILL"
"21","Eli Manning","QB14","vs.  NYJ","15","32","22.7","4.6","ELIMANNING"
"22","Odell Beckham","WR4","vs.  NYJ","8","33","23.8","6.7","ODELLBECKHAM"
"23","Blake Bortles","QB15","at  TEN","14","37","24.9","5.2","BLAKEBORTLES"
"24","Jonathan Stewart","RB5","at  NO","2","74","26.1","16.3","JONATHANSTEWART"
"25","Devonta Freeman","RB6","at  TB","1","69","17.5","18.7","DEVONTAFREEMAN"
"26","Brandon Marshall","WR5","at  NYG","17","39","27.7","5.7","BRANDONMARSHALL"
"27","Calvin Johnson","WR6","vs.  GB","21","41","28.0","5.1","CALVINJOHNSON"
"28","Derek Carr","QB16","vs.  KC","11","42","28.2","8.3","DEREKCARR"
"29","Doug Martin","RB7","vs.  ATL","3","75","29.4","17.1","DOUGMARTIN"
"30","Matt Ryan","QB17","at  TB","17","47","29.6","7.9","MATTRYAN"
"31","Alshon Jeffery","WR7","vs.  SF","16","59","30.8","9.2","ALSHONJEFFERY"
"32","Allen Robinson","WR8","at  TEN","19","50","35.2","6.2","ALLENROBINSON"
"33","Jameis Winston","QB18","vs.  ATL","12","56","36.8","10.0","JAMEISWINSTON"
"34","Larry Fitzgerald","WR9","at  STL","26","56","36.9","8.8","LARRYFITZGERALD"
"35","Alex Smith","QB19","at  OAK","15","49","37.0","8.7","ALEXSMITH"
"36","Brock Osweiler","QB20","at  SD","12","56","37.8","9.0","BROCKOSWEILER"
"37","Thomas Rawls","RB8","at  MIN","20","63","37.9","12.9","THOMASRAWLS"
"38","A.J. Green","WR10","at  CLE","24","67","38.6","10.9","AJGREEN"
"39","Tyrod Taylor","QB21","vs.  HOU","23","57","42.4","7.9","TYRODTAYLOR"
"40","Philip Rivers","QB22","vs.  DEN","21","55","43.3","7.9","PHILIPRIVERS"
"41","Christopher Ivory","RB9","at  NYG","21","77","43.6","13.6","CHRISIVORY"
"42","Demaryius Thomas","WR11","at  SD","29","59","44.3","7.0","DEMARYIUSTHOMAS"
"43","Darren McFadden","RB10","at  WAS","5","72","44.4","16.5","DARRENMCFADDEN"
"44","Martavis Bryant","WR12","vs.  IND","30","58","45.6","8.6","MARTAVISBRYANT"
"45","Jarvis Landry","WR13","vs.  BAL","25","71","47.3","10.0","JARVISLANDRY"
"46","Kirk Cousins","QB23","vs.  DAL","36","58","47.5","6.5","KIRKCOUSINS"
"47","Eddie Lacy","RB11","at  DET","2","84","47.6","19.2","EDDIELACY"
