"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","vs.  MIN","2","16","4.8","3.2","JULIOJONES"
"2","Adrian Peterson","RB1","at  ATL","1","29","4.2","6.9","ADRIANPETERSON"
"3","DeAndre Hopkins","WR2","vs.  NO","1","16","6.6","2.9","DEANDREHOPKINS"
"4","Antonio Brown","WR3","at  SEA","2","37","7.3","5.7","ANTONIOBROWN"
"5","Carson Palmer","QB1","at  SF","1","21","7.8","3.4","CARSONPALMER"
"6","Aaron Rodgers","QB2","vs.  CHI","3","35","6.1","4.2","AARONRODGERS"
"7","Larry Fitzgerald","WR4","at  SF","2","39","12.9","6.2","LARRYFITZGERALD"
"8","Odell Beckham","WR5","at  WAS","5","31","13.2","4.5","ODELLBECKHAM"
"9","Cam Newton","QB3","at  DAL","2","20","9.8","3.3","CAMNEWTON"
"10","Todd Gurley","RB2","at  CIN","1","71","14.3","11.3","TODDGURLEY"
"11","Demaryius Thomas","WR6","vs.  NE","2","79","16.7","13.7","DEMARYIUSTHOMAS"
"12","DeMarco Murray","RB3","at  DET","1","81","15.1","17.7","DEMARCOMURRAY"
"13","Eli Manning","QB4","at  WAS","7","36","14.3","4.0","ELIMANNING"
"14","Doug Martin","RB4","at  IND","1","63","16.8","13.7","DOUGMARTIN"
"15","Rob Gronkowski","TE1","at  DEN","11","84","19.3","15.6","ROBGRONKOWSKI"
"16","Tom Brady","QB5","at  DEN","4","57","15.7","6.5","TOMBRADY"
"17","Calvin Johnson","WR7","vs.  PHI","5","47","20.2","7.8","CALVINJOHNSON"
"18","Drew Brees","QB6","at  HOU","4","38","17.7","5.8","DREWBREES"
"19","Blake Bortles","QB7","vs.  SD","12","52","20.4","6.0","BLAKEBORTLES"
"20","Brandon Marshall","WR8","vs.  MIA","3","91","24.6","13.2","BRANDONMARSHALL"
"21","Allen Robinson","WR9","vs.  SD","5","43","26.0","6.2","ALLENROBINSON"
"22","Russell Wilson","QB8","vs.  PIT","7","62","22.9","9.0","RUSSELLWILSON"
"23","Matthew Stafford","QB9","vs.  PHI","4","64","24.7","9.9","MATTHEWSTAFFORD"
"24","Mark Ingram","RB5","at  HOU","1","71","27.2","16.9","MARKINGRAM"
"25","Brian Hoyer","QB10","vs.  NO","4","65","23.6","8.4","BRIANHOYER"
"26","Mike Evans","WR10","at  IND","11","97","29.9","9.1","MIKEEVANS"
"27","Philip Rivers","QB11","at  JAC","13","64","27.5","8.1","PHILIPRIVERS"
"28","Ben Roethlisberger","QB12","at  SEA","4","57","29.2","10.6","BENROETHLISBERGER"
"29","Darren McFadden","RB6","vs.  CAR","1","93","31.5","19.1","DARRENMCFADDEN"
"30","Dez Bryant","WR11","vs.  CAR","12","92","34.4","11.9","DEZBRYANT"
"31","Andy Dalton","QB13","vs.  STL","17","64","31.7","10.0","ANDYDALTON"
"32","LeSean McCoy","RB7","at  KC","3","76","34.2","13.3","LESEANMCCOY"
"33","A.J. Green","WR12","vs.  STL","10","81","36.2","11.0","AJGREEN"
"34","Derek Carr","QB14","at  TEN","19","57","33.6","8.7","DEREKCARR"
"35","T.J. Yeldon","RB8","vs.  SD","1","100","37.6","18.0","TJYELDON"
"36","Jarvis Landry","WR13","at  NYJ","15","81","40.3","8.4","JARVISLANDRY"
"37","Matt Ryan","QB15","vs.  MIN","13","66","37.2","11.1","MATTRYAN"
"38","Amari Cooper","WR14","at  TEN","16","92","41.1","11.2","AMARICOOPER"
"39","Thomas Rawls","RB9","vs.  PIT","15","87","40.3","13.5","THOMASRAWLS"
"40","Brandin Cooks","WR15","at  HOU","18","75","42.2","8.8","BRANDINCOOKS"
"41","Greg Olsen","TE2","at  DAL","14","80","42.8","11.9","GREGOLSEN"
"42","Eric Decker","WR16","vs.  MIA","19","85","43.8","7.2","ERICDECKER"
"43","Randall Cobb","WR17","vs.  CHI","5","123","46.5","15.3","RANDALLCOBB"
"44","Alshon Jeffery","WR18","at  GB","5","119","45.2","20.0","ALSHONJEFFERY"
"45","Marcus Mariota","QB16","vs.  OAK","26","73","45.4","10.8","MARCUSMARIOTA"
"46","Michael Crabtree","WR19","at  TEN","22","97","50.8","13.3","MICHAELCRABTREE"
