"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","10","2","6","4.3","1.8","JULIOJONES"
"2","Rob Gronkowski","TE1","4","3","7","6.0","1.7","ROBGRONKOWSKI"
"3","Antonio Brown","WR2","11","4","13","7.8","3.3","ANTONIOBROWN"
"4","A.J. Green","WR3","7","5","13","9.8","3.4","AJGREEN"
"5","Odell Beckham","WR4","11","7","12","9.8","2.3","ODELLBECKHAM"
"6","DeAndre Hopkins","WR5","9","3","17","10.3","5.1","DEANDREHOPKINS"
"7","Julian Edelman","WR6","4","1","30","14.0","12.3","JULIANEDELMAN"
"8","Demaryius Thomas","WR7","7","6","22","15.3","6.1","DEMARYIUSTHOMAS"
"9","Randall Cobb","WR8","7","10","25","18.5","5.7","RANDALLCOBB"
"10","Calvin Johnson","WR9","9","13","28","21.3","5.8","CALVINJOHNSON"
"11","Amari Cooper","WR10","6","14","28","22.8","5.3","AMARICOOPER"
"12","Emmanuel Sanders","WR11","7","17","28","22.8","4.8","EMMANUELSANDERS"
"13","Tom Brady","QB1","4","12","27","23.3","6.5","TOMBRADY"
"14","Brandon Marshall","WR12","5","8","37","27.8","11.5","BRANDONMARSHALL"
"15","Larry Fitzgerald","WR13","9","15","37","28.5","8.2","LARRYFITZGERALD"
"16","Aaron Rodgers","QB2","7","18","33","29.3","6.5","AARONRODGERS"
"17","Travis Kelce","TE2","9","16","57","33.8","14.8","TRAVISKELCE"
"18","Allen Robinson","WR14","8","28","44","34.3","6.2","ALLENROBINSON"
"19","T.Y. Hilton","WR15","10","21","44","35.0","8.9","TYHILTON"
"20","Jarvis Landry","WR16","5","19","45","35.8","10.7","JARVISLANDRY"
"21","Alshon Jeffery","WR17","7","14","59","36.5","16.2","ALSHONJEFFERY"
"22","Mike Evans","WR18","6","11","62","39.0","18.8","MIKEEVANS"
"23","Dez Bryant","WR19","6","17","54","40.0","14.1","DEZBRYANT"
"24","Jeremy Maclin","WR20","9","20","65","44.3","16.1","JEREMYMACLIN"
"25","Greg Olsen","TE3","5","29","71","45.3","17.0","GREGOLSEN"
"26","Carson Palmer","QB3","9","38","55","46.0","8.0","CARSONPALMER"
"27","Brandin Cooks","WR21","11","33","64","49.3","14.3","BRANDINCOOKS"
"28","Devonta Freeman","RB1","10","1","1","1.0","0.0","DEVONTAFREEMAN"
"29","Andy Dalton","QB4","7","29","66","52.0","14.1","ANDYDALTON"
"30","Tyler Eifert","TE4","7","29","83","53.0","24.4","TYLEREIFERT"
"31","Eric Decker","WR22","5","34","62","53.3","11.2","ERICDECKER"
"32","Todd Gurley","RB2","6","2","9","4.3","3.3","TODDGURLEY"
"33","Adrian Peterson","RB3","5","4","10","6.3","2.6","ADRIANPETERSON"
"34","Martavis Bryant","WR23","11","35","67","56.5","12.9","MARTAVISBRYANT"
"35","Philip Rivers","QB5","10","22","88","57.8","24.1","PHILIPRIVERS"
"36","Marshawn Lynch","RB4","9","5","24","13.3","7.9","MARSHAWNLYNCH"
"37","Kendall Wright","WR24","4","26","100","60.3","26.6","KENDALLWRIGHT"
"38","Sammy Watkins","WR25","8","31","96","60.5","23.5","SAMMYWATKINS"
"39","James Jones","WR26","7","45","76","60.8","11.2","JAMESJONES"
"40","Matt Forte","RB5","7","5","23","14.7","7.4","MATTFORTE"
"41","Latavius Murray","RB6","6","10","23","14.7","5.9","LATAVIUSMURRAY"
"42","Drew Brees","QB6","11","43","68","61.3","10.6","DREWBREES"
"43","Lamar Miller","RB7","5","9","18","15.0","4.2","LAMARMILLER"
"44","Charcandrick West","RB8","9","4","39","15.7","16.5","CHARCANDRICKWEST"
"45","Antonio Gates","TE5","10","45","75","63.0","12.7","ANTONIOGATES"
"46","Cam Newton","QB7","5","57","69","63.8","5.4","CAMNEWTON"
"47","Golden Tate","WR27","9","48","98","64.3","19.9","GOLDENTATE"
"48","Christopher Ivory","RB9","5","18","21","19.7","1.2","CHRISIVORY"
"49","Martellus Bennett","TE6","7","44","76","66.5","13.1","MARTELLUSBENNETT"
"50","John Brown","WR28","9","41","94","66.8","20.3","JOHNBROWN"
"51","Pierre Garcon","WR29","8","50","96","67.3","17.4","PIERREGARCON"
"52","Danny Woodhead","RB10","10","15","42","25.7","11.7","DANNYWOODHEAD"
"53","Justin Forsett","RB11","9","26","26","26.0","0.0","JUSTINFORSETT"
"54","Mark Ingram","RB12","11","15","51","27.3","16.7","MARKINGRAM"
"55","Allen Hurns","WR30","8","62","96","71.5","14.2","ALLENHURNS"
"56","Frank Gore","RB13","10","23","39","28.7","7.3","FRANKGORE"
"57","Vincent Jackson","WR31","6","36","94","72.8","23.9","VINCENTJACKSON"
"58","Giovani Bernard","RB14","7","21","49","30.3","13.2","GIOVANIBERNARD"
"59","Matt Ryan","QB8","10","40","91","73.3","19.6","MATTRYAN"
"60","DeAngelo Williams","RB15","11","10","49","31.7","16.2","DEANGELOWILLIAMS"
"61","LeSean McCoy","RB16","8","24","36","32.0","5.7","LESEANMCCOY"
"62","Michael Crabtree","WR32","6","50","119","74.3","27.2","MICHAELCRABTREE"
"63","Russell Wilson","QB9","9","35","95","74.8","23.5","RUSSELLWILSON"
"64","Doug Martin","RB17","6","15","46","33.3","13.3","DOUGMARTIN"
"65","Eli Manning","QB10","11","49","92","75.3","17.7","ELIMANNING"
"66","Davante Adams","WR33","7","25","108","76.5","31.3","DAVANTEADAMS"
"67","Jordan Reed","TE7","8","32","117","77.0","30.3","JORDANREED"
"68","Jordan Matthews","WR34","8","23","98","77.8","31.7","JORDANMATTHEWS"
"69","Gary Barnidge","TE8","11","52","115","78.5","22.9","GARYBARNIDGE"
"70","Donte Moncrief","WR35","10","59","97","79.5","13.8","DONTEMONCRIEF"
"71","Peyton Manning","QB11","7","54","92","81.0","15.6","PEYTONMANNING"
"72","Steve Johnson","WR36","10","65","103","82.3","16.2","STEVIEJOHNSON"
"73","Jeremy Hill","RB18","7","40","49","43.0","4.2","JEREMYHILL"
"74","DeMarco Murray","RB19","8","42","47","44.0","2.2","DEMARCOMURRAY"
"75","DeSean Jackson","WR37","8","51","103","84.0","20.3","DESEANJACKSON"
"76","Anquan Boldin","WR38","10","30","110","85.5","32.3","ANQUANBOLDIN"
"77","T.J. Yeldon","RB20","8","42","56","48.3","5.8","TJYELDON"
"78","Ronnie Hillman","RB21","7","11","78","50.0","28.4","RONNIEHILLMAN"
"79","Jimmy Graham","TE9","9","14","147","88.3","48.5","JIMMYGRAHAM"
"80","Darren McFadden","RB22","6","40","61","50.7","8.6","DARRENMCFADDEN"
"81","Jonathan Stewart","RB23","5","46","61","51.3","6.8","JONATHANSTEWART"
"82","Stefon Diggs","WR39","5","50","55","53.0","2.2","STEFONDIGGS"
"83","Chris Johnson","RB24","9","20","86","54.0","27.0","CHRISJOHNSON"
"84","Heath Miller","TE10","11","75","117","91.0","15.7","HEATHMILLER"
"85","Eddie Lacy","RB25","7","16","105","55.7","37.0","EDDIELACY"
"86","Andrew Luck","QB12","10","42","204","93.0","64.7","ANDREWLUCK"
"87","Ben Roethlisberger","QB13","11","38","155","92.5","41.6","BENROETHLISBERGER"
"88","Roddy White","WR40","10","39","120","93.5","31.9","RODDYWHITE"
"89","Charles Clay","TE11","8","46","133","94.8","33.0","CHARLESCLAY"
"90","Mike Wallace","WR41","5","47","125","95.3","29.1","MIKEWALLACE"
"91","LeGarrette Blount","RB26","4","51","72","64.3","9.5","LEGARRETTEBLOUNT"
"92","Dion Lewis","RB27","4","2","9","5.5","3.5","DIONLEWIS"
"93","Torrey Smith","WR42","10","61","131","105.8","27.8","TORREYSMITH"
"94","Delanie Walker","TE12","4","83","142","106.3","24.2","DELANIEWALKER"
"95","Benjamin Watson","TE13","11","57","87","77.0","14.1","BENJAMINWATSON"
"96","Marvin Jones","WR43","7","82","127","108.0","16.6","MARVINJONES"
"97","Rueben Randle","WR44","11","72","144","109.3","26.2","RUEBENRANDLE"
"98","Antonio Andrews","RB28","4","43","124","79.0","33.7","ANTONIOANDREWS"
"99","Terrance Williams","WR45","6","63","136","110.0","28.0","TERRANCEWILLIAMS"
"100","Michael Floyd","WR46","9","70","145","110.0","27.3","MICHAELFLOYD"
"101","Marques Colston","WR47","11","62","152","110.3","32.0","MARQUESCOLSTON"
"102","Brandon LaFell","WR48","4","67","158","111.0","44.1","BRANDONLAFELL"
"103","C.J. Spiller","RB29","11","70","101","81.3","14.0","CJSPILLER"
"104","Duke Johnson","RB30","11","79","86","81.3","3.3","DUKEJOHNSON"
"105","Melvin Gordon","RB31","10","72","99","81.7","12.3","MELVINGORDON"
"106","C.J. Anderson","RB32","7","82","82","82.0","0.0","CJANDERSON"
"107","Andre Johnson","WR49","10","37","166","112.5","47.9","ANDREJOHNSON"
"108","Carlos Hyde","RB33","10","73","99","83.3","11.3","CARLOSHYDE"
"109","Jason Witten","TE14","6","53","147","113.0","35.7","JASONWITTEN"
"110","Matt Jones","RB34","8","56","122","84.0","27.9","MATTJONES"
"111","Julius Thomas","TE15","8","77","153","114.0","27.0","JULIUSTHOMAS"
"112","Nelson Agholor","WR50","8","38","163","115.5","47.3","NELSONAGHOLOR"
"113","Theo Riddick","RB35","9","43","150","88.7","45.1","THEORIDDICK"
"114","Eric Ebron","TE16","9","100","133","117.0","13.1","ERICEBRON"
"115","Willie Snead","WR51","11","54","130","89.3","31.3","WILLIESNEAD"
"116","Dorial Green-Beckham","WR52","4","90","144","117.5","20.6","DORIALGREENBECKHAM"
"117","Malcom Floyd","WR53","10","101","136","118.0","14.8","MALCOMFLOYD"
"118","Charles Sims","RB36","6","72","101","90.7","13.2","CHARLESSIMS"
"119","Kamar Aiken","WR54","9","80","111","91.7","13.8","KAMARAIKEN"
