"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","10","2","6","3.9","1.2","JULIOJONES"
"2","Rob Gronkowski","TE1","4","1","8","5.6","2.1","ROBGRONKOWSKI"
"3","DeAndre Hopkins","WR2","9","4","14","9.1","3.5","DEANDREHOPKINS"
"4","Odell Beckham","WR3","11","5","12","9.3","2.2","ODELLBECKHAM"
"5","Antonio Brown","WR4","11","4","35","11.3","10.2","ANTONIOBROWN"
"6","A.J. Green","WR5","7","6","33","15.1","8.3","AJGREEN"
"7","Julian Edelman","WR6","4","9","37","18.7","9.8","JULIANEDELMAN"
"8","Tom Brady","QB1","4","3","24","19.3","6.8","TOMBRADY"
"9","Demaryius Thomas","WR7","7","7","37","20.6","8.8","DEMARYIUSTHOMAS"
"10","Calvin Johnson","WR8","9","14","27","22.7","4.6","CALVINJOHNSON"
"11","Brandon Marshall","WR9","5","9","40","24.7","11.7","BRANDONMARSHALL"
"12","Randall Cobb","WR10","7","8","44","25.1","10.8","RANDALLCOBB"
"13","Alshon Jeffery","WR11","7","11","48","25.4","14.3","ALSHONJEFFERY"
"14","Emmanuel Sanders","WR12","7","19","37","26.3","6.8","EMMANUELSANDERS"
"15","Aaron Rodgers","QB2","7","13","34","26.6","6.0","AARONRODGERS"
"16","Larry Fitzgerald","WR13","9","18","39","27.1","8.5","LARRYFITZGERALD"
"17","Devonta Freeman","RB1","10","1","2","1.3","0.5","DEVONTAFREEMAN"
"18","Todd Gurley","RB2","6","1","3","1.8","0.7","TODDGURLEY"
"19","Dez Bryant","WR14","6","15","47","31.7","12.0","DEZBRYANT"
"20","Allen Robinson","WR15","8","17","49","32.0","9.4","ALLENROBINSON"
"21","Adrian Peterson","RB3","5","2","7","4.5","1.7","ADRIANPETERSON"
"22","Amari Cooper","WR16","6","20","47","32.9","9.9","AMARICOOPER"
"23","Marshawn Lynch","RB4","9","5","14","8.3","3.0","MARSHAWNLYNCH"
"24","Greg Olsen","TE2","5","29","63","40.0","12.8","GREGOLSEN"
"25","Mike Evans","WR17","6","11","56","40.1","14.0","MIKEEVANS"
"26","Lamar Miller","RB5","5","10","18","13.8","2.7","LAMARMILLER"
"27","Mark Ingram","RB6","11","3","44","14.8","13.5","MARKINGRAM"
"28","Carson Palmer","QB3","9","30","57","42.7","11.0","CARSONPALMER"
"29","Christopher Ivory","RB7","5","14","28","18.8","4.8","CHRISIVORY"
"30","Latavius Murray","RB8","6","8","36","20.5","9.5","LATAVIUSMURRAY"
"31","T.Y. Hilton","WR18","10","20","89","46.3","19.8","TYHILTON"
"32","Jarvis Landry","WR19","5","25","56","46.6","10.0","JARVISLANDRY"
"33","Tyler Eifert","TE3","7","28","74","46.7","17.4","TYLEREIFERT"
"34","Justin Forsett","RB9","9","15","31","21.3","5.2","JUSTINFORSETT"
"35","Charcandrick West","RB10","9","8","41","21.8","10.2","CHARCANDRICKWEST"
"36","Andy Dalton","QB4","7","27","59","48.3","10.6","ANDYDALTON"
"37","LeSean McCoy","RB11","8","17","36","25.2","6.5","LESEANMCCOY"
"38","Frank Gore","RB12","10","16","35","26.5","7.2","FRANKGORE"
"39","Drew Brees","QB5","11","39","63","52.0","8.7","DREWBREES"
"40","Jeremy Maclin","WR20","9","22","76","53.0","15.6","JEREMYMACLIN"
"41","Brandin Cooks","WR21","11","31","64","53.3","11.5","BRANDINCOOKS"
"42","Eric Decker","WR22","5","41","61","54.3","7.9","ERICDECKER"
"43","Doug Martin","RB13","6","17","46","30.2","9.6","DOUGMARTIN"
"44","Martavis Bryant","WR23","11","36","78","54.9","11.7","MARTAVISBRYANT"
"45","Philip Rivers","QB6","10","15","79","55.0","19.2","PHILIPRIVERS"
