"Rank","Player","Best","Worst","Avg","Std","Player.Name"
"1","Stephen Gostkowski","1","14","1.2","1.4","STEPHENGOSTKOWSKI"
"2","Brandon McManus","1","11","2.9","1.7","BRANDONMCMANUS"
"3","Justin Tucker","1","13","3.2","1.6","JUSTINTUCKER"
"4","Mason Crosby","2","13","4.6","2.1","MASONCROSBY"
"5","Josh Brown","2","16","6.5","3.0","JOSHBROWN"
"6","Steven Hauschka","1","17","6.5","2.4","STEVENHAUSCHKA"
"7","Blair Walsh","3","22","8.9","3.7","BLAIRWALSH"
"8","Sebastian Janikowski","3","23","9.0","3.6","SEBASTIANJANIKOWSKI"
"9","Mike Nugent","3","20","9.6","3.1","MIKENUGENT"
"10","Caleb Sturgis","2","24","11.1","3.5","CALEBSTURGIS"
"11","Graham Gano","4","22","11.1","3.3","GRAHAMGANO"
"12","Dan Bailey","4","24","12.3","3.9","DANBAILEY"
"13","Greg Zuerlein","7","22","13.2","3.2","GREGZUERLEIN"
"14","Chandler Catanzaro","4","20","14.3","3.1","CHANDLERCATANZARO"
"15","Robbie Gould","5","28","15.3","3.9","ROBBIEGOULD"
"16","Chris Boswell","4","21","14.9","3.6","CHRISBOSWELL"
"17","Kai Forbath","2","24","16.1","4.8","KAIFORBATH"
"18","Connor Barth","3","24","16.0","4.7","CONNORBARTH"
"19","Dustin Hopkins","5","25","16.8","3.4","DUSTINHOPKINS"
"20","Dan Carpenter","8","25","18.3","2.9","DANCARPENTER"
"21","Jason Myers","9","26","18.3","4.4","JASONMYERS"
"22","Randy Bullock","10","26","17.3","4.3","RANDYBULLOCK"
"23","Cairo Santos","7","28","20.9","5.4","CAIROSANTOS"
"24","Matt Prater","9","27","21.2","4.5","MATTPRATER"
"25","Travis Coons","10","28","21.6","5.0","TRAVISCOONS"
"26","Andrew Franks","15","25","21.0","2.7","ANDREWFRANKS"
"27","Nick Folk","6","28","17.8","6.9","NICKFOLK"
"28","Ryan Succop","18","29","24.1","3.0","RYANSUCCOP"
"29","Nick Novak","19","28","25.3","2.6","NICKNOVAK"
