"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","2","1.6","0.5","DEVONTAFREEMAN"
"2","Todd Gurley","RB2","6","1","11","3.8","3.8","TODDGURLEY"
"3","Adrian Peterson","RB3","5","2","10","5.8","3.1","ADRIANPETERSON"
"4","Julio Jones","WR1","10","3","12","7.0","3.0","JULIOJONES"
"5","Rob Gronkowski","TE1","4","7","7","7.0","0.0","ROBGRONKOWSKI"
"6","Antonio Brown","WR2","11","6","13","9.2","3.2","ANTONIOBROWN"
"7","DeAndre Hopkins","WR3","9","3","17","9.4","5.5","DEANDREHOPKINS"
"8","Dion Lewis","RB4","4","1","26","10.2","8.5","DIONLEWIS"
"9","Marshawn Lynch","RB5","9","5","23","11.6","7.0","MARSHAWNLYNCH"
"10","Odell Beckham","WR4","11","8","17","12.6","2.9","ODELLBECKHAM"
"11","A.J. Green","WR5","7","6","25","13.2","6.6","AJGREEN"
"12","Christopher Ivory","RB6","5","15","23","17.2","2.9","CHRISIVORY"
"13","Julian Edelman","WR6","4","3","34","18.8","10.3","JULIANEDELMAN"
"14","Mark Ingram","RB7","11","10","51","20.2","15.7","MARKINGRAM"
"15","Demaryius Thomas","WR7","7","14","28","21.0","4.9","DEMARYIUSTHOMAS"
"16","Lamar Miller","RB8","5","15","39","21.2","9.2","LAMARMILLER"
"17","Eddie Lacy","RB9","7","5","46","22.4","14.2","EDDIELACY"
"18","Latavius Murray","RB10","6","10","51","22.4","15.1","LATAVIUSMURRAY"
"19","Justin Forsett","RB11","9","15","36","22.6","7.1","JUSTINFORSETT"
"20","Calvin Johnson","WR8","9","19","28","23.8","4.1","CALVINJOHNSON"
"21","Emmanuel Sanders","WR9","7","17","34","24.6","5.9","EMMANUELSANDERS"
"22","Alshon Jeffery","WR10","7","13","48","24.8","13.5","ALSHONJEFFERY"
"23","Larry Fitzgerald","WR11","9","8","37","26.0","9.8","LARRYFITZGERALD"
"24","Brandon Marshall","WR12","5","3","35","26.8","12.0","BRANDONMARSHALL"
"25","Randall Cobb","WR13","7","17","41","27.0","8.2","RANDALLCOBB"
"26","Danny Woodhead","RB12","10","9","49","28.8","14.2","DANNYWOODHEAD"
"27","Tom Brady","QB1","4","27","33","29.4","2.9","TOMBRADY"
"28","Aaron Rodgers","QB2","7","27","33","30.6","2.9","AARONRODGERS"
"29","Frank Gore","RB13","10","24","47","31.0","9.3","FRANKGORE"
"30","Doug Martin","RB14","6","15","61","31.4","17.1","DOUGMARTIN"
"31","Allen Robinson","WR14","8","14","45","33.2","10.3","ALLENROBINSON"
"32","LeSean McCoy","RB15","8","11","46","35.0","12.3","LESEANMCCOY"
"33","Amari Cooper","WR15","6","28","44","35.6","7.0","AMARICOOPER"
"34","Greg Olsen","TE2","5","29","71","37.8","16.6","GREGOLSEN"
"35","Chris Johnson","RB16","9","9","101","40.0","33.3","CHRISJOHNSON"
"36","DeMarco Murray","RB17","8","26","49","40.4","7.7","DEMARCOMURRAY"
"37","Tyler Eifert","TE3","7","29","71","43.4","17.4","TYLEREIFERT"
"38","Jarvis Landry","WR16","5","34","55","44.6","9.0","JARVISLANDRY"
"39","Jonathan Stewart","RB18","5","39","51","44.6","4.1","JONATHANSTEWART"
"40","T.J. Yeldon","RB19","8","36","56","44.8","6.5","TJYELDON"
"41","T.Y. Hilton","WR17","10","37","63","45.8","9.0","TYHILTON"
"42","Jeremy Hill","RB20","7","40","56","45.8","6.5","JEREMYHILL"
"43","James Jones","WR18","7","35","64","50.6","11.0","JAMESJONES"
"44","Jeremy Maclin","WR19","9","37","65","55.0","10.4","JEREMYMACLIN"
"45","Charcandrick West","RB21","9","4","36","19.5","11.3","CHARCANDRICKWEST"
"46","Andrew Luck","QB3","10","38","66","57.8","11.1","ANDREWLUCK"
"47","LeGarrette Blount","RB22","4","47","74","58.0","12.7","LEGARRETTEBLOUNT"
"48","Andy Dalton","QB4","7","53","68","60.4","6.7","ANDYDALTON"
"49","Dez Bryant","WR20","6","32","152","62.6","45.4","DEZBRYANT"
"50","Matt Forte","RB23","7","4","79","28.5","30.5","MATTFORTE"
"51","Golden Tate","WR21","9","50","107","66.2","20.9","GOLDENTATE"
"52","Donte Moncrief","WR22","10","58","98","66.4","15.8","DONTEMONCRIEF"
"53","Giovani Bernard","RB24","7","18","70","33.0","21.4","GIOVANIBERNARD"
"54","Martavis Bryant","WR23","11","52","97","67.2","16.0","MARTAVISBRYANT"
"55","Cam Newton","QB5","5","53","88","67.6","11.7","CAMNEWTON"
"56","Allen Hurns","WR24","8","45","96","69.4","21.6","ALLENHURNS"
"57","Gary Barnidge","TE4","11","31","115","73.8","28.2","GARYBARNIDGE"
"58","Matt Ryan","QB6","10","53","91","74.4","14.3","MATTRYAN"
"59","Carson Palmer","QB7","9","38","60","43.5","9.5","CARSONPALMER"
"60","Jordan Matthews","WR25","8","45","98","75.2","22.5","JORDANMATTHEWS"
"61","Drew Brees","QB8","11","68","91","77.0","10.3","DREWBREES"
"62","Ronnie Hillman","RB25","7","20","61","47.0","16.7","RONNIEHILLMAN"
"63","Antonio Gates","TE5","10","57","115","77.8","19.6","ANTONIOGATES"
"64","C.J. Anderson","RB26","7","61","99","78.8","13.7","CJANDERSON"
"65","Darren McFadden","RB27","6","24","86","50.8","22.6","DARRENMCFADDEN"
"66","Stefon Diggs","WR26","5","32","65","51.0","12.0","STEFONDIGGS"
