"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Devonta Freeman","RB1","10","1","4","1.8","1.1","DEVONTAFREEMAN"
"2","Todd Gurley","RB2","6","1","9","3.8","2.7","TODDGURLEY"
"3","Julio Jones","WR1","10","3","8","5.8","1.5","JULIOJONES"
"4","Adrian Peterson","RB3","5","2","10","6.8","3.3","ADRIANPETERSON"
"5","Rob Gronkowski","TE1","4","7","7","7.0","0.0","ROBGRONKOWSKI"
"6","Dion Lewis","RB4","4","1","26","8.7","8.3","DIONLEWIS"
"7","Antonio Brown","WR2","11","6","13","9.0","2.9","ANTONIOBROWN"
"8","DeAndre Hopkins","WR3","9","3","17","10.2","5.3","DEANDREHOPKINS"
"9","Charcandrick West","RB5","9","1","36","11.2","12.4","CHARCANDRICKWEST"
"10","Marshawn Lynch","RB6","9","5","23","11.3","6.3","MARSHAWNLYNCH"
"11","Odell Beckham","WR4","11","8","19","13.3","3.6","ODELLBECKHAM"
"12","A.J. Green","WR5","7","8","28","14.7","6.3","AJGREEN"
"13","Julian Edelman","WR6","4","3","30","16.0","10.5","JULIANEDELMAN"
"14","Lamar Miller","RB7","5","11","21","16.8","3.3","LAMARMILLER"
"15","Christopher Ivory","RB8","5","15","24","18.8","3.3","CHRISIVORY"
"16","Mark Ingram","RB9","11","10","51","19.7","14.4","MARKINGRAM"
"17","Demaryius Thomas","WR7","7","14","28","20.7","4.2","DEMARYIUSTHOMAS"
"18","Latavius Murray","RB10","6","10","42","21.0","10.7","LATAVIUSMURRAY"
"19","Justin Forsett","RB11","9","16","36","22.8","6.6","JUSTINFORSETT"
"20","Alshon Jeffery","WR8","7","14","41","23.8","10.0","ALSHONJEFFERY"
"21","Larry Fitzgerald","WR9","9","8","37","24.2","10.4","LARRYFITZGERALD"
"22","Calvin Johnson","WR10","9","19","34","25.8","5.5","CALVINJOHNSON"
"23","Emmanuel Sanders","WR11","7","17","37","26.2","7.5","EMMANUELSANDERS"
"24","Brandon Marshall","WR12","5","3","37","27.2","11.8","BRANDONMARSHALL"
"25","Randall Cobb","WR13","7","17","44","27.7","8.4","RANDALLCOBB"
"26","Matt Forte","RB12","7","5","79","27.8","23.8","MATTFORTE"
"27","Tom Brady","QB1","4","27","33","28.0","2.2","TOMBRADY"
"28","LeSean McCoy","RB13","8","11","40","29.7","10.9","LESEANMCCOY"
"29","Eddie Lacy","RB14","7","11","46","31.3","13.4","EDDIELACY"
"30","Danny Woodhead","RB15","10","16","49","31.7","11.8","DANNYWOODHEAD"
"31","Amari Cooper","WR14","6","14","48","31.8","11.5","AMARICOOPER"
"32","Aaron Rodgers","QB2","7","27","33","32.0","2.2","AARONRODGERS"
"33","Allen Robinson","WR15","8","17","44","32.2","8.3","ALLENROBINSON"
"34","Frank Gore","RB16","10","23","47","32.2","9.1","FRANKGORE"
"35","Doug Martin","RB17","6","15","61","32.5","16.6","DOUGMARTIN"
"36","Greg Olsen","TE2","5","29","71","36.3","15.5","GREGOLSEN"
"37","Chris Johnson","RB18","9","9","101","39.3","31.1","CHRISJOHNSON"
"38","Dez Bryant","WR16","6","34","54","42.2","7.0","DEZBRYANT"
"39","Stefon Diggs","WR17","5","32","55","44.5","9.5","STEFONDIGGS"
"40","Jeremy Hill","RB19","7","36","61","45.0","8.5","JEREMYHILL"
"41","T.Y. Hilton","WR18","10","34","63","45.2","10.4","TYHILTON"
"42","DeMarco Murray","RB20","8","42","49","45.8","2.5","DEMARCOMURRAY"
"43","Jarvis Landry","WR19","5","34","55","46.0","6.6","JARVISLANDRY"
"44","T.J. Yeldon","RB21","8","42","56","46.5","4.9","TJYELDON"
"45","Mike Evans","WR20","6","35","62","47.0","9.2","MIKEEVANS"
"46","Jonathan Stewart","RB22","5","39","61","47.0","6.8","JONATHANSTEWART"
"47","Carson Palmer","QB3","9","38","60","47.7","9.9","CARSONPALMER"
"48","Tyler Eifert","TE3","7","29","83","51.8","18.6","TYLEREIFERT"
"49","Martavis Bryant","WR21","11","35","67","54.0","9.9","MARTAVISBRYANT"
"50","Eric Decker","WR22","5","45","62","54.3","6.1","ERICDECKER"
"51","Jeremy Maclin","WR23","9","44","65","55.0","8.1","JEREMYMACLIN"
"52","James Jones","WR24","7","45","64","56.3","8.3","JAMESJONES"
"53","Andy Dalton","QB4","7","53","68","59.5","5.3","ANDYDALTON"
"54","Gary Barnidge","TE4","11","31","115","60.3","32.1","GARYBARNIDGE"
"55","Brandin Cooks","WR25","11","37","80","60.7","12.6","BRANDINCOOKS"
"56","DeAngelo Williams","RB23","11","9","47","33.4","12.8","DEANGELOWILLIAMS"
"57","Allen Hurns","WR26","8","37","96","62.0","17.9","ALLENHURNS"
"58","Andrew Luck","QB5","10","38","89","63.0","15.4","ANDREWLUCK"
"59","LeGarrette Blount","RB24","4","49","74","64.5","11.0","LEGARRETTEBLOUNT"
"60","John Brown","WR27","9","50","94","64.7","15.7","JOHNBROWN"
"61","Cam Newton","QB6","5","53","69","65.3","5.8","CAMNEWTON"
"62","Donte Moncrief","WR28","10","57","97","67.7","14.9","DONTEMONCRIEF"
"63","Giovani Bernard","RB25","7","18","70","42.2","19.2","GIOVANIBERNARD"
"64","Drew Brees","QB7","11","53","88","68.7","10.2","DREWBREES"
"65","Philip Rivers","QB8","10","38","91","69.0","17.7","PHILIPRIVERS"
"66","Antonio Gates","TE5","10","57","115","75.7","18.5","ANTONIOGATES"
"67","Ronnie Hillman","RB26","7","20","78","52.2","19.1","RONNIEHILLMAN"
"68","Darren McFadden","RB27","6","42","86","54.6","16.2","DARRENMCFADDEN"
"69","Ben Roethlisberger","QB9","11","38","168","79.2","41.7","BENROETHLISBERGER"
"70","C.J. Anderson","RB28","7","51","99","79.3","15.1","CJANDERSON"
"71","Matt Ryan","QB10","10","66","91","80.5","10.0","MATTRYAN"
"72","Travis Kelce","TE6","9","31","75","57.4","21.6","TRAVISKELCE"
"73","Russell Wilson","QB11","9","67","95","85.5","9.3","RUSSELLWILSON"
"74","Martellus Bennett","TE7","7","57","87","74.2","9.7","MARTELLUSBENNETT"
"75","Golden Tate","WR29","9","52","107","75.6","22.4","GOLDENTATE"
"76","Michael Crabtree","WR30","6","50","121","76.2","28.8","MICHAELCRABTREE"
"77","Benjamin Watson","TE8","11","57","87","77.6","10.9","BENJAMINWATSON"
"78","Willie Snead","WR31","11","48","130","81.8","29.6","WILLIESNEAD"
"79","Pierre Garcon","WR32","8","50","102","81.8","20.5","PIERREGARCON"
"80","Sammy Watkins","WR33","8","52","104","82.6","20.9","SAMMYWATKINS"
"81","Kendall Wright","WR34","4","52","111","84.0","22.6","KENDALLWRIGHT"
"82","Melvin Gordon","RB29","10","70","99","84.6","9.3","MELVINGORDON"
"83","Davante Adams","WR35","7","67","110","86.0","14.5","DAVANTEADAMS"
"84","Vincent Jackson","WR36","6","65","110","86.4","17.6","VINCENTJACKSON"
"85","C.J. Spiller","RB30","11","70","118","86.6","18.9","CJSPILLER"
"86","Eli Manning","QB12","11","81","92","86.8","4.8","ELIMANNING"
"87","Duke Johnson","RB31","11","61","132","87.0","23.9","DUKEJOHNSON"
"88","Matt Jones","RB32","8","72","118","87.2","18.4","MATTJONES"
"89","Antonio Andrews","RB33","4","72","124","90.4","19.8","ANTONIOANDREWS"
"90","Theo Riddick","RB34","9","43","151","91.0","38.5","THEORIDDICK"
"91","Peyton Manning","QB13","7","88","95","91.2","2.5","PEYTONMANNING"
"92","Rishard Matthews","WR37","5","77","103","92.4","11.4","RISHARDMATTHEWS"
"93","Travis Benjamin","WR38","11","65","166","93.0","36.9","TRAVISBENJAMIN"
"94","Steve Johnson","WR39","10","65","108","93.6","15.1","STEVIEJOHNSON"
"95","Jordan Matthews","WR40","8","84","98","93.8","5.2","JORDANMATTHEWS"
"96","DeSean Jackson","WR41","8","84","103","94.2","8.5","DESEANJACKSON"
"97","Charles Sims","RB35","6","56","114","94.6","19.9","CHARLESSIMS"
"98","Jordan Reed","TE9","8","76","117","96.0","17.5","JORDANREED"
"99","Shane Vereen","RB36","11","79","124","97.0","22.0","SHANEVEREEN"
"100","Jimmy Graham","TE10","9","71","147","99.0","27.0","JIMMYGRAHAM"
"101","Carlos Hyde","RB37","10","73","90","79.0","6.7","CARLOSHYDE"
"102","Alfred Blue","RB38","9","78","139","104.8","22.7","ALFREDBLUE"
"103","Ryan Mathews","RB39","8","90","139","105.8","17.9","RYANMATHEWS"
"104","Heath Miller","TE11","11","85","126","106.6","17.9","HEATHMILLER"
"105","James Starks","RB40","7","74","138","107.8","25.8","JAMESSTARKS"
"106","Anquan Boldin","WR42","10","102","119","107.8","6.3","ANQUANBOLDIN"
"107","Brandon LaFell","WR43","4","67","163","109.8","40.9","BRANDONLAFELL"
"108","Charles Clay","TE12","8","76","142","110.6","26.0","CHARLESCLAY"
"109","Mike Wallace","WR44","5","103","125","110.8","8.5","MIKEWALLACE"
"110","Marvin Jones","WR45","7","96","130","111.8","11.2","MARVINJONES"
"111","Ted Ginn","WR46","5","98","129","112.0","10.3","TEDGINN"
"112","Michael Floyd","WR47","9","93","145","115.6","18.8","MICHAELFLOYD"
"113","Rashad Jennings","RB41","11","90","134","119.6","15.4","RASHADJENNINGS"
"114","Malcom Floyd","WR48","10","106","136","120.0","12.0","MALCOMFLOYD"
"115","Joique Bell","RB42","9","78","148","120.8","23.3","JOIQUEBELL"
"116","Ameer Abdullah","RB43","9","113","128","121.0","6.5","AMEERABDULLAH"
"117","Julius Thomas","TE13","8","109","156","121.2","17.7","JULIUSTHOMAS"
"118","Roddy White","WR49","10","108","137","121.8","12.8","RODDYWHITE"
"119","Ryan Tannehill","QB14","5","95","163","123.4","23.5","RYANTANNEHILL"
"120","Torrey Smith","WR50","10","106","131","124.8","9.5","TORREYSMITH"
"121","Dorial Green-Beckham","WR51","4","107","145","125.0","12.5","DORIALGREENBECKHAM"
"122","Jason Witten","TE14","6","87","147","126.0","21.4","JASONWITTEN"
"123","Rueben Randle","WR52","11","104","144","127.4","14.6","RUEBENRANDLE"
"124","Karlos Williams","RB44","8","113","157","127.8","17.3","KARLOSWILLIAMS"
"125","Delanie Walker","TE15","4","109","142","128.2","13.8","DELANIEWALKER"
"126","Danny Amendola","WR53","4","120","140","129.0","9.2","DANNYAMENDOLA"
"127","Tyrod Taylor","QB15","8","89","173","129.4","32.9","TYRODTAYLOR"
"128","Terrance Williams","WR54","6","116","140","129.4","8.4","TERRANCEWILLIAMS"
