"Rank","Player","Best","Worst","Avg","Std","Player.Name"
"1","Stephen Gostkowski","1","10","1.4","1.2","STEPHENGOSTKOWSKI"
"2","Steven Hauschka","1","14","2.8","2.1","STEVENHAUSCHKA"
"3","Chandler Catanzaro","1","9","3.5","1.2","CHANDLERCATANZARO"
"4","Graham Gano","1","12","4.0","1.7","GRAHAMGANO"
"5","Cairo Santos","2","20","6.0","3.3","CAIROSANTOS"
"6","Mason Crosby","3","16","6.6","1.8","MASONCROSBY"
"7","Brandon McManus","3","29","9.5","5.3","BRANDONMCMANUS"
"8","Matt Prater","2","21","9.3","3.6","MATTPRATER"
"9","Josh Brown","2","25","10.2","4.0","JOSHBROWN"
"10","Blair Walsh","5","22","11.1","3.2","BLAIRWALSH"
"11","Chris Boswell","1","26","11.1","4.1","CHRISBOSWELL"
"12","Mike Nugent","1","25","12.6","3.2","MIKENUGENT"
"13","Adam Vinatieri","5","26","12.8","3.6","ADAMVINATIERI"
"14","Jason Myers","6","29","14.7","3.9","JASONMYERS"
"15","Dan Carpenter","9","23","15.0","2.6","DANCARPENTER"
"16","Justin Tucker","3","32","17.0","5.6","JUSTINTUCKER"
"17","Sebastian Janikowski","5","30","17.1","3.9","SEBASTIANJANIKOWSKI"
"18","Connor Barth","2","31","17.3","4.6","CONNORBARTH"
"19","Randy Bullock","4","27","18.0","4.5","RANDYBULLOCK"
"20","Dustin Hopkins","6","28","18.7","3.7","DUSTINHOPKINS"
"21","Kai Forbath","4","28","16.6","6.4","KAIFORBATH"
"22","Dan Bailey","6","32","20.1","5.6","DANBAILEY"
"23","Robbie Gould","7","30","20.0","5.3","ROBBIEGOULD"
"24","Nick Novak","8","32","19.6","6.8","NICKNOVAK"
"25","Josh Lambo","12","29","20.3","3.9","JOSHLAMBO"
"26","Shayne Graham","3","29","21.0","5.7","SHAYNEGRAHAM"
"27","Andrew Franks","2","28","20.6","5.6","ANDREWFRANKS"
"28","Greg Zuerlein","7","31","22.4","6.2","GREGZUERLEIN"
"29","Caleb Sturgis","9","30","21.7","5.3","CALEBSTURGIS"
"30","Phil Dawson","11","31","26.7","5.0","PHILDAWSON"
"31","Ryan Succop","14","32","28.5","4.3","RYANSUCCOP"
"32","Zach Hocker","24","28","26.0","2.0","ZACHHOCKER"
"33","Travis Coons","25","32","30.8","2.1","TRAVISCOONS"
