"Rank","Player","Pos","Bye","Best","Worst","Avg","Std","Player.Name"
"1","Julio Jones","WR1","at  JAC","1","39","3.4","4.6","JULIOJONES"
"2","Russell Wilson","QB1","vs.  CLE","1","19","6.8","3.5","RUSSELLWILSON"
"3","Adrian Peterson","RB1","vs.  CHI","1","29","7.1","6.0","ADRIANPETERSON"
"4","Cam Newton","QB2","at  NYG","4","13","7.7","2.8","CAMNEWTON"
"5","Devonta Freeman","RB2","at  JAC","1","70","8.2","13.1","DEVONTAFREEMAN"
"6","Brandon Marshall","WR2","at  DAL","2","37","8.5","6.9","BRANDONMARSHALL"
"7","LeSean McCoy","RB3","at  WAS","1","43","9.5","10.3","LESEANMCCOY"
"8","Tom Brady","QB3","vs.  TEN","2","16","9.7","3.0","TOMBRADY"
"9","Carson Palmer","QB4","at  PHI","3","20","10.5","3.6","CARSONPALMER"
"10","Antonio Brown","WR3","vs.  DEN","2","78","13.5","13.6","ANTONIOBROWN"
"11","DeAndre Hopkins","WR4","at  IND","2","56","13.7","8.7","DEANDREHOPKINS"
"12","Alshon Jeffery","WR5","at  MIN","5","42","14.6","8.4","ALSHONJEFFERY"
"13","Aaron Rodgers","QB5","at  OAK","8","22","14.7","2.8","AARONRODGERS"
"14","Odell Beckham","WR6","vs.  CAR","5","47","15.4","8.1","ODELLBECKHAM"
"15","Drew Brees","QB6","vs.  DET","7","32","16.9","3.3","DREWBREES"
"16","Blake Bortles","QB7","vs.  ATL","12","35","18.2","2.7","BLAKEBORTLES"
"17","Matthew Stafford","QB8","at  NO","4","64","18.4","5.9","MATTHEWSTAFFORD"
"18","David Johnson","RB4","at  PHI","1","121","18.5","17.5","DAVIDJOHNSON"
"19","Calvin Johnson","WR7","at  NO","5","44","19.0","7.5","CALVINJOHNSON"
"20","Lamar Miller","RB5","at  SD","1","67","20.9","12.1","LAMARMILLER"
"21","Tyrod Taylor","QB9","at  WAS","18","43","22.5","4.3","TYRODTAYLOR"
"22","Ben Roethlisberger","QB10","vs.  DEN","13","34","23.2","4.0","BENROETHLISBERGER"
"23","A.J. Green","WR8","at  SF","8","49","25.6","8.0","AJGREEN"
"24","Ryan Fitzpatrick","QB11","at  DAL","16","71","25.7","6.6","RYANFITZPATRICK"
"25","Demaryius Thomas","WR9","at  PIT","2","61","25.9","13.0","DEMARYIUSTHOMAS"
"26","Allen Robinson","WR10","vs.  ATL","5","51","27.8","8.3","ALLENROBINSON"
"27","Derek Carr","QB12","vs.  GB","19","83","31.1","9.8","DEREKCARR"
"28","Rob Gronkowski","TE1","vs.  TEN","14","79","31.3","14.6","ROBGRONKOWSKI"
"29","DeAngelo Williams","RB6","vs.  DEN","3","76","32.2","16.7","DEANGELOWILLIAMS"
"30","Alex Smith","QB13","at  BAL","20","63","32.9","7.8","ALEXSMITH"
"31","Larry Fitzgerald","WR11","at  PHI","2","85","34.9","16.9","LARRYFITZGERALD"
"32","Todd Gurley","RB7","vs.  TB","3","70","35.0","13.6","TODDGURLEY"
"33","Sammy Watkins","WR12","at  WAS","9","96","35.2","13.4","SAMMYWATKINS"
"34","Jarvis Landry","WR13","at  SD","13","80","36.4","7.4","JARVISLANDRY"
"35","Jeremy Maclin","WR14","at  BAL","2","50","36.6","8.8","JEREMYMACLIN"
"36","Doug Baldwin","WR15","vs.  CLE","8","94","37.0","12.2","DOUGBALDWIN"
"37","Philip Rivers","QB14","vs.  MIA","19","72","37.3","12.9","PHILIPRIVERS"
"38","Matt Ryan","QB15","at  JAC","18","64","39.9","10.4","MATTRYAN"
"39","Doug Martin","RB8","at  STL","3","93","40.1","14.1","DOUGMARTIN"
"40","Eric Decker","WR16","at  DAL","10","79","41.6","8.8","ERICDECKER"
"41","Eli Manning","QB16","vs.  CAR","21","64","41.9","9.7","ELIMANNING"
"42","Ryan Tannehill","QB17","at  SD","27","65","45.3","9.1","RYANTANNEHILL"
"43","Marcus Mariota","QB18","at  NE","20","65","45.1","11.3","MARCUSMARIOTA"
"44","Matt Forte","RB9","at  MIN","14","81","47.5","15.4","MATTFORTE"
"45","Javorius Allen","RB10","vs.  KC","3","106","47.9","18.3","JAVORIUSALLEN"
"46","Denard Robinson","RB11","vs.  ATL","1","89","48.8","20.1","DENARDROBINSON"
"47","Danny Amendola","WR17","vs.  TEN","2","84","49.8","13.1","DANNYAMENDOLA"
"48","Mike Evans","WR18","at  STL","26","96","50.2","14.1","MIKEEVANS"
"49","Brandin Cooks","WR19","vs.  DET","22","88","52.1","14.2","BRANDINCOOKS"
"50","Eddie Lacy","RB12","at  OAK","14","90","53.3","18.5","EDDIELACY"
"51","Greg Olsen","TE2","at  NYG","14","96","55.4","14.1","GREGOLSEN"
"52","Jordan Reed","TE3","vs.  BUF","24","123","56.6","12.3","JORDANREED"
"53","Jay Cutler","QB19","at  MIN","27","72","52.0","9.6","JAYCUTLER"
"54","Golden Tate","WR20","at  NO","16","102","59.9","14.4","GOLDENTATE"
"55","Randall Cobb","WR21","at  OAK","5","125","60.3","17.8","RANDALLCOBB"
"56","Christopher Ivory","RB13","at  DAL","24","98","60.7","14.8","CHRISIVORY"
"57","Kirk Cousins","QB20","vs.  BUF","28","73","55.2","10.6","KIRKCOUSINS"
"58","Shaun Draughn","RB14","vs.  CIN","34","122","61.5","20.1","SHAUNDRAUGHN"
"59","Delanie Walker","TE4","at  NE","41","126","64.3","13.8","DELANIEWALKER"
"60","Jameis Winston","QB21","at  STL","20","101","59.1","9.8","JAMEISWINSTON"
"61","Charcandrick West","RB15","at  BAL","24","100","66.7","18.3","CHARCANDRICKWEST"
"62","John Brown","WR22","at  PHI","31","97","67.2","16.7","JOHNBROWN"
"63","Kamar Aiken","WR23","vs.  KC","49","125","68.5","16.6","KAMARAIKEN"
"64","Latavius Murray","RB16","vs.  GB","25","105","69.1","15.1","LATAVIUSMURRAY"
"65","Brock Osweiler","QB22","at  PIT","30","83","62.6","8.9","BROCKOSWEILER"
"66","T.Y. Hilton","WR24","vs.  HOU","38","135","70.1","17.3","TYHILTON"
"67","Giovani Bernard","RB17","at  SF","24","145","70.1","22.7","GIOVANIBERNARD"
"68","AJ McCarron","QB23","at  SF","25","112","61.4","9.8","AJMCCARRON"
"69","Martavis Bryant","WR25","vs.  DEN","10","102","70.9","19.3","MARTAVISBRYANT"
"70","Michael Floyd","WR26","at  PHI","26","104","73.0","21.7","MICHAELFLOYD"
"71","Amari Cooper","WR27","vs.  GB","18","116","75.2","17.5","AMARICOOPER"
"72","Michael Crabtree","WR28","vs.  GB","23","104","76.0","14.2","MICHAELCRABTREE"
"73","Allen Hurns","WR29","vs.  ATL","41","116","76.4","19.2","ALLENHURNS"
"74","Tim Hightower","RB18","vs.  DET","25","119","76.7","15.5","TIMHIGHTOWER"
"75","Gary Barnidge","TE5","at  SEA","41","152","76.9","16.7","GARYBARNIDGE"
"76","T.J. Yates","QB24","at  IND","34","107","67.5","12.8","TJYATES"
"77","Willie Snead","WR30","vs.  DET","51","124","77.6","16.9","WILLIESNEAD"
"78","Emmanuel Sanders","WR31","at  PIT","30","107","78.2","12.1","EMMANUELSANDERS"
"79","Darren McFadden","RB19","vs.  NYJ","24","134","78.5","16.1","DARRENMCFADDEN"
"80","Dez Bryant","WR32","vs.  NYJ","41","151","78.9","15.4","DEZBRYANT"
"81","James White","RB20","vs.  TEN","1","134","77.7","30.0","JAMESWHITE"
"82","Antonio Gates","TE6","vs.  MIA","41","145","80.2","12.4","ANTONIOGATES"
"83","Julius Thomas","TE7","vs.  ATL","41","126","80.5","15.8","JULIUSTHOMAS"
"84","Jeremy Hill","RB21","at  SF","14","105","82.5","17.6","JEREMYHILL"
"85","Frank Gore","RB22","vs.  HOU","57","137","83.2","16.2","FRANKGORE"
"86","Anquan Boldin","WR33","vs.  CIN","50","131","83.3","17.3","ANQUANBOLDIN"
"87","Sam Bradford","QB25","vs.  ARI","38","107","77.7","14.7","SAMBRADFORD"
"88","Benjamin Watson","TE8","vs.  DET","50","144","90.5","16.6","BENJAMINWATSON"
"89","Travis Kelce","TE9","at  BAL","49","165","91.5","18.9","TRAVISKELCE"
"90","Teddy Bridgewater","QB26","vs.  CHI","46","112","75.9","12.9","TEDDYBRIDGEWATER"
"91","Johnny Manziel","QB27","at  SEA","37","113","79.4","15.7","JOHNNYMANZIEL"
"92","Brandon LaFell","WR34","vs.  TEN","50","168","94.9","18.1","BRANDONLAFELL"
"93","Tyler Lockett","WR35","vs.  CLE","48","125","95.9","12.6","TYLERLOCKETT"
"94","DeSean Jackson","WR36","vs.  BUF","16","128","92.6","12.8","DESEANJACKSON"
"95","Marvin Jones","WR37","at  SF","60","130","97.1","11.3","MARVINJONES"
"96","Jordan Matthews","WR38","vs.  ARI","56","146","97.5","15.3","JORDANMATTHEWS"
"97","Matt Jones","RB23","vs.  BUF","59","154","99.1","19.3","MATTJONES"
"98","Travis Benjamin","WR39","at  SEA","53","136","100.9","13.3","TRAVISBENJAMIN"
"99","Ted Ginn","WR40","at  NYG","74","158","102.4","10.8","TEDGINN"
"100","Stefon Diggs","WR41","vs.  CHI","66","150","104.0","14.7","STEFONDIGGS"
"101","Theo Riddick","RB24","at  NO","1","161","104.1","20.0","THEORIDDICK"
